code,Species,Type,Qin,full_rcp26,full_rcp45,full_rcp85,buffer_rcp26,buffer_rcp45,buffer_rcp85,stable_rcp26,stable_rcp45,stable_rcp85
sp844,Bambusa flexuosa,wide-ranged,DD,EN,EN,LC,EN,EN,LC,EN,EN,NT
sp845,Bambusa funghomii,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp847,Bambusa gibboides,wide-ranged,DD,EN,CR,VU,EN,CR,VU,EN,CR,EN
sp850,Bambusa guangxiensis,narrow-ranged,LC,CR,EX,EX,EX,EX,EX,EX,EX,EX
sp851,Bambusa hainanensis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp852,Bambusa indigena,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp853,Bambusa insularis,narrow-ranged,DD,LC,VU,LC,LC,VU,LC,EN,VU,NT
sp854,Bambusa lapidea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp855,Bambusa longipalea,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp857,Bambusa mollis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp859,Bambusa mutabilis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp862,Bambusa papillata,narrow-ranged,DD,LC,LC,LC,VU,LC,LC,VU,VU,CR
sp863,Bambusa pervariabilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp864,Bambusa piscatorum,narrow-ranged,DD,LC,CR,NT,LC,CR,NT,CR,EN,NT
sp866,Bambusa prominens,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,VU,CR
sp867,Bambusa ramispinosa,narrow-ranged,DD,CR,EX,EX,EX,EX,EX,EX,EX,EX
sp869,Bambusa rutila,wide-ranged,DD,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp872,Bambusa subtruncata,narrow-ranged,DD,EN,EX,CR,EN,EX,CR,EX,CR,EX
sp873,Bambusa surrecta,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp876,Bambusa xiashanensis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp878,Barleria integrisepala,narrow-ranged,DD,LC,NT,LC,NT,EX,EN,EX,EX,CR
sp882,Barringtonia fusicarpa,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp884,Barthea barthei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp887,Bauhinia apertilobata,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp888,Bauhinia aurea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp889,Bauhinia bohniana,wide-ranged,NT,VU,NT,EN,VU,NT,EN,EN,VU,CR
sp893,Bauhinia cercidifolia,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,EN,VU,VU
sp894,Bauhinia chalcophylla,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp897,Bauhinia comosa,wide-ranged,LC,VU,VU,NT,VU,VU,NT,VU,VU,NT
sp899,Bauhinia damiaoshanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp900,Bauhinia delavayi,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp901,Bauhinia didyma,wide-ranged,NT,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp905,Bauhinia hainanensis,wide-ranged,NT,VU,NT,NT,VU,NT,VU,VU,NT,VU
sp907,Bauhinia hypochrysa,narrow-ranged,NT,NT,NT,NT,NT,EN,NT,EN,EN,NT
sp908,Bauhinia hypoglauca,wide-ranged,NT,CR,CR,NT,EX,EX,NT,EX,EX,NT
sp914,Bauhinia ovatifolia,wide-ranged,DD,EX,EX,NT,EX,EX,NT,EX,EX,EN
sp915,Bauhinia paucinervata,wide-ranged,DD,EN,VU,LC,CR,EN,LC,CR,EN,NT
sp925,Bauhinia venustula,wide-ranged,DD,EN,NT,LC,EX,CR,LC,EX,CR,EN
sp929,Beaumontia brevituba,wide-ranged,LC,VU,NT,LC,VU,VU,LC,VU,VU,NT
sp934,Beilschmiedia appendiculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp935,Beilschmiedia brachythyrsa,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp936,Beilschmiedia brevipaniculata,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp937,Beilschmiedia cylindrica,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR
sp938,Beilschmiedia delicata,wide-ranged,LC,NT,VU,LC,VU,VU,LC,VU,VU,NT
sp940,Beilschmiedia fasciata,wide-ranged,VU,CR,CR,VU,CR,CR,VU,CR,EX,VU
sp942,Beilschmiedia furfuracea,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp943,Beilschmiedia glauca,wide-ranged,LC,EN,EN,LC,CR,CR,VU,CR,CR,VU
sp945,Beilschmiedia henghsienensis,narrow-ranged,EN,CR,EX,EX,CR,EX,EX,EX,EX,CR
sp947,Beilschmiedia kweichowensis,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,EN
sp949,Beilschmiedia linocieroides,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp950,Beilschmiedia longepetiolata,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,VU,NT,NT
sp951,Beilschmiedia macropoda,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp952,Beilschmiedia muricata,wide-ranged,NT,NT,NT,NT,NT,NT,NT,VU,NT,NT
sp953,Beilschmiedia obconica,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp954,Beilschmiedia obscurinervia,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp956,Beilschmiedia pauciflora,narrow-ranged,NT,EN,NT,NT,EN,NT,NT,NT,NT,CR
sp957,Beilschmiedia percoriacea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp959,Beilschmiedia pergamentacea,wide-ranged,LC,VU,NT,LC,VU,NT,LC,EN,EN,NT
sp960,Beilschmiedia purpurascens,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp961,Beilschmiedia robusta,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,VU
sp963,Beilschmiedia rufohirtella,wide-ranged,NT,EX,EX,NT,EX,EX,NT,EX,EX,NT
sp966,Beilschmiedia tungfangensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp968,Beilschmiedia yunnanensis,wide-ranged,LC,CR,CR,VU,CR,CR,EN,CR,CR,EN
sp970,Berberis aemulans,wide-ranged,LC,NT,NT,LC,NT,NT,LC,VU,NT,NT
sp971,Berberis aggregata,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp972,Berberis agricola,wide-ranged,DD,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp974,Berberis amoena,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,VU
sp978,Berberis asmyana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp979,Berberis atrocarpa,wide-ranged,LC,LC,LC,NT,LC,NT,NT,EN,EN,EN
sp980,Berberis batangensis,narrow-ranged,LC,CR,CR,CR,CR,EX,EX,EX,EX,CR
sp981,Berberis bergmanniae,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp982,Berberis bicolor,wide-ranged,DD,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp983,Berberis brachypoda,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp984,Berberis calcipratorum,wide-ranged,DD,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp985,Berberis campylotropa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp986,Berberis candidula,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp987,Berberis centiflora,wide-ranged,LC,CR,CR,CR,EX,EX,CR,EX,EX,CR
sp988,Berberis chingii,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp989,Berberis circumserrata,wide-ranged,LC,LC,LC,NT,NT,NT,VU,VU,VU,VU
sp990,Berberis concolor,wide-ranged,DD,LC,LC,EN,LC,LC,EN,VU,VU,EN
sp991,Berberis crassilimba,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp992,Berberis daiana,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp993,Berberis dasystachya,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp994,Berberis davidii,wide-ranged,DD,VU,VU,VU,VU,VU,EN,EN,EN,EN
sp995,Berberis deinacantha,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp996,Berberis derongensis,narrow-ranged,DD,CR,CR,CR,CR,CR,CR,EX,EX,CR
sp997,Berberis diaphana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp998,Berberis dictyoneura,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp999,Berberis dictyophylla,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp1001,Berberis dielsiana,wide-ranged,LC,NT,VU,VU,NT,VU,EN,VU,EN,EN
sp1002,Berberis dubia,wide-ranged,LC,NT,NT,VU,NT,VU,VU,VU,VU,EN
sp1003,Berberis dumicola,wide-ranged,DD,NT,NT,VU,NT,VU,VU,NT,VU,VU
sp1004,Berberis erythroclada,wide-ranged,LC,NT,NT,LC,NT,NT,NT,NT,NT,NT
sp1005,Berberis fallaciosa,wide-ranged,LC,NT,VU,EN,NT,VU,EN,EN,EN,EN
sp1006,Berberis fallax,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp1007,Berberis francisci-ferdinandi,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,EN
sp1008,Berberis fujianensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp1009,Berberis gagnepainii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp1010,Berberis gilgiana,wide-ranged,LC,NT,NT,CR,NT,NT,CR,EN,EN,CR
sp1013,Berberis guizhouensis,narrow-ranged,LC,LC,EN,LC,LC,CR,CR,EX,EX,EN
sp1014,Berberis gyalaica,wide-ranged,LC,VU,VU,CR,VU,VU,CR,VU,VU,CR
sp1016,Berberis hemsleyana,wide-ranged,LC,NT,VU,VU,VU,VU,VU,EN,EN,EN
sp1017,Berberis henryana,wide-ranged,LC,VU,EN,EN,EN,EN,EN,EN,EN,CR
sp1019,Berberis hobsonii,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1020,Berberis holocraspedon,wide-ranged,LC,VU,NT,VU,VU,VU,VU,VU,VU,EN
sp1021,Berberis hsuyunensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EX,EX,CR
sp1023,Berberis impedita,wide-ranged,DD,CR,CR,EN,CR,CR,EN,CR,CR,CR
sp1025,Berberis insolita,wide-ranged,LC,EX,EX,EN,EX,EX,EN,EX,EX,CR
sp1027,Berberis jamesiana,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,VU
sp1028,Berberis jiangxiensis,narrow-ranged,LC,LC,LC,LC,EX,LC,EX,NT,EX,EX
sp1029,Berberis johannis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1030,Berberis julianae,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,CR
sp1031,Berberis kawakamii,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1032,Berberis kongboensis,wide-ranged,DD,NT,NT,VU,NT,NT,VU,NT,NT,EN
sp1033,Berberis lecomtei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp1034,Berberis lempergiana,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp1035,Berberis lepidifolia,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,EN,EN
sp1037,Berberis levis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,VU
sp1038,Berberis lijiangensis,wide-ranged,LC,CR,EN,EN,EX,EX,EX,EX,EX,EX
sp1039,Berberis lubrica,wide-ranged,DD,CR,EN,LC,EX,EX,VU,EX,EX,EX
sp1040,Berberis malipoensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1041,Berberis mekongensis,wide-ranged,LC,LC,LC,EN,LC,LC,EN,NT,NT,CR
sp1043,Berberis minutiflora,wide-ranged,DD,CR,EN,CR,CR,EN,CR,CR,EN,CR
sp1044,Berberis morrisonensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1045,Berberis mouillacana,wide-ranged,LC,VU,VU,CR,VU,VU,CR,VU,EN,CR
sp1047,Berberis multiserrata,wide-ranged,DD,CR,CR,CR,CR,CR,EX,CR,CR,EX
sp1048,Berberis nemorosa,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1049,Berberis nullinervis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1051,Berberis pallens,wide-ranged,DD,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp1052,Berberis papillifera,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp1053,Berberis paraspecta,wide-ranged,DD,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp1055,Berberis platyphylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp1057,Berberis polyantha,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp1058,Berberis potaninii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp1059,Berberis prattii,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp1060,Berberis pruinosa,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp1061,Berberis pseudoamoena,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1062,Berberis pulangensis,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1063,Berberis purdomii,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,EN
sp1065,Berberis racemulosa,wide-ranged,LC,LC,LC,VU,NT,LC,VU,VU,VU,EN
sp1066,Berberis replicata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,EN
sp1067,Berberis salicaria,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp1068,Berberis sanguinea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1069,Berberis sargentiana,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp1070,Berberis sherriffii,wide-ranged,LC,LC,LC,NT,NT,NT,NT,NT,NT,VU
sp1073,Berberis silva-taroucana,wide-ranged,LC,NT,NT,VU,NT,NT,EN,NT,VU,EN
sp1074,Berberis silvicola,wide-ranged,DD,NT,VU,EN,VU,VU,EN,EN,EN,CR
sp1075,Berberis soulieana,wide-ranged,LC,VU,VU,EN,VU,VU,EN,EN,EN,EN
sp1076,Berberis subacuminata,wide-ranged,LC,LC,NT,VU,LC,NT,VU,EN,EN,CR
sp1078,Berberis taliensis,wide-ranged,LC,LC,LC,NT,LC,LC,VU,NT,NT,EN
sp1079,Berberis taronensis,wide-ranged,LC,LC,LC,VU,LC,LC,EN,NT,NT,EN
sp1082,Berberis tianshuiensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1083,Berberis tomentulosa,wide-ranged,DD,EN,EN,EN,EN,CR,CR,EN,CR,CR
sp1084,Berberis triacanthophora,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1086,Berberis tsarongensis,wide-ranged,DD,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1088,Berberis umbratica,wide-ranged,DD,CR,CR,EN,CR,EX,EN,EX,EX,CR
sp1089,Berberis veitchii,wide-ranged,LC,LC,LC,NT,LC,LC,NT,VU,VU,EN
sp1090,Berberis vernae,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp1091,Berberis vernalis,wide-ranged,DD,CR,CR,LC,CR,CR,NT,CR,CR,NT
sp1092,Berberis virgetorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1093,Berberis wangii,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp1094,Berberis xanthophlaea,wide-ranged,DD,LC,LC,EN,LC,LC,EN,EN,VU,CR
sp1095,Berberis yunnanensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp1096,Berberis ziyunensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp1098,Berchemia barbigera,wide-ranged,EN,CR,CR,EX,CR,CR,EX,CR,CR,EX
sp1099,Berchemia brachycarpa,narrow-ranged,DD,CR,CR,CR,CR,CR,CR,EX,EX,CR
sp1104,Berchemia hirtella,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp1106,Berchemia hispida,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp1108,Berchemia huana,wide-ranged,LC,VU,EN,CR,VU,EN,CR,VU,EN,CR
sp1110,Berchemia kulingensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp1113,Berchemia omeiensis,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp1117,Berchemia sinica,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp1118,Berchemiella wilsonii,wide-ranged,NT,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1120,Berchemiella yunnanensis,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR
sp1122,Betula albosinensis,wide-ranged,LC,LC,LC,NT,NT,NT,NT,NT,VU,VU
sp1124,Betula austrosinensis,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,CR
sp1125,Betula calcicola,wide-ranged,LC,NT,LC,LC,NT,NT,LC,VU,VU,EN
sp1130,Betula delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1135,Betula fargesii,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp1138,Betula gynoterminalis,narrow-ranged,CR,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp1139,Betula halophila,wide-ranged,EX,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp1141,Betula insignis,wide-ranged,LC,NT,VU,EN,NT,VU,EN,EN,EN,CR
sp1142,Betula jinpingensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1143,Betula luminifera,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp1149,Betula potaninii,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp1153,Betula trichogemma,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp1157,Bischofia polycarpa,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,EN
sp1163,Blastus mollissimus,wide-ranged,LC,CR,EN,LC,CR,CR,NT,CR,CR,EN
sp1164,Blastus pauciflorus,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp1165,Blastus setulosus,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,EN
sp1166,Blastus tenuifolius,wide-ranged,NT,CR,CR,EN,CR,CR,EN,CR,CR,CR
sp1167,Blastus tsaii,narrow-ranged,NT,NT,NT,NT,NT,NT,CR,CR,EX,NT
sp1199,Bonia saxatilis,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp1200,Boniodendron minus,wide-ranged,VU,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp1209,Brandisia cauliflora,narrow-ranged,LC,VU,EX,EX,VU,EX,EX,EX,EX,VU
sp1212,Brandisia hancei,wide-ranged,LC,NT,VU,VU,VU,VU,VU,VU,VU,VU
sp1213,Brandisia kwangsiensis,wide-ranged,LC,VU,EN,NT,EN,EN,NT,EN,EN,EN
sp1214,Brandisia racemosa,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp1217,Brandisia swinglei,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp1219,Brassaiopsis chengkangensis,wide-ranged,LC,CR,CR,EN,CR,CR,CR,EX,EX,CR
sp1221,Brassaiopsis fatsioides,wide-ranged,LC,LC,NT,VU,NT,NT,VU,NT,NT,VU
sp1222,Brassaiopsis ferruginea,wide-ranged,DD,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp1228,Brassaiopsis kwangsiensis,wide-ranged,LC,CR,CR,NT,CR,CR,VU,CR,CR,EN
sp1230,Brassaiopsis quercifolia,wide-ranged,NT,CR,CR,NT,CR,CR,NT,CR,CR,VU
sp1231,Brassaiopsis shweliensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1233,Brassaiopsis tripteris,wide-ranged,LC,NT,NT,LC,VU,NT,LC,VU,VU,VU
sp1235,Bredia fordii,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,VU
sp1240,Bredia sessilifolia,wide-ranged,LC,CR,EX,EN,CR,EX,EN,CR,EX,EN
sp1241,Bredia sinensis,wide-ranged,LC,NT,EN,EN,NT,EN,EN,VU,EN,CR
sp1262,Buchanania yunnanensis,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1264,Buckleya henryi,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp1265,Buddleja albiflora,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp1266,Buddleja alternifolia,wide-ranged,LC,LC,LC,LC,NT,LC,LC,VU,EN,VU
sp1268,Buddleja brachystachya,wide-ranged,LC,LC,LC,NT,LC,LC,NT,VU,VU,EN
sp1274,Buddleja delavayi,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1275,Buddleja fallowiana,wide-ranged,LC,EN,EN,VU,EN,EN,VU,CR,CR,EN
sp1277,Buddleja lindleyana,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp1280,Buddleja nivea,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,VU
sp1283,Buddleja yunnanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1285,Burretiodendron kydiifolium,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp1288,Buxus hainanensis,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1290,Buxus hebecarpa,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1291,Buxus henryi,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp1292,Buxus ichangensis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1293,Buxus megistophylla,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp1297,Buxus rugulosa,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1301,Buxus stenophylla,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp1310,Caesalpinia magnifoliolata,wide-ranged,LC,CR,CR,LC,CR,CR,NT,CR,CR,VU
sp1311,Caesalpinia millettii,wide-ranged,LC,VU,EN,LC,VU,EN,LC,EN,EN,NT
sp1325,Calamus dianbaiensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,VU
sp1327,Calamus egregius,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1331,Calamus formosanus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,NT,NT
sp1333,Calamus guangxiensis,narrow-ranged,VU,EN,EX,CR,EN,EX,CR,EX,EX,CR
sp1335,Calamus hoplites,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp1337,Calamus macrorrhynchus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT
sp1338,Calamus melanochrous,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp1339,Calamus multispicatus,narrow-ranged,LC,VU,CR,EX,VU,CR,EX,CR,EX,EN
sp1341,Calamus obovoideus,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1342,Calamus pulchellus,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1344,Calamus simplicifolius,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1345,Calamus tetradactyloides,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1348,Calamus wailong,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp1354,Callerya championii,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp1360,Callerya nitida,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp1369,Callicarpa acutifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT
sp1378,Callicarpa cathayana,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp1379,Callicarpa collina,wide-ranged,DD,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp1382,Callicarpa erythrosticta,wide-ranged,LC,EN,EN,LC,CR,EN,VU,CR,EN,EN
sp1385,Callicarpa giraldii,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp1387,Callicarpa gracilipes,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp1390,Callicarpa integerrima,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp1396,Callicarpa kwangtungensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp1397,Callicarpa lingii,wide-ranged,DD,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp1398,Callicarpa loboapiculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1402,Callicarpa longipes,wide-ranged,NT,NT,NT,VU,NT,NT,VU,NT,NT,EN
sp1404,Callicarpa luteopunctata,wide-ranged,LC,EN,EN,LC,EN,EN,LC,CR,CR,EN
sp1406,Callicarpa membranacea,wide-ranged,DD,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp1410,Callicarpa peichieniana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1411,Callicarpa pilosissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1412,Callicarpa pingshanensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp1413,Callicarpa prolifera,wide-ranged,NT,EX,EX,VU,EX,EX,VU,EX,EX,VU
sp1417,Callicarpa remotiserrulata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp1420,Callicarpa salicifolia,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp1421,Callicarpa tingwuensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
