species,name,class,current,RCP2.6,RCP2.6_CSH,Type_1,RCP4.5,RCP4.5_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp1325,Calamus dianbaiensis,narrow-ranged,190,704,2.71 ,LC,711,2.74 ,LC,713,2.75 ,LC
sp1326,Calamus distichus var. shangsiensis,narrow-ranged,126,340,1.70 ,LC,347,1.75 ,LC,506,3.02 ,LC
sp1327,Calamus egregius,wide-ranged,48,40,-0.17 ,NT,43,-0.10 ,NT,38,-0.21 ,NT
sp1328,Calamus faberi,wide-ranged,59,67,0.14 ,LC,77,0.31 ,LC,51,-0.14 ,NT
sp1329,Calamus feanus var. medogensis,wide-ranged,129,184,0.43 ,LC,189,0.47 ,LC,165,0.28 ,LC
sp1330,Calamus flagellum,wide-ranged,97,292,2.01 ,LC,288,1.97 ,LC,116,0.20 ,LC
sp1331,Calamus formosanus,wide-ranged,64,70,0.09 ,LC,68,0.06 ,LC,67,0.05 ,LC
sp1332,Calamus gracilis,wide-ranged,55,38,-0.31 ,VU,34,-0.38 ,VU,129,1.35 ,LC
sp1333,Calamus guangxiensis,narrow-ranged,78,272,2.49 ,LC,278,2.56 ,LC,413,4.29 ,LC
sp1334,Calamus henryanus,wide-ranged,119,257,1.16 ,LC,252,1.12 ,LC,154,0.29 ,LC
sp1335,Calamus hoplites,wide-ranged,1579,1869,0.18 ,LC,1681,0.06 ,LC,1478,-0.06 ,NT
sp1336,Calamus karinensis,wide-ranged,48,94,0.96 ,LC,88,0.83 ,LC,81,0.69 ,LC
sp1337,Calamus macrorrhynchus,narrow-ranged,269,534,0.99 ,LC,561,1.09 ,LC,727,1.70 ,LC
sp1338,Calamus melanochrous,wide-ranged,44,9,-0.80 ,EN,13,-0.70 ,EN,14,-0.68 ,EN
sp1339,Calamus multispicatus,narrow-ranged,58,66,0.14 ,LC,66,0.14 ,LC,96,0.66 ,LC
sp1340,Calamus nambariensis,wide-ranged,42,128,2.05 ,LC,127,2.02 ,LC,170,3.05 ,LC
sp1341,Calamus obovoideus,narrow-ranged,129,357,1.77 ,LC,366,1.84 ,LC,220,0.71 ,LC
sp1342,Calamus pulchellus,narrow-ranged,38,75,0.97 ,LC,78,1.05 ,LC,99,1.61 ,LC
sp1343,Calamus rhabdocladus,wide-ranged,75,110,0.47 ,LC,101,0.35 ,LC,105,0.40 ,LC
sp1344,Calamus simplicifolius,wide-ranged,69,64,-0.07 ,NT,75,0.09 ,LC,92,0.33 ,LC
sp1345,Calamus tetradactyloides,wide-ranged,40,19,-0.53 ,EN,20,-0.50 ,EN,36,-0.10 ,NT
sp1346,Calamus tetradactylus,wide-ranged,924,814,-0.12 ,NT,706,-0.24 ,NT,747,-0.19 ,NT
sp1347,Calamus thysanolepis,wide-ranged,593,517,-0.13 ,NT,443,-0.25 ,NT,369,-0.38 ,VU
sp1348,Calamus wailong,wide-ranged,49,93,0.90 ,LC,87,0.78 ,LC,78,0.59 ,LC
sp1349,Calamus walkeri,wide-ranged,142,121,-0.15 ,NT,87,-0.39 ,VU,78,-0.45 ,VU
sp1350,Calamus yangchunensis,narrow-ranged,130,190,0.46 ,LC,171,0.32 ,LC,211,0.62 ,LC
sp1351,Calamus yunnanensis,wide-ranged,265,306,0.15 ,LC,287,0.08 ,LC,154,-0.42 ,VU
sp1352,Calamus yunnanensis var. intermedius,narrow-ranged,28,120,3.29 ,LC,127,3.54 ,LC,186,5.64 ,LC
sp1353,Callerya bonatiana,wide-ranged,196,292,0.49 ,LC,322,0.64 ,LC,204,0.04 ,LC
sp1354,Callerya championii,wide-ranged,865,1010,0.17 ,LC,1025,0.18 ,LC,763,-0.12 ,NT
sp1355,Callerya cinerea,wide-ranged,510,735,0.44 ,LC,691,0.35 ,LC,512,0.00 ,LC
sp1356,Callerya dielsiana var. herterocarpa,wide-ranged,1697,1829,0.08 ,LC,1465,-0.14 ,NT,1228,-0.28 ,NT
sp1357,Callerya dorwardii,wide-ranged,767,676,-0.12 ,NT,626,-0.18 ,NT,559,-0.27 ,NT
sp1358,Callerya eurybotrya,wide-ranged,1001,1326,0.32 ,LC,1295,0.29 ,LC,1402,0.40 ,LC
sp1359,Callerya fordii,wide-ranged,274,257,-0.06 ,NT,270,-0.01 ,NT,329,0.20 ,LC
sp1360,Callerya nitida,wide-ranged,2062,1567,-0.24 ,NT,1233,-0.40 ,VU,850,-0.59 ,EN
sp1361,Callerya nitida var. hirsutissima,wide-ranged,566,423,-0.25 ,NT,285,-0.50 ,VU,223,-0.61 ,EN
sp1362,Callerya nitida var. minor,wide-ranged,732,398,-0.46 ,VU,290,-0.60 ,EN,216,-0.70 ,EN
sp1363,Callerya oosperma,wide-ranged,1598,1565,-0.02 ,NT,1404,-0.12 ,NT,1284,-0.20 ,NT
sp1364,Callerya reticulata,wide-ranged,3631,3682,0.01 ,LC,3668,0.01 ,LC,3556,-0.02 ,NT
sp1365,Callerya reticulata var. stenophylla,wide-ranged,271,65,-0.76 ,EN,55,-0.80 ,EN,321,0.18 ,LC
sp1366,Callerya sericosema,wide-ranged,1003,719,-0.28 ,NT,568,-0.43 ,VU,349,-0.65 ,EN
sp1367,Callerya speciosa,wide-ranged,1389,1579,0.14 ,LC,1599,0.15 ,LC,1851,0.33 ,LC
sp1368,Calliandra umbrosa,narrow-ranged,37,182,3.92 ,LC,183,3.95 ,LC,84,1.27 ,LC
sp1369,Callicarpa acutifolia,wide-ranged,70,137,0.96 ,LC,150,1.14 ,LC,289,3.13 ,LC
sp1370,Callicarpa anisophylla,wide-ranged,73,38,-0.48 ,VU,22,-0.70 ,EN,16,-0.78 ,EN
sp1371,Callicarpa arborea,wide-ranged,952,1015,0.07 ,LC,952,0.00 ,LC,689,-0.28 ,NT
sp1372,Callicarpa basitruncata,wide-ranged,48,31,-0.35 ,VU,38,-0.21 ,NT,29,-0.40 ,VU
sp1373,Callicarpa bodinieri,wide-ranged,4808,4023,-0.16 ,NT,3562,-0.26 ,NT,2948,-0.39 ,VU
sp1374,Callicarpa bodinieri var. iteophylla,wide-ranged,163,315,0.93 ,LC,302,0.85 ,LC,111,-0.32 ,VU
sp1375,Callicarpa bodinieri var. rosthornii,wide-ranged,680,867,0.28 ,LC,924,0.36 ,LC,714,0.05 ,LC
sp1376,Callicarpa brevipes,wide-ranged,2088,1847,-0.12 ,NT,1497,-0.28 ,NT,1178,-0.44 ,VU
sp1377,Callicarpa candicans,wide-ranged,1021,900,-0.12 ,NT,788,-0.23 ,NT,726,-0.29 ,NT
sp1378,Callicarpa cathayana,wide-ranged,2594,2177,-0.16 ,NT,1859,-0.28 ,NT,1282,-0.51 ,EN
sp1379,Callicarpa collina,wide-ranged,591,256,-0.57 ,EN,151,-0.74 ,EN,173,-0.71 ,EN
sp1380,Callicarpa dentosa,wide-ranged,589,549,-0.07 ,NT,496,-0.16 ,NT,472,-0.20 ,NT
sp1381,Callicarpa dichotoma,wide-ranged,3786,3652,-0.04 ,NT,3452,-0.09 ,NT,3327,-0.12 ,NT
sp1382,Callicarpa erythrosticta,wide-ranged,349,58,-0.83 ,CR,83,-0.76 ,EN,222,-0.36 ,VU
sp1383,Callicarpa formosana,wide-ranged,2595,2651,0.02 ,LC,2446,-0.06 ,NT,1968,-0.24 ,NT
sp1384,Callicarpa formosana var. longifolia,narrow-ranged,57,62,0.09 ,LC,62,0.09 ,LC,57,0.00 ,LC
sp1385,Callicarpa giraldii,wide-ranged,5073,4442,-0.12 ,NT,4132,-0.19 ,NT,3423,-0.33 ,VU
sp1386,Callicarpa giraldii var. subcanescens,wide-ranged,2216,1833,-0.17 ,NT,1558,-0.30 ,NT,1182,-0.47 ,VU
sp1387,Callicarpa gracilipes,wide-ranged,178,80,-0.55 ,EN,63,-0.65 ,EN,34,-0.81 ,CR
sp1388,Callicarpa hungtaii,narrow-ranged,141,387,1.74 ,LC,381,1.70 ,LC,532,2.77 ,LC
sp1389,Callicarpa hypoleucophylla,narrow-ranged,20,47,1.35 ,LC,43,1.15 ,LC,36,0.80 ,LC
sp1390,Callicarpa integerrima,wide-ranged,2223,2347,0.06 ,LC,2047,-0.08 ,NT,1878,-0.16 ,NT
sp1391,Callicarpa integerrima var. chinensis,wide-ranged,269,11,-0.96 ,CR,1,-1.00 ,EX,4,-0.99 ,CR
sp1392,Callicarpa japonica,wide-ranged,3477,1467,-0.58 ,EN,1046,-0.70 ,EN,1207,-0.65 ,EN
sp1393,Callicarpa japonica var. luxurians,wide-ranged,41,0,-1.00 ,EX,0,-1.00 ,EX,0,-1.00 ,EX
sp1394,Callicarpa kochiana,wide-ranged,2176,2154,-0.01 ,NT,1791,-0.18 ,NT,1394,-0.36 ,VU
sp1395,Callicarpa kotoensis,narrow-ranged,19,37,0.95 ,LC,34,0.79 ,LC,31,0.63 ,LC
sp1396,Callicarpa kwangtungensis,wide-ranged,2430,2243,-0.08 ,NT,2042,-0.16 ,NT,1874,-0.23 ,NT
sp1397,Callicarpa lingii,wide-ranged,505,246,-0.51 ,EN,133,-0.74 ,EN,75,-0.85 ,CR
sp1398,Callicarpa loboapiculata,wide-ranged,1535,1712,0.12 ,LC,1652,0.08 ,LC,1669,0.09 ,LC
sp1399,Callicarpa longifolia,wide-ranged,1402,1256,-0.10 ,NT,1090,-0.22 ,NT,1092,-0.22 ,NT
sp1400,Callicarpa longifolia var. floccosa,wide-ranged,347,2,-0.99 ,CR,1,-1.00 ,EX,147,-0.58 ,EN
sp1401,Callicarpa longifolia var. lanceolaria,wide-ranged,165,43,-0.74 ,EN,53,-0.68 ,EN,96,-0.42 ,VU
sp1402,Callicarpa longipes,wide-ranged,1453,1446,0.00 ,NT,1257,-0.13 ,NT,794,-0.45 ,VU
sp1403,Callicarpa longissima,wide-ranged,2294,2320,0.01 ,LC,2189,-0.05 ,NT,2818,0.23 ,LC
sp1404,Callicarpa luteopunctata,wide-ranged,498,152,-0.69 ,EN,115,-0.77 ,EN,533,0.07 ,LC
sp1405,Callicarpa macrophylla,wide-ranged,2210,2344,0.06 ,LC,2258,0.02 ,LC,2416,0.09 ,LC
sp1406,Callicarpa membranacea,wide-ranged,3178,3269,0.03 ,LC,3213,0.01 ,LC,2823,-0.11 ,NT
sp1407,Callicarpa minutiflora,narrow-ranged,54,170,2.15 ,LC,180,2.33 ,LC,83,0.54 ,LC
sp1408,Callicarpa nudiflora,wide-ranged,747,135,-0.82 ,CR,61,-0.92 ,CR,193,-0.74 ,EN
sp1409,Callicarpa pauciflora,wide-ranged,224,2,-0.99 ,CR,0,-1.00 ,EX,18,-0.92 ,CR
sp1410,Callicarpa peichieniana,wide-ranged,1754,1910,0.09 ,LC,1799,0.03 ,LC,1773,0.01 ,LC
sp1411,Callicarpa pilosissima,wide-ranged,42,58,0.38 ,LC,55,0.31 ,LC,51,0.21 ,LC
sp1412,Callicarpa pingshanensis,narrow-ranged,643,1753,1.73 ,LC,1757,1.73 ,LC,1623,1.52 ,LC
sp1413,Callicarpa prolifera,wide-ranged,41,0,-1.00 ,EX,0,-1.00 ,EX,27,-0.34 ,VU
sp1414,Callicarpa prolifera var. rubroglandulosa,narrow-ranged,157,470,1.99 ,LC,436,1.78 ,LC,300,0.91 ,LC
sp1415,Callicarpa pseudorubella,narrow-ranged,162,590,2.64 ,LC,611,2.77 ,LC,709,3.38 ,LC
sp1416,Callicarpa randaiensis,wide-ranged,32,36,0.13 ,LC,32,0.00 ,LC,28,-0.13 ,NT
sp1417,Callicarpa remotiserrulata,narrow-ranged,12,18,0.50 ,LC,16,0.33 ,LC,16,0.33 ,LC
sp1418,Callicarpa rubella,wide-ranged,4285,4031,-0.06 ,NT,3837,-0.10 ,NT,3796,-0.11 ,NT
sp1419,Callicarpa rubella var. subglabra,wide-ranged,1627,1549,-0.05 ,NT,1277,-0.22 ,NT,895,-0.45 ,VU
sp1420,Callicarpa salicifolia,wide-ranged,57,106,0.86 ,LC,89,0.56 ,LC,44,-0.23 ,NT
sp1421,Callicarpa tingwuensis,wide-ranged,442,719,0.63 ,LC,650,0.47 ,LC,772,0.75 ,LC
sp1422,Callicarpa yunnanensis,narrow-ranged,35,96,1.74 ,LC,104,1.97 ,LC,142,3.06 ,LC
sp1423,Calligonum alashanicum,wide-ranged,843,924,0.10 ,LC,905,0.07 ,LC,785,-0.07 ,NT
sp1424,Calligonum aphyllum,narrow-ranged,9,26,1.89 ,LC,27,2.00 ,LC,30,2.33 ,LC
sp1425,Calligonum arborescens,wide-ranged,69,32,-0.54 ,EN,34,-0.51 ,EN,28,-0.59 ,EN
sp1426,Calligonum calliphysa,wide-ranged,918,1016,0.11 ,LC,1075,0.17 ,LC,1147,0.25 ,LC
sp1427,Calligonum caput-medusae,wide-ranged,158,185,0.17 ,LC,194,0.23 ,LC,193,0.22 ,LC
sp1428,Calligonum chinense,wide-ranged,1643,1042,-0.37 ,VU,736,-0.55 ,EN,286,-0.83 ,CR
sp1429,Calligonum colubrinum,wide-ranged,41,25,-0.39 ,VU,26,-0.37 ,VU,25,-0.39 ,VU
sp1430,Calligonum cordatum,narrow-ranged,262,771,1.94 ,LC,795,2.03 ,LC,806,2.08 ,LC
sp1431,Calligonum densum,narrow-ranged,24,90,2.75 ,LC,94,2.92 ,LC,103,3.29 ,LC
sp1432,Calligonum ebinuricum,wide-ranged,120,187,0.56 ,LC,196,0.63 ,LC,223,0.86 ,LC
sp1433,Calligonum gobicum,wide-ranged,1752,1093,-0.38 ,VU,742,-0.58 ,EN,256,-0.85 ,CR
sp1434,Calligonum jeminaicum,narrow-ranged,172,499,1.90 ,LC,502,1.92 ,LC,487,1.83 ,LC
sp1435,Calligonum klementzii,wide-ranged,63,137,1.17 ,LC,133,1.11 ,LC,97,0.54 ,LC
sp1436,Calligonum korlaense,wide-ranged,124,156,0.26 ,LC,162,0.31 ,LC,173,0.40 ,LC
sp1437,Calligonum leucocladum,wide-ranged,861,832,-0.03 ,NT,819,-0.05 ,NT,759,-0.12 ,NT
sp1438,Calligonum mongolicum,wide-ranged,3092,2812,-0.09 ,NT,2720,-0.12 ,NT,2412,-0.22 ,NT
sp1439,Calligonum pumilum,wide-ranged,1731,2008,0.16 ,LC,2032,0.17 ,LC,2102,0.21 ,LC
sp1440,Calligonum rubicundum,wide-ranged,336,188,-0.44 ,VU,131,-0.61 ,EN,45,-0.87 ,CR
sp1441,Calligonum squarrosum,wide-ranged,27,17,-0.37 ,VU,16,-0.41 ,VU,13,-0.52 ,EN
sp1442,Calligonum trifarium,narrow-ranged,123,319,1.59 ,LC,321,1.61 ,LC,326,1.65 ,LC
sp1443,Calligonum yengisaricum,wide-ranged,77,74,-0.04 ,NT,68,-0.12 ,NT,97,0.26 ,LC
sp1444,Calligonum zaidamense,wide-ranged,403,194,-0.52 ,EN,140,-0.65 ,EN,57,-0.86 ,CR
sp1445,Calocedrus macrolepis,wide-ranged,922,1116,0.21 ,LC,968,0.05 ,LC,773,-0.16 ,NT
sp1446,Calocedrus macrolepis var. formosana,wide-ranged,57,62,0.09 ,LC,60,0.05 ,LC,57,0.00 ,LC
sp1447,Calophaca chinensis,wide-ranged,77,179,1.32 ,LC,187,1.43 ,LC,213,1.77 ,LC
sp1448,Calophaca sinica,wide-ranged,418,333,-0.20 ,NT,249,-0.40 ,VU,138,-0.67 ,EN
sp1449,Calophaca soongorica,wide-ranged,53,13,-0.75 ,EN,11,-0.79 ,EN,44,-0.17 ,NT
sp1450,Calophanoides kwangsiensis,wide-ranged,379,330,-0.13 ,NT,462,0.22 ,LC,844,1.23 ,LC
sp1451,Calophanoides siccanea,wide-ranged,213,351,0.65 ,LC,446,1.09 ,LC,434,1.04 ,LC
sp1452,Calophanoides xantholeuca,narrow-ranged,325,992,2.05 ,LC,993,2.06 ,LC,967,1.98 ,LC
sp1453,Calophanoides xylopoda,wide-ranged,75,41,-0.45 ,VU,42,-0.44 ,VU,22,-0.71 ,EN
sp1454,Calophanoides yunnanensis,narrow-ranged,152,20,-0.87 ,CR,19,-0.88 ,CR,14,-0.91 ,CR
sp1455,Calophyllum blancoi,narrow-ranged,35,51,0.46 ,LC,51,0.46 ,LC,39,0.11 ,LC
sp1456,Calophyllum inophyllum,wide-ranged,189,265,0.40 ,LC,237,0.25 ,LC,246,0.30 ,LC
sp1457,Calophyllum membranaceum,wide-ranged,908,456,-0.50 ,VU,351,-0.61 ,EN,601,-0.34 ,VU
sp1458,Calophyllum polyanthum,wide-ranged,85,213,1.51 ,LC,209,1.46 ,LC,68,-0.20 ,NT
sp1459,Calotropis gigantea,wide-ranged,1263,1430,0.13 ,LC,1445,0.14 ,LC,696,-0.45 ,VU
sp1460,Calycanthus chinensis,narrow-ranged,224,177,-0.21 ,NT,193,-0.14 ,NT,211,-0.06 ,NT
sp1461,Camellia anlungensis,wide-ranged,251,192,-0.24 ,NT,152,-0.39 ,VU,108,-0.57 ,EN
sp1462,Camellia anlungensis var. acutiperulata,narrow-ranged,154,554,2.60 ,LC,561,2.64 ,LC,503,2.27 ,LC
sp1463,Camellia assimiloides,wide-ranged,398,152,-0.62 ,EN,61,-0.85 ,CR,23,-0.94 ,CR
sp1464,Camellia azalea,narrow-ranged,107,417,2.90 ,LC,427,2.99 ,LC,520,3.86 ,LC
sp1465,Camellia brevistyla,wide-ranged,2283,2287,0.00 ,LC,2131,-0.07 ,NT,1868,-0.18 ,NT
sp1466,Camellia caudata,wide-ranged,1750,1897,0.08 ,LC,1736,-0.01 ,NT,1104,-0.37 ,VU
sp1467,Camellia caudata var. gracilis,narrow-ranged,817,1565,0.92 ,LC,1581,0.94 ,LC,1635,1.00 ,LC
sp1468,Camellia chekiangoleosa,wide-ranged,1069,473,-0.56 ,EN,258,-0.76 ,EN,95,-0.91 ,CR
sp1469,Camellia chrysanthoides,narrow-ranged,51,279,4.47 ,LC,307,5.02 ,LC,459,8.00 ,LC
sp1470,Camellia cordifolia,wide-ranged,1793,1138,-0.37 ,VU,893,-0.50 ,EN,1294,-0.28 ,NT
sp1471,Camellia cordifolia var. glabrisepala,narrow-ranged,136,40,-0.71 ,EN,32,-0.76 ,EN,66,-0.51 ,EN
sp1472,Camellia costata,wide-ranged,213,2,-0.99 ,CR,0,-1.00 ,EX,139,-0.35 ,VU
sp1473,Camellia costei,wide-ranged,2100,1077,-0.49 ,VU,839,-0.60 ,EN,648,-0.69 ,EN
sp1474,Camellia crapnelliana,wide-ranged,928,1027,0.11 ,LC,974,0.05 ,LC,760,-0.18 ,NT
sp1475,Camellia crassicolumna,wide-ranged,55,50,-0.09 ,NT,43,-0.22 ,NT,90,0.64 ,LC
sp1476,Camellia cupiformis,narrow-ranged,199,485,1.44 ,LC,493,1.48 ,LC,314,0.58 ,LC
sp1477,Camellia cuspidata,wide-ranged,2731,2006,-0.27 ,NT,1589,-0.42 ,VU,1129,-0.59 ,EN
sp1478,Camellia cuspidata var. chekiangensis,wide-ranged,1153,894,-0.22 ,NT,631,-0.45 ,VU,368,-0.68 ,EN
sp1479,Camellia cuspidata var. grandiflora,wide-ranged,380,40,-0.89 ,CR,30,-0.92 ,CR,28,-0.93 ,CR
sp1480,Camellia cuspidata var. trichandra,wide-ranged,48,15,-0.69 ,EN,12,-0.75 ,EN,48,0.00 ,LC
sp1481,Camellia drupifera,narrow-ranged,137,497,2.63 ,LC,475,2.47 ,LC,574,3.19 ,LC
sp1482,Camellia edithae,wide-ranged,454,539,0.19 ,LC,481,0.06 ,LC,425,-0.06 ,NT
sp1483,Camellia elongata,narrow-ranged,745,896,0.20 ,LC,830,0.11 ,LC,750,0.01 ,LC
sp1484,Camellia euphlebia,narrow-ranged,32,253,6.91 ,LC,242,6.56 ,LC,294,8.19 ,LC
sp1485,Camellia euryoides,wide-ranged,1291,728,-0.44 ,VU,455,-0.65 ,EN,286,-0.78 ,EN
sp1486,Camellia euryoides var. nokoensis,wide-ranged,1132,483,-0.57 ,EN,297,-0.74 ,EN,99,-0.91 ,CR
sp1487,Camellia fangchengensis,narrow-ranged,90,260,1.89 ,LC,245,1.72 ,LC,472,4.24 ,LC
sp1488,Camellia fascicularis,narrow-ranged,117,381,2.26 ,LC,384,2.28 ,LC,541,3.62 ,LC
sp1489,Camellia fluviatilis,wide-ranged,404,280,-0.31 ,VU,329,-0.19 ,NT,440,0.09 ,LC
sp1490,Camellia forrestii,wide-ranged,586,565,-0.04 ,NT,555,-0.05 ,NT,500,-0.15 ,NT
sp1491,Camellia forrestii var. acutisepala,wide-ranged,90,41,-0.54 ,EN,38,-0.58 ,EN,45,-0.50 ,EN
sp1492,Camellia fraterna,wide-ranged,1649,1382,-0.16 ,NT,1276,-0.23 ,NT,1116,-0.32 ,VU
sp1493,Camellia furfuracea,wide-ranged,1262,1334,0.06 ,LC,1306,0.03 ,LC,1202,-0.05 ,NT
sp1494,Camellia furfuracea var. latipetiolate,narrow-ranged,158,641,3.06 ,LC,619,2.92 ,LC,611,2.87 ,LC
sp1495,Camellia gaudichaudii,narrow-ranged,881,1581,0.79 ,LC,1620,0.84 ,LC,1581,0.79 ,LC
sp1496,Camellia grandibracteata,narrow-ranged,177,350,0.98 ,LC,350,0.98 ,LC,201,0.14 ,LC
sp1497,Camellia granthamiana,wide-ranged,192,106,-0.45 ,VU,104,-0.46 ,VU,219,0.14 ,LC
sp1498,Camellia grijsii,wide-ranged,1760,1707,-0.03 ,NT,1345,-0.24 ,NT,481,-0.73 ,EN
sp1499,Camellia gymnogyna,wide-ranged,568,13,-0.98 ,CR,11,-0.98 ,CR,139,-0.76 ,EN
sp1500,Camellia hongkongensis,wide-ranged,261,82,-0.69 ,EN,33,-0.87 ,CR,26,-0.90 ,CR
sp1501,Camellia huana,wide-ranged,67,0,-1.00 ,EX,0,-1.00 ,EX,65,-0.03 ,NT
sp1502,Camellia ilicifolia,narrow-ranged,467,1537,2.29 ,LC,1507,2.23 ,LC,1012,1.17 ,LC
sp1503,Camellia ilicifolia var. neriifolia,narrow-ranged,155,874,4.64 ,LC,880,4.68 ,LC,591,2.81 ,LC
sp1504,Camellia impressinervis,narrow-ranged,50,297,4.94 ,LC,318,5.36 ,LC,447,7.94 ,LC
sp1505,Camellia indochinensis,wide-ranged,210,86,-0.59 ,EN,107,-0.49 ,VU,370,0.76 ,LC
sp1506,Camellia indochinensis var. tunghinensis,narrow-ranged,120,291,1.43 ,LC,284,1.37 ,LC,560,3.67 ,LC
sp1507,Camellia japonica,wide-ranged,2368,1514,-0.36 ,VU,1175,-0.50 ,EN,840,-0.65 ,EN
sp1508,Camellia kissii,wide-ranged,1267,912,-0.28 ,NT,757,-0.40 ,VU,743,-0.41 ,VU
sp1509,Camellia kissii var. confusa,wide-ranged,145,324,1.23 ,LC,353,1.43 ,LC,221,0.52 ,LC
sp1510,Camellia kwangsiensis,narrow-ranged,897,1579,0.76 ,LC,1580,0.76 ,LC,1830,1.04 ,LC
sp1511,Camellia lawii,wide-ranged,255,228,-0.11 ,NT,229,-0.10 ,NT,156,-0.39 ,VU
sp1512,Camellia longicalyx,wide-ranged,83,731,7.81 ,LC,789,8.51 ,LC,384,3.63 ,LC
sp1513,Camellia longipedicellata,narrow-ranged,57,1,-0.98 ,CR,0,-1.00 ,EX,8,-0.86 ,CR
sp1514,Camellia longissima,narrow-ranged,40,220,4.50 ,LC,238,4.95 ,LC,392,8.80 ,LC
sp1515,Camellia lutchuensis,wide-ranged,63,67,0.06 ,LC,65,0.03 ,LC,68,0.08 ,LC
sp1516,Camellia luteoflora,narrow-ranged,150,877,4.85 ,LC,872,4.81 ,LC,587,2.91 ,LC
sp1517,Camellia mairei,wide-ranged,2006,1665,-0.17 ,NT,1375,-0.31 ,VU,1123,-0.44 ,VU
sp1518,Camellia mairei var. lapidea,wide-ranged,824,164,-0.80 ,CR,151,-0.82 ,CR,433,-0.47 ,VU
sp1519,Camellia mairei var. velutina,wide-ranged,1194,747,-0.37 ,VU,581,-0.51 ,EN,573,-0.52 ,EN
sp1520,Camellia melliana,narrow-ranged,557,579,0.04 ,LC,532,-0.04 ,NT,830,0.49 ,LC
sp1521,Camellia micrantha,narrow-ranged,40,257,5.43 ,LC,284,6.10 ,LC,431,9.78 ,LC
sp1522,Camellia mileensis var. microphylla,narrow-ranged,242,792,2.27 ,LC,793,2.28 ,LC,643,1.66 ,LC
sp1523,Camellia oleifera,wide-ranged,4412,3123,-0.29 ,NT,2581,-0.42 ,VU,1920,-0.56 ,EN
sp1524,Camellia pachyandra,narrow-ranged,343,553,0.61 ,LC,562,0.64 ,LC,594,0.73 ,LC
sp1525,Camellia parviflora,wide-ranged,45,34,-0.24 ,NT,41,-0.09 ,NT,30,-0.33 ,VU
sp1526,Camellia parvimuricata,wide-ranged,558,91,-0.84 ,CR,25,-0.96 ,CR,35,-0.94 ,CR
sp1527,Camellia petelotii,wide-ranged,154,106,-0.31 ,VU,147,-0.05 ,NT,469,2.05 ,LC
sp1528,Camellia pilosperma,narrow-ranged,457,906,0.98 ,LC,962,1.11 ,LC,1103,1.41 ,LC
sp1529,Camellia pingguoensis,narrow-ranged,206,526,1.55 ,LC,549,1.67 ,LC,661,2.21 ,LC
sp1530,Camellia pitardii,wide-ranged,2421,1802,-0.26 ,NT,1655,-0.32 ,VU,1537,-0.37 ,VU
sp1531,Camellia pitardii var. compressa,narrow-ranged,343,466,0.36 ,LC,437,0.27 ,LC,338,-0.01 ,NT
sp1532,Camellia polyodonta,wide-ranged,653,759,0.16 ,LC,682,0.04 ,LC,536,-0.18 ,NT
sp1533,Camellia polyodonta var. longicaudata,wide-ranged,147,205,0.39 ,LC,224,0.52 ,LC,167,0.14 ,LC
sp1534,Camellia ptilophylla,wide-ranged,361,393,0.09 ,LC,280,-0.22 ,NT,202,-0.44 ,VU
sp1535,Camellia pubifurfuracea,narrow-ranged,167,891,4.34 ,LC,890,4.33 ,LC,572,2.43 ,LC
sp1536,Camellia pubipetala,narrow-ranged,137,373,1.72 ,LC,393,1.87 ,LC,574,3.19 ,LC
sp1537,Camellia pyxidiacea,narrow-ranged,142,0,-1.00 ,EX,0,-1.00 ,EX,45,-0.68 ,EN
sp1538,Camellia reticulata,wide-ranged,1751,1286,-0.27 ,NT,1169,-0.33 ,VU,1023,-0.42 ,VU
sp1539,Camellia rhytidocarpa,wide-ranged,711,347,-0.51 ,EN,238,-0.67 ,EN,139,-0.80 ,CR
sp1540,Camellia rhytidocarpa var. microphylla,wide-ranged,267,46,-0.83 ,CR,28,-0.90 ,CR,12,-0.96 ,CR
sp1541,Camellia rosthorniana,wide-ranged,1286,630,-0.51 ,EN,476,-0.63 ,EN,224,-0.83 ,CR
sp1542,Camellia salicifolia,wide-ranged,1290,1334,0.03 ,LC,1220,-0.05 ,NT,1009,-0.22 ,NT
sp1543,Camellia saluenensis,wide-ranged,1135,733,-0.35 ,VU,693,-0.39 ,VU,865,-0.24 ,NT
sp1544,Camellia semiserrata,wide-ranged,749,826,0.10 ,LC,784,0.05 ,LC,842,0.12 ,LC
sp1545,Camellia semiserrata var. magnocarpa,wide-ranged,130,184,0.42 ,LC,294,1.26 ,LC,259,0.99 ,LC
sp1546,Camellia sinensis,wide-ranged,3397,3041,-0.10 ,NT,2766,-0.19 ,NT,2099,-0.38 ,VU
sp1547,Camellia sinensis var. assamica,wide-ranged,882,625,-0.29 ,NT,539,-0.39 ,VU,472,-0.46 ,VU
sp1548,Camellia stuartiana,wide-ranged,51,4,-0.92 ,CR,7,-0.86 ,CR,101,0.98 ,LC
sp1549,Camellia subintegra,wide-ranged,278,103,-0.63 ,EN,64,-0.77 ,EN,44,-0.84 ,CR
sp1550,Camellia synaptica,wide-ranged,926,762,-0.18 ,NT,749,-0.19 ,NT,800,-0.14 ,NT
sp1551,Camellia szechuanensis,narrow-ranged,114,878,6.70 ,LC,881,6.73 ,LC,450,2.95 ,LC
