species,name,class,current,RCP2.6,RCP2.6_CSH,Type_1,RCP4.5,RCP4.5_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp5541,Manglietia ovoidea,narrow-ranged,44,509,10.57,LC,494,10.23,LC,568,11.91,LC
sp5542,Manglietia pachyphylla,wide-ranged,135,27,-0.8,CR,8,-0.94,CR,1,-0.99,CR
sp5543,Manglietia patungensis,narrow-ranged,275,110,-0.6,EN,58,-0.79,EN,82,-0.7,EN
sp5544,Manglietia rufibarbata,narrow-ranged,214,2110,8.86,LC,2172,9.15,LC,2460,10.5,LC
sp5545,Manglietia sinoconifera,narrow-ranged,117,1049,7.97,LC,1076,8.2,LC,1416,11.1,LC
sp5546,Manglietia szechuanica,wide-ranged,190,315,0.66,LC,283,0.49,LC,208,0.09,LC
sp5547,Manglietia ventii,narrow-ranged,96,208,1.17,LC,202,1.1,LC,501,4.22,LC
sp5548,Manglietia zhengyiana,narrow-ranged,154,98,-0.36,VU,58,-0.62,EN,439,1.85,LC
sp5549,Manilkara hexandra,wide-ranged,68,69,0.01,LC,72,0.06,LC,84,0.24,LC
sp5550,Maoutia puya,wide-ranged,1260,1129,-0.1,NT,1152,-0.09,NT,1296,0.03,LC
sp5551,Mappianthus iodoides,wide-ranged,1811,1528,-0.16,NT,1231,-0.32,VU,1101,-0.39,VU
sp5552,Margaritaria indica,wide-ranged,47,96,1.04,LC,90,0.91,LC,128,1.72,LC
sp5553,Markhamia stipulata,wide-ranged,732,799,0.09,LC,819,0.12,LC,815,0.11,LC
sp5554,Marsdenia griffithii,wide-ranged,64,114,0.78,LC,59,-0.08,NT,22,-0.66,EN
sp5555,Marsdenia koi,wide-ranged,1044,441,-0.58,EN,345,-0.67,EN,550,-0.47,VU
sp5556,Marsdenia medogensis,wide-ranged,162,515,2.18,LC,514,2.17,LC,257,0.59,LC
sp5557,Marsdenia officinalis,wide-ranged,486,789,0.62,LC,716,0.47,LC,467,-0.04,NT
sp5558,Marsdenia tenacissima,wide-ranged,739,973,0.32,LC,951,0.29,LC,677,-0.08,NT
sp5559,Mastixia pentandra ssp. cambodiana,narrow-ranged,63,79,0.25,LC,89,0.41,LC,142,1.25,LC
sp5560,Mayodendron igneum,wide-ranged,972,1325,0.36,LC,1274,0.31,LC,1265,0.3,LC
sp5561,Maytenus austroyunnanensis,wide-ranged,81,146,0.8,LC,147,0.81,LC,147,0.81,LC
sp5562,Maytenus confertiflora,wide-ranged,37,199,4.38,LC,267,6.22,LC,316,7.54,LC
sp5563,Maytenus guangxiensis,wide-ranged,78,24,-0.69,EN,52,-0.33,VU,315,3.04,LC
sp5564,Maytenus hainanensis,wide-ranged,116,275,1.37,LC,261,1.25,LC,92,-0.21,NT
sp5565,Maytenus hookeri,wide-ranged,69,193,1.8,LC,198,1.87,LC,144,1.09,LC
sp5566,Medinilla arboricola,wide-ranged,28,2,-0.93,CR,2,-0.93,CR,9,-0.68,EN
sp5567,Medinilla assamica,wide-ranged,408,73,-0.82,CR,81,-0.8,CR,477,0.17,LC
sp5568,Medinilla fengii,wide-ranged,82,98,0.2,LC,74,-0.1,NT,101,0.23,LC
sp5569,Medinilla formosana,wide-ranged,23,36,0.57,LC,33,0.43,LC,35,0.52,LC
sp5570,Medinilla hayatana,narrow-ranged,26,220,7.46,LC,201,6.73,LC,105,3.04,LC
sp5571,Medinilla himalayana,narrow-ranged,198,2300,10.62,LC,2295,10.59,LC,1267,5.4,LC
sp5572,Medinilla lanceata,wide-ranged,146,265,0.82,LC,288,0.97,LC,379,1.6,LC
sp5573,Medinilla petelotii,wide-ranged,240,367,0.53,LC,365,0.52,LC,206,-0.14,NT
sp5574,Medinilla rubicunda,wide-ranged,426,607,0.42,LC,560,0.31,LC,241,-0.43,VU
sp5575,Medinilla septentrionalis,wide-ranged,1018,1215,0.19,LC,1269,0.25,LC,1216,0.19,LC
sp5576,Megistostigma yunnanense,wide-ranged,55,137,1.49,LC,124,1.25,LC,97,0.76,LC
sp5577,Meiogyne kwangtungensis,narrow-ranged,73,248,2.4,LC,296,3.05,LC,435,4.96,LC
sp5578,Melanolepis multiglandulosa,wide-ranged,34,59,0.74,LC,59,0.74,LC,57,0.68,LC
sp5579,Melastoma dodecandrum,wide-ranged,2802,2554,-0.09,NT,2213,-0.21,NT,2326,-0.17,NT
sp5580,Melastoma imbricatum,wide-ranged,130,34,-0.74,EN,23,-0.82,CR,167,0.28,LC
sp5581,Melastoma intermedium,wide-ranged,1255,354,-0.72,EN,243,-0.81,CR,280,-0.78,EN
sp5582,Melastoma malabathricum,wide-ranged,3216,3871,0.2,LC,3717,0.16,LC,3972,0.24,LC
sp5583,Melastoma sanguineum,wide-ranged,1041,1164,0.12,LC,1164,0.12,LC,1266,0.22,LC
sp5584,Melastoma sanguineum var. latisepalum,narrow-ranged,179,797,3.45,LC,902,4.04,LC,792,3.42,LC
sp5585,Melhania hamiltoniana,narrow-ranged,181,2037,10.25,LC,2099,10.6,LC,1603,7.86,LC
sp5586,Melia azedarach,wide-ranged,4253,3326,-0.22,NT,2993,-0.3,NT,2402,-0.44,VU
sp5587,Melicope lunu-ankenda,wide-ranged,62,104,0.68,LC,92,0.48,LC,18,-0.71,EN
sp5588,Melicope patulinervia,wide-ranged,25,29,0.16,LC,28,0.12,LC,50,1,LC
sp5589,Melicope pteleifolia,wide-ranged,692,285,-0.59,EN,185,-0.73,EN,273,-0.61,EN
sp5590,Melicope triphylla,narrow-ranged,42,147,2.5,LC,144,2.43,LC,371,7.83,LC
sp5591,Meliosma alba,wide-ranged,2062,1677,-0.19,NT,1298,-0.37,VU,696,-0.66,EN
sp5592,Meliosma angustifolia,wide-ranged,1024,774,-0.24,NT,768,-0.25,NT,1452,0.42,LC
sp5593,Meliosma arnottiana,wide-ranged,994,843,-0.15,NT,641,-0.36,VU,541,-0.46,VU
sp5594,Meliosma cuneifolia,wide-ranged,3507,2954,-0.16,NT,2725,-0.22,NT,1948,-0.44,VU
sp5595,Meliosma cuneifolia var. glabriuscula,wide-ranged,1438,791,-0.45,VU,629,-0.56,EN,493,-0.66,EN
sp5596,Meliosma dilleniifolia,wide-ranged,187,271,0.45,LC,279,0.49,LC,221,0.18,LC
sp5597,Meliosma dumicola,wide-ranged,270,325,0.2,LC,318,0.18,LC,149,-0.45,VU
sp5598,Meliosma flexuosa,wide-ranged,2642,2048,-0.22,NT,1741,-0.34,VU,1159,-0.56,EN
sp5599,Meliosma fordii,wide-ranged,1852,1811,-0.02,NT,1590,-0.14,NT,1725,-0.07,NT
sp5600,Meliosma fordii var. sinii,narrow-ranged,161,169,0.05,LC,148,-0.08,NT,172,0.07,LC
sp5601,Meliosma glandulosa,wide-ranged,650,345,-0.47,VU,214,-0.67,EN,75,-0.88,CR
sp5602,Meliosma henryi,wide-ranged,293,216,-0.26,NT,184,-0.37,VU,164,-0.44,VU
sp5603,Meliosma laui,wide-ranged,533,288,-0.46,VU,274,-0.49,VU,624,0.17,LC
sp5604,Meliosma longipes,wide-ranged,276,4,-0.99,CR,6,-0.98,CR,44,-0.84,CR
sp5605,Meliosma myriantha,wide-ranged,2248,1611,-0.28,NT,1254,-0.44,VU,962,-0.57,EN
sp5606,Meliosma myriantha var. discolor,wide-ranged,1615,1072,-0.34,VU,767,-0.53,EN,481,-0.7,EN
sp5607,Meliosma myriantha var. pilosa,wide-ranged,1367,296,-0.78,EN,199,-0.85,CR,98,-0.93,CR
sp5608,Meliosma oldhamii,wide-ranged,2793,2049,-0.27,NT,1587,-0.43,VU,681,-0.76,EN
sp5609,Meliosma parviflora,wide-ranged,475,333,-0.3,NT,289,-0.39,VU,193,-0.59,EN
sp5610,Meliosma paupera,wide-ranged,704,404,-0.43,VU,249,-0.65,EN,203,-0.71,EN
sp5611,Meliosma pinnata,wide-ranged,83,185,1.23,LC,177,1.13,LC,40,-0.52,EN
sp5612,Meliosma rhoifolia,wide-ranged,1051,762,-0.27,NT,460,-0.56,EN,221,-0.79,EN
sp5613,Meliosma rhoifolia var. barbulata,wide-ranged,2020,1436,-0.29,NT,1077,-0.47,VU,620,-0.69,EN
sp5614,Meliosma rigida,wide-ranged,2229,1535,-0.31,VU,1110,-0.5,EN,910,-0.59,EN
sp5615,Meliosma rigida var. pannosa,wide-ranged,1470,1490,0.01,LC,1295,-0.12,NT,945,-0.36,VU
sp5616,Meliosma squamulata,wide-ranged,1450,1106,-0.24,NT,732,-0.5,VU,416,-0.71,EN
sp5617,Meliosma thomsonii,wide-ranged,999,1334,0.34,LC,1319,0.32,LC,805,-0.19,NT
sp5618,Meliosma thorelii,wide-ranged,2190,2019,-0.08,NT,1869,-0.15,NT,1714,-0.22,NT
sp5619,Meliosma velutina,wide-ranged,357,646,0.81,LC,568,0.59,LC,227,-0.36,VU
sp5620,Meliosma yunnanensis,wide-ranged,1156,1321,0.14,LC,1207,0.04,LC,795,-0.31,VU
sp5621,Melliodendron xylocarpum,wide-ranged,2330,2030,-0.13,NT,1630,-0.3,VU,1264,-0.46,VU
sp5622,Melocalamus arrectus,narrow-ranged,73,290,2.97,LC,306,3.19,LC,406,4.56,LC
sp5623,Melocalamus compactiflorus,narrow-ranged,85,2755,31.41,LC,2791,31.84,LC,901,9.6,LC
sp5624,Melocalamus elevatissimus,wide-ranged,140,137,-0.02,NT,126,-0.1,NT,101,-0.28,NT
sp5625,Melodinus angustifolius,narrow-ranged,171,2878,15.83,LC,2921,16.08,LC,1588,8.29,LC
sp5626,Melodinus axillaris,wide-ranged,97,295,2.04,LC,275,1.84,LC,154,0.59,LC
sp5627,Melodinus chinensis,narrow-ranged,267,3643,12.64,LC,3676,12.77,LC,3445,11.9,LC
sp5628,Melodinus cochinchinensis,wide-ranged,309,575,0.86,LC,592,0.92,LC,707,1.29,LC
sp5629,Melodinus fusiformis,wide-ranged,1617,1777,0.1,LC,1717,0.06,LC,1481,-0.08,NT
sp5630,Melodinus hemsleyanus,wide-ranged,1317,874,-0.34,VU,756,-0.43,VU,795,-0.4,VU
sp5631,Melodinus khasianus,wide-ranged,294,268,-0.09,NT,248,-0.16,NT,123,-0.58,EN
sp5632,Melodinus magnificus,wide-ranged,481,135,-0.72,EN,146,-0.7,EN,565,0.17,LC
sp5633,Melodinus morsei,wide-ranged,119,48,-0.6,EN,79,-0.34,VU,329,1.76,LC
sp5634,Melodinus suaveolens,wide-ranged,1146,767,-0.33,VU,675,-0.41,VU,1043,-0.09,NT
sp5635,Melodinus tenuicaudatus,wide-ranged,471,19,-0.96,CR,11,-0.98,CR,652,0.38,LC
sp5636,Melodinus yunnanensis,wide-ranged,106,159,0.5,LC,178,0.68,LC,226,1.13,LC
sp5637,Memecylon lanceolatum,narrow-ranged,25,197,6.88,LC,185,6.4,LC,104,3.16,LC
sp5638,Merrillanthus hainanensis,wide-ranged,171,242,0.42,LC,273,0.6,LC,272,0.59,LC
sp5639,Merrilliopanax alpinus,wide-ranged,222,1210,4.45,LC,1246,4.61,LC,421,0.9,LC
sp5640,Merrilliopanax listeri,wide-ranged,564,994,0.76,LC,977,0.73,LC,368,-0.35,VU
sp5641,Merrilliopanax membranifolius,wide-ranged,1313,1150,-0.12,NT,1131,-0.14,NT,1091,-0.17,NT
sp5642,Mesua ferrea,wide-ranged,119,1045,7.78,LC,1146,8.63,LC,603,4.07,LC
sp5643,Metadina trichotoma,wide-ranged,2034,2642,0.3,LC,2523,0.24,LC,2540,0.25,LC
sp5644,Metapanax davidii,wide-ranged,1941,1716,-0.12,NT,1537,-0.21,NT,1059,-0.45,VU
sp5645,Metapanax delavayi,wide-ranged,753,171,-0.77,EN,173,-0.77,EN,321,-0.57,EN
sp5646,Metasequoia glyptostroboides,wide-ranged,524,6,-0.99,CR,1,-1,EX,13,-0.98,CR
sp5647,Meyna hainanensis,narrow-ranged,112,200,0.79,LC,237,1.12,LC,431,2.85,LC
sp5648,Michelia angustioblonga,narrow-ranged,262,3808,13.53,LC,3848,13.69,LC,3496,12.34,LC
sp5649,Michelia baillonii,wide-ranged,399,449,0.13,LC,428,0.07,LC,406,0.02,LC
sp5650,Michelia balansae,wide-ranged,1628,1823,0.12,LC,1729,0.06,LC,2178,0.34,LC
sp5651,Michelia cavaleriei,wide-ranged,1610,95,-0.94,CR,60,-0.96,CR,729,-0.55,EN
sp5652,Michelia cavaleriei var. platypetala,wide-ranged,1249,599,-0.52,EN,372,-0.7,EN,191,-0.85,CR
sp5653,Michelia champaca,wide-ranged,806,610,-0.24,NT,449,-0.44,VU,213,-0.74,EN
sp5654,Michelia champaca var. pubinervia,narrow-ranged,101,460,3.55,LC,444,3.4,LC,117,0.16,LC
sp5655,Michelia chapensis,wide-ranged,1268,359,-0.72,EN,210,-0.83,CR,126,-0.9,CR
sp5656,Michelia compressa,wide-ranged,76,90,0.18,LC,76,0,LC,100,0.32,LC
sp5657,Michelia crassipes,wide-ranged,1532,858,-0.44,VU,664,-0.57,EN,611,-0.6,EN
sp5658,Michelia doltsopa,wide-ranged,477,466,-0.02,NT,414,-0.13,NT,269,-0.44,VU
sp5659,Michelia elegans,wide-ranged,292,331,0.13,LC,220,-0.25,NT,88,-0.7,EN
sp5660,Michelia flaviflora,narrow-ranged,92,962,9.46,LC,951,9.34,LC,940,9.22,LC
sp5661,Michelia floribunda,wide-ranged,1486,982,-0.34,VU,963,-0.35,VU,949,-0.36,VU
sp5662,Michelia foveolata,wide-ranged,1683,731,-0.57,EN,448,-0.73,EN,265,-0.84,CR
sp5663,Michelia fujianensis,wide-ranged,582,700,0.2,LC,657,0.13,LC,656,0.13,LC
sp5664,Michelia fulva,wide-ranged,101,1,-0.99,CR,1,-0.99,CR,132,0.31,LC
sp5665,Michelia gioi,wide-ranged,280,535,0.91,LC,632,1.26,LC,807,1.88,LC
sp5666,Michelia guangxiensis,narrow-ranged,64,1576,23.63,LC,1493,22.33,LC,653,9.2,LC
sp5667,Michelia iteophylla,narrow-ranged,98,1038,9.59,LC,1034,9.55,LC,902,8.2,LC
sp5668,Michelia kisopa,wide-ranged,83,273,2.29,LC,297,2.58,LC,137,0.65,LC
sp5669,Michelia lacei,wide-ranged,143,279,0.95,LC,253,0.77,LC,177,0.24,LC
sp5670,Michelia leveilleana,wide-ranged,53,14,-0.74,EN,9,-0.83,CR,1,-0.98,CR
sp5671,Michelia macclurei,wide-ranged,819,262,-0.68,EN,234,-0.71,EN,947,0.16,LC
sp5672,Michelia martinii,wide-ranged,1880,738,-0.61,EN,544,-0.71,EN,730,-0.61,EN
sp5673,Michelia masticata,wide-ranged,119,208,0.75,LC,194,0.63,LC,330,1.77,LC
sp5674,Michelia maudiae,wide-ranged,1506,816,-0.46,VU,509,-0.66,EN,246,-0.84,CR
sp5675,Michelia mediocris,wide-ranged,983,128,-0.87,CR,77,-0.92,CR,241,-0.75,EN
sp5676,Michelia odora,wide-ranged,1038,94,-0.91,CR,67,-0.94,CR,133,-0.87,CR
sp5677,Michelia shiluensis,wide-ranged,28,2,-0.93,CR,1,-0.96,CR,12,-0.57,EN
sp5678,Michelia skinneriana,wide-ranged,2145,2444,0.14,LC,2321,0.08,LC,2077,-0.03,NT
sp5679,Michelia sphaerantha,wide-ranged,38,68,0.79,LC,92,1.42,LC,26,-0.32,VU
sp5680,Michelia velutina,wide-ranged,711,1093,0.54,LC,1037,0.46,LC,435,-0.39,VU
sp5681,Michelia wilsonii,wide-ranged,1197,877,-0.27,NT,764,-0.36,VU,552,-0.54,EN
sp5682,Michelia wilsonii ssp. szechuanica,wide-ranged,1518,1359,-0.1,NT,1321,-0.13,NT,1288,-0.15,NT
sp5683,Michelia xanthantha,wide-ranged,60,123,1.05,LC,108,0.8,LC,84,0.4,LC
sp5684,Michelia yunnanensis,wide-ranged,1123,358,-0.68,EN,362,-0.68,EN,883,-0.21,NT
sp5685,Microcos chungii,wide-ranged,98,183,0.87,LC,175,0.79,LC,169,0.72,LC
sp5686,Microcos paniculata,wide-ranged,1530,1714,0.12,LC,1702,0.11,LC,1865,0.22,LC
sp5687,Microdesmis caseariifolia,wide-ranged,756,622,-0.18,NT,624,-0.17,NT,1301,0.72,LC
sp5688,Micromelum falcatum,wide-ranged,1150,1010,-0.12,NT,1052,-0.09,NT,1349,0.17,LC
sp5689,Micromelum integerrimum,wide-ranged,1751,1923,0.1,LC,1910,0.09,LC,1945,0.11,LC
sp5690,Microtropis biflora,wide-ranged,126,364,1.89,LC,336,1.67,LC,249,0.98,LC
sp5691,Microtropis discolor,wide-ranged,364,465,0.28,LC,416,0.14,LC,327,-0.1,NT
sp5692,Microtropis fokienensis,wide-ranged,1453,1070,-0.26,NT,828,-0.43,VU,329,-0.77,EN
sp5693,Microtropis gracilipes,wide-ranged,1371,1181,-0.14,NT,846,-0.38,VU,495,-0.64,EN
sp5694,Microtropis japonica,narrow-ranged,36,179,3.97,LC,159,3.42,LC,86,1.39,LC
sp5695,Microtropis macrophylla,wide-ranged,167,658,2.94,LC,691,3.14,LC,323,0.93,LC
sp5696,Microtropis obliquinervia,wide-ranged,1191,818,-0.31,VU,591,-0.5,EN,274,-0.77,EN
sp5697,Microtropis obscurinervia,narrow-ranged,241,1877,6.79,LC,1908,6.92,LC,1883,6.81,LC
sp5698,Microtropis paucinervia,wide-ranged,40,0,-1,EX,0,-1,EX,166,3.15,LC
sp5699,Microtropis petelotii,wide-ranged,226,7,-0.97,CR,9,-0.96,CR,215,-0.05,NT
sp5700,Microtropis reticulata,wide-ranged,121,509,3.21,LC,583,3.82,LC,904,6.47,LC
sp5701,Microtropis semipaniculata,narrow-ranged,77,885,10.49,LC,905,10.75,LC,1209,14.7,LC
sp5702,Microtropis submembranacea,wide-ranged,160,10,-0.94,CR,5,-0.97,CR,360,1.25,LC
sp5703,Microtropis tetragona,wide-ranged,514,381,-0.26,NT,311,-0.39,VU,253,-0.51,EN
sp5704,Microtropis thyrsiflora,wide-ranged,32,212,5.63,LC,388,11.13,LC,872,26.25,LC
sp5705,Microtropis triflora,wide-ranged,647,329,-0.49,VU,187,-0.71,EN,145,-0.78,EN
sp5706,Microtropis yunnanensis,wide-ranged,218,1,-1,EX,0,-1,EX,98,-0.55,EN
sp5707,Miliusa prolifica,wide-ranged,212,474,1.24,LC,504,1.38,LC,898,3.24,LC
sp5708,Miliusa sinensis,wide-ranged,586,621,0.06,LC,560,-0.04,NT,709,0.21,LC
sp5709,Miliusa tenuistipitata,wide-ranged,157,272,0.73,LC,247,0.57,LC,222,0.41,LC
sp5710,Millettia cubittii,wide-ranged,186,325,0.75,LC,307,0.65,LC,285,0.53,LC
sp5711,Millettia entadoides,narrow-ranged,133,975,6.33,LC,995,6.48,LC,683,4.14,LC
sp5712,Millettia erythrocalyx,narrow-ranged,51,250,3.9,LC,250,3.9,LC,187,2.67,LC
sp5713,Millettia lantsangensis,wide-ranged,48,67,0.4,LC,73,0.52,LC,66,0.38,LC
sp5714,Millettia macrostachya,narrow-ranged,151,1961,11.99,LC,1926,11.75,LC,1283,7.5,LC
sp5715,Millettia oraria,wide-ranged,123,99,-0.2,NT,78,-0.37,VU,68,-0.45,VU
sp5716,Millettia pachycarpa,wide-ranged,2445,2092,-0.14,NT,1837,-0.25,NT,1548,-0.37,VU
sp5717,Millettia pachyloba,wide-ranged,756,793,0.05,LC,759,0,LC,772,0.02,LC
sp5718,Millettia pulchra,wide-ranged,1914,2221,0.16,LC,2058,0.08,LC,1911,0,NT
sp5719,Millettia pulchra var. chinensis,wide-ranged,171,0,-1,EX,0,-1,EX,125,-0.27,NT
sp5720,Millettia pulchra var. laxior,wide-ranged,1063,1025,-0.04,NT,920,-0.13,NT,853,-0.2,NT
sp5721,Millettia sapindifolia,wide-ranged,84,6,-0.93,CR,5,-0.94,CR,41,-0.51,EN
sp5722,Millettia tetraptera,narrow-ranged,45,1042,22.16,LC,1029,21.87,LC,911,19.24,LC
sp5723,Millettia velutina,wide-ranged,1315,1251,-0.05,NT,1160,-0.12,NT,1052,-0.2,NT
sp5724,Millingtonia hortensis,wide-ranged,397,1031,1.6,LC,1049,1.64,LC,1089,1.74,LC
sp5725,Mimosa bimucronata,wide-ranged,128,155,0.21,LC,294,1.3,LC,415,2.24,LC
sp5726,Mischocarpus hainanensis,narrow-ranged,64,75,0.17,LC,81,0.27,LC,148,1.31,LC
sp5727,Mischocarpus pentapetalus,wide-ranged,1284,1194,-0.07,NT,1057,-0.18,NT,1198,-0.07,NT
sp5728,Mischocarpus sundaicus,wide-ranged,238,106,-0.55,EN,127,-0.47,VU,640,1.69,LC
sp5729,Mitragyna rotundifolia,wide-ranged,164,310,0.89,LC,286,0.74,LC,278,0.7,LC
sp5730,Mitrephora maingayi,wide-ranged,648,818,0.26,LC,812,0.25,LC,903,0.39,LC
sp5731,Mitrephora thorelii,wide-ranged,610,722,0.18,LC,724,0.19,LC,704,0.15,LC
sp5732,Mitrephora wangii,wide-ranged,133,223,0.68,LC,196,0.47,LC,176,0.32,LC
sp5733,Monimopetalum chinense,wide-ranged,157,20,-0.87,CR,10,-0.94,CR,5,-0.97,CR
sp5734,Morinda brevipes,wide-ranged,122,194,0.59,LC,223,0.83,LC,516,3.23,LC
sp5735,Morinda brevipes var. stenophylla,narrow-ranged,47,1904,39.51,LC,1974,41,LC,1579,32.6,LC
sp5736,Morinda callicarpaefolia,narrow-ranged,743,4322,4.82,LC,4435,4.97,LC,5432,6.31,LC
sp5737,Morinda cinnamomifoliata,narrow-ranged,230,1277,4.55,LC,1491,5.48,LC,1915,7.33,LC
sp5738,Morinda citrifolia,wide-ranged,64,84,0.31,LC,79,0.23,LC,80,0.25,LC
sp5739,Morinda citrina,narrow-ranged,200,3048,14.24,LC,3104,14.52,LC,2482,11.41,LC
sp5740,Morinda cochinchinensis,wide-ranged,1410,1684,0.19,LC,1652,0.17,LC,1657,0.18,LC
sp5741,Morinda hainanensis,narrow-ranged,66,1763,25.71,LC,1789,26.11,LC,1839,26.86,LC
sp5742,Morinda leiantha,narrow-ranged,85,376,3.42,LC,352,3.14,LC,109,0.28,LC
sp5743,Morinda longissima,narrow-ranged,48,135,1.81,LC,140,1.92,LC,242,4.04,LC
sp5744,Morinda nanlingensis,narrow-ranged,364,3269,7.98,LC,3298,8.06,LC,3177,7.73,LC
sp5745,Morinda officinalis,wide-ranged,1415,1229,-0.13,NT,1204,-0.15,NT,1348,-0.05,NT
sp5746,Morinda officinalis var. hirsute,narrow-ranged,48,1079,21.48,LC,1250,25.04,LC,773,15.1,LC
sp5747,Morinda parvifolia,wide-ranged,1198,719,-0.4,VU,656,-0.45,VU,660,-0.45,VU
sp5748,Morinda rugulosa,narrow-ranged,226,1329,4.88,LC,1275,4.64,LC,1542,5.82,LC
sp5749,Morinda shuanghuaensis,wide-ranged,413,912,1.21,LC,867,1.1,LC,664,0.61,LC
sp5750,Morinda undulata,narrow-ranged,42,116,1.76,LC,125,1.98,LC,212,4.05,LC
sp5751,Morinda villosa,wide-ranged,37,137,2.7,LC,123,2.32,LC,98,1.65,LC
sp5752,Moringa oleifera,narrow-ranged,287,465,0.62,LC,496,0.73,LC,1129,2.93,LC
sp5753,Morus alba,wide-ranged,8167,9260,0.13,LC,9909,0.21,LC,11789,0.44,LC
sp5754,Morus australis,wide-ranged,4875,4243,-0.13,NT,3936,-0.19,NT,3709,-0.24,NT
sp5755,Morus cathayana,wide-ranged,2287,1512,-0.34,VU,1221,-0.47,VU,754,-0.67,EN
sp5756,Morus cathayana var. gongshanensis,narrow-ranged,119,153,0.29,LC,154,0.29,LC,61,-0.49,VU
sp5757,Morus liboensis,narrow-ranged,97,28,-0.71,EN,16,-0.84,CR,32,-0.67,EN
sp5758,Morus macroura,wide-ranged,683,773,0.13,LC,741,0.08,LC,632,-0.07,NT
sp5759,Morus mongolica,wide-ranged,4124,3375,-0.18,NT,3248,-0.21,NT,2541,-0.38,VU
sp5760,Morus notabilis,wide-ranged,450,538,0.2,LC,413,-0.08,NT,423,-0.06,NT
sp5761,Morus serrata,narrow-ranged,51,12,-0.76,EN,9,-0.82,CR,5,-0.9,CR
sp5762,Morus trilobata,wide-ranged,73,165,1.26,LC,65,-0.11,NT,23,-0.68,EN
sp5763,Morus wittiorum,wide-ranged,1484,1404,-0.05,NT,1102,-0.26,NT,644,-0.57,EN
sp5764,Mucuna birdwoodiana,wide-ranged,1958,1726,-0.12,NT,1387,-0.29,NT,1526,-0.22,NT
sp5765,Mucuna bracteata,wide-ranged,88,72,-0.18,NT,104,0.18,LC,167,0.9,LC
sp5766,Mucuna calophylla,wide-ranged,300,131,-0.56,EN,184,-0.39,VU,220,-0.27,NT
sp5767,Mucuna championii,narrow-ranged,224,51,-0.77,EN,42,-0.81,CR,108,-0.52,EN
sp5768,Mucuna cyclocarpa,wide-ranged,89,199,1.24,LC,138,0.55,LC,33,-0.63,EN
sp5769,Mucuna gigantea,wide-ranged,55,72,0.31,LC,66,0.2,LC,60,0.09,LC
sp5770,Mucuna hainanensis,wide-ranged,610,892,0.46,LC,886,0.45,LC,845,0.39,LC
sp5771,Mucuna lamellata,wide-ranged,1475,1044,-0.29,NT,758,-0.49,VU,875,-0.41,VU
sp5772,Mucuna macrobotrys,wide-ranged,564,817,0.45,LC,795,0.41,LC,377,-0.33,VU
sp5773,Mucuna macrocarpa,wide-ranged,881,538,-0.39,VU,443,-0.5,VU,496,-0.44,VU
sp5774,Mucuna sempervirens,wide-ranged,3745,2939,-0.22,NT,2466,-0.34,VU,1418,-0.62,EN
sp5775,Munronia pinnata,wide-ranged,1600,1529,-0.04,NT,1490,-0.07,NT,1587,-0.01,NT
sp5776,Munronia unifoliolata,wide-ranged,1005,519,-0.48,VU,440,-0.56,EN,211,-0.79,EN
sp5777,Murraya alata,wide-ranged,80,73,-0.09,NT,79,-0.01,NT,111,0.39,LC
sp5778,Murraya crenulata,narrow-ranged,36,194,4.39,LC,185,4.14,LC,94,1.61,LC
sp5779,Murraya euchrestifolia,wide-ranged,1265,1407,0.11,LC,1304,0.03,LC,1295,0.02,LC
sp5780,Murraya exotica,wide-ranged,1012,1093,0.08,LC,1140,0.13,LC,1469,0.45,LC
sp5781,Murraya koenigii,wide-ranged,1015,1157,0.14,LC,1164,0.15,LC,1057,0.04,LC
sp5782,Murraya kwangsiensis,wide-ranged,253,16,-0.94,CR,21,-0.92,CR,413,0.63,LC
sp5783,Murraya microphylla,wide-ranged,32,27,-0.16,NT,30,-0.06,NT,23,-0.28,NT
sp5784,Murraya tetramera,narrow-ranged,34,708,19.82,LC,775,21.79,LC,1189,33.97,LC
sp5785,Mussaenda antiloga,narrow-ranged,42,53,0.26,LC,57,0.36,LC,165,2.93,LC
sp5786,Mussaenda breviloba,wide-ranged,273,407,0.49,LC,379,0.39,LC,336,0.23,LC
sp5787,Mussaenda chingii,narrow-ranged,179,1355,6.57,LC,1401,6.83,LC,2155,11.04,LC
sp5788,Mussaenda decipiens,wide-ranged,123,266,1.16,LC,247,1.01,LC,74,-0.4,VU
sp5789,Mussaenda densiflora,narrow-ranged,60,767,11.78,LC,843,13.05,LC,1298,20.63,LC
sp5790,Mussaenda divaricata,wide-ranged,1890,1526,-0.19,NT,1349,-0.29,NT,1262,-0.33,VU
sp5791,Mussaenda divaricata var. mollis,wide-ranged,56,0,-1,EX,0,-1,EX,38,-0.32,VU
sp5792,Mussaenda elliptica,wide-ranged,104,67,-0.36,VU,90,-0.13,NT,607,4.84,LC
sp5793,Mussaenda elongata,wide-ranged,305,376,0.23,LC,324,0.06,LC,315,0.03,LC
sp5794,Mussaenda erosa,wide-ranged,1602,1880,0.17,LC,1959,0.22,LC,2072,0.29,LC
sp5795,Mussaenda esquirolii,wide-ranged,2798,2238,-0.2,NT,1929,-0.31,VU,1761,-0.37,VU
sp5796,Mussaenda hainanensis,wide-ranged,87,73,-0.16,NT,88,0.01,LC,92,0.06,LC
