species,name,class,current,RCP2.6,RCP2.6_CSH,Type_1,RCP4.5,RCP4.5_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp2169,Clematis hancockiana,wide-ranged,421,20,-0.95,CR,15,-0.96,CR,4,-0.99,CR
sp2170,Clematis henryi,wide-ranged,3950,3553,-0.1,NT,3352,-0.15,NT,3233,-0.18,NT
sp2171,Clematis iliensis,wide-ranged,80,2,-0.98,CR,2,-0.98,CR,0,-1,EX
sp2172,Clematis intricata,wide-ranged,2428,2346,-0.03,NT,2310,-0.05,NT,2110,-0.13,NT
sp2173,Clematis javana,wide-ranged,59,72,0.22,LC,69,0.17,LC,67,0.14,LC
sp2174,Clematis jialasaensis,wide-ranged,107,198,0.85,LC,195,0.82,LC,91,-0.15,NT
sp2175,Clematis jingdungensis,narrow-ranged,161,420,1.61,LC,429,1.66,LC,145,-0.1,NT
sp2176,Clematis jinzhaiensis,narrow-ranged,199,4930,23.77,LC,4991,24.08,LC,4629,22.26,LC
sp2177,Clematis kirilowii,wide-ranged,875,338,-0.61,EN,268,-0.69,EN,461,-0.47,VU
sp2178,Clematis kirilowii var. chanetii,wide-ranged,90,0,-1,EX,0,-1,EX,7,-0.92,CR
sp2179,Clematis koreana,wide-ranged,141,117,-0.17,NT,130,-0.08,NT,147,0.04,LC
sp2180,Clematis kweichowensis,wide-ranged,206,89,-0.57,EN,42,-0.8,EN,8,-0.96,CR
sp2181,Clematis lancifolia,wide-ranged,127,111,-0.13,NT,127,0,LC,216,0.7,LC
sp2182,Clematis lancifolia var. ternata,narrow-ranged,67,1412,20.07,LC,1482,21.12,LC,1046,14.61,LC
sp2183,Clematis laxistrigosa,narrow-ranged,151,7293,47.3,LC,7345,47.64,LC,4303,27.5,LC
sp2184,Clematis leschenaultiana,wide-ranged,2459,1983,-0.19,NT,1690,-0.31,VU,1651,-0.33,VU
sp2185,Clematis longistyla,narrow-ranged,334,731,1.19,LC,772,1.31,LC,770,1.31,LC
sp2186,Clematis macropetala,wide-ranged,875,958,0.09,LC,1005,0.15,LC,1099,0.26,LC
sp2187,Clematis macropetala var. albiflora,narrow-ranged,213,5032,22.62,LC,4884,21.93,LC,5069,22.8,LC
sp2188,Clematis mashanensis,narrow-ranged,201,761,2.79,LC,748,2.72,LC,1420,6.06,LC
sp2189,Clematis menglaensis,narrow-ranged,31,25,-0.19,NT,14,-0.55,EN,71,1.29,LC
sp2190,Clematis metuoensis,wide-ranged,55,93,0.69,LC,85,0.55,LC,27,-0.51,EN
sp2191,Clematis meyeniana,wide-ranged,2929,3310,0.13,LC,3061,0.05,LC,2947,0.01,LC
sp2192,Clematis meyeniana var. granulata,wide-ranged,806,605,-0.25,NT,461,-0.43,VU,578,-0.28,NT
sp2193,Clematis montana,wide-ranged,3786,2900,-0.23,NT,2558,-0.32,VU,1780,-0.53,EN
sp2194,Clematis montana var. glabrescens,wide-ranged,893,1209,0.35,LC,1238,0.39,LC,1251,0.4,LC
sp2195,Clematis montana var. longipes,wide-ranged,1281,1218,-0.05,NT,1094,-0.15,NT,1010,-0.21,NT
sp2196,Clematis morii,wide-ranged,61,68,0.11,LC,64,0.05,LC,65,0.07,LC
sp2197,Clematis nannophylla,wide-ranged,1434,1493,0.04,LC,1414,-0.01,NT,1304,-0.09,NT
sp2198,Clematis nannophylla var. foliosa,wide-ranged,91,143,0.57,LC,146,0.6,LC,247,1.71,LC
sp2199,Clematis napaulensis,wide-ranged,1019,1392,0.37,LC,1325,0.3,LC,693,-0.32,VU
sp2200,Clematis nukiangensis,wide-ranged,101,59,-0.42,VU,39,-0.61,EN,23,-0.77,EN
sp2201,Clematis obscura,wide-ranged,1111,758,-0.32,VU,660,-0.41,VU,325,-0.71,EN
sp2202,Clematis parviloba,wide-ranged,2627,1794,-0.32,VU,1498,-0.43,VU,1081,-0.59,EN
sp2203,Clematis parviloba var. bartletti,wide-ranged,40,42,0.05,LC,40,0,LC,41,0.03,LC
sp2204,Clematis pashanensis,wide-ranged,76,43,-0.43,VU,55,-0.28,NT,33,-0.57,EN
sp2205,Clematis peterae,wide-ranged,2830,2564,-0.09,NT,2310,-0.18,NT,1614,-0.43,VU
sp2206,Clematis pianmaensis,narrow-ranged,132,2978,21.56,LC,2889,20.89,LC,1299,8.84,LC
sp2207,Clematis pinnata,wide-ranged,139,192,0.38,LC,191,0.37,LC,125,-0.1,NT
sp2208,Clematis potaninii,wide-ranged,1006,878,-0.13,NT,827,-0.18,NT,654,-0.35,VU
sp2209,Clematis pseudootophora,narrow-ranged,275,8223,28.9,LC,8267,29.06,LC,7501,26.28,LC
sp2210,Clematis pseudopogonandra,wide-ranged,1055,757,-0.28,NT,701,-0.34,VU,481,-0.54,EN
sp2211,Clematis psilandra,narrow-ranged,11,45,3.09,LC,42,2.82,LC,18,0.64,LC
sp2212,Clematis puberula var. ganpiniana,wide-ranged,3923,2282,-0.42,VU,1713,-0.56,EN,1164,-0.7,EN
sp2213,Clematis quinquefoliolata,wide-ranged,506,147,-0.71,EN,101,-0.8,CR,52,-0.9,CR
sp2214,Clematis ranunculoides,wide-ranged,508,567,0.12,LC,536,0.06,LC,338,-0.33,VU
sp2215,Clematis rehderiana,wide-ranged,1093,1208,0.11,LC,1218,0.11,LC,1208,0.11,LC
sp2216,Clematis rubifolia,wide-ranged,196,496,1.53,LC,423,1.16,LC,225,0.15,LC
sp2217,Clematis serratifolia,wide-ranged,462,526,0.14,LC,590,0.28,LC,586,0.27,LC
sp2218,Clematis shensiensis,wide-ranged,269,16,-0.94,CR,5,-0.98,CR,192,-0.29,NT
sp2219,Clematis siamensis,wide-ranged,230,126,-0.45,VU,88,-0.62,EN,19,-0.92,CR
sp2220,Clematis sibirica,wide-ranged,1864,1241,-0.33,VU,1196,-0.36,VU,939,-0.5,VU
sp2221,Clematis sibirica var. ochotensis,wide-ranged,1593,1157,-0.27,NT,1123,-0.3,NT,561,-0.65,EN
sp2222,Clematis smilacifolia,wide-ranged,955,898,-0.06,NT,782,-0.18,NT,707,-0.26,NT
sp2223,Clematis smilacifolia var. peltata,wide-ranged,37,121,2.27,LC,104,1.81,LC,85,1.3,LC
sp2224,Clematis songorica,wide-ranged,2909,3118,0.07,LC,3213,0.1,LC,3282,0.13,LC
sp2225,Clematis songorica var. aspleniifolia,wide-ranged,234,418,0.79,LC,440,0.88,LC,491,1.1,LC
sp2226,Clematis tangutica,wide-ranged,2906,2949,0.01,LC,2891,-0.01,NT,2770,-0.05,NT
sp2227,Clematis tashiroi,wide-ranged,67,77,0.15,LC,75,0.12,LC,73,0.09,LC
sp2228,Clematis tatarinowii,wide-ranged,65,173,1.66,LC,199,2.06,LC,165,1.54,LC
sp2229,Clematis terniflora,wide-ranged,2569,2221,-0.14,NT,2108,-0.18,NT,1273,-0.5,EN
sp2230,Clematis tibetana var. vernayi,wide-ranged,1083,1147,0.06,LC,1160,0.07,LC,1022,-0.06,NT
sp2231,Clematis tsugetorum,narrow-ranged,58,176,2.03,LC,137,1.36,LC,99,0.71,LC
sp2232,Clematis uncinata,wide-ranged,3913,3932,0,LC,3776,-0.04,NT,4104,0.05,LC
sp2233,Clematis uncinata var. coriacea,wide-ranged,521,524,0.01,LC,467,-0.1,NT,245,-0.53,EN
sp2234,Clematis uncinata var. okinawensis,wide-ranged,1229,827,-0.33,VU,682,-0.45,VU,392,-0.68,EN
sp2235,Clematis urophylla,wide-ranged,1731,995,-0.43,VU,733,-0.58,EN,745,-0.57,EN
sp2236,Clematis vaniotii,wide-ranged,294,140,-0.52,EN,109,-0.63,EN,115,-0.61,EN
sp2237,Clematis venusta,wide-ranged,118,90,-0.24,NT,86,-0.27,NT,61,-0.48,VU
sp2238,Clematis viridis,wide-ranged,221,71,-0.68,EN,40,-0.82,CR,0,-1,EX
sp2239,Clematis yuanjiangensis,narrow-ranged,185,1884,9.18,LC,1927,9.42,LC,1601,7.65,LC
sp2240,Clematis yunnanensis,wide-ranged,1616,1642,0.02,LC,1628,0.01,LC,1461,-0.1,NT
sp2241,Clematoclethra scandens,wide-ranged,1503,982,-0.35,VU,762,-0.49,VU,397,-0.74,EN
sp2242,Clematoclethra scandens ssp. actinidioides,wide-ranged,2077,1871,-0.1,NT,1636,-0.21,NT,1281,-0.38,VU
sp2243,Clematoclethra scandens ssp. hemsleyi,wide-ranged,127,202,0.59,LC,196,0.54,LC,94,-0.26,NT
sp2244,Clematoclethra scandens ssp. tomentella,wide-ranged,181,15,-0.92,CR,11,-0.94,CR,140,-0.23,NT
sp2245,Clerodendrum bracteatum,wide-ranged,155,198,0.28,LC,167,0.08,LC,141,-0.09,NT
sp2246,Clerodendrum bungei,wide-ranged,3499,2836,-0.19,NT,2505,-0.28,NT,1937,-0.45,VU
sp2247,Clerodendrum bungei var. megacalyx,narrow-ranged,248,4898,18.75,LC,4822,18.44,LC,5642,21.75,LC
sp2248,Clerodendrum canescens,wide-ranged,2443,2598,0.06,LC,2519,0.03,LC,2844,0.16,LC
sp2249,Clerodendrum chinense var. simplex,wide-ranged,287,206,-0.28,NT,187,-0.35,VU,266,-0.07,NT
sp2250,Clerodendrum confine,narrow-ranged,209,998,3.78,LC,962,3.6,LC,488,1.33,LC
sp2251,Clerodendrum cyrtophyllum,wide-ranged,3203,2924,-0.09,NT,2554,-0.2,NT,2264,-0.29,NT
sp2252,Clerodendrum ervatamioides,narrow-ranged,83,1019,11.28,LC,1025,11.35,LC,990,10.93,LC
sp2253,Clerodendrum fortunatum,wide-ranged,995,538,-0.46,VU,349,-0.65,EN,139,-0.86,CR
sp2254,Clerodendrum griffithianum,wide-ranged,204,213,0.04,LC,181,-0.11,NT,222,0.09,LC
sp2255,Clerodendrum hainanense,wide-ranged,497,598,0.2,LC,629,0.27,LC,961,0.93,LC
sp2256,Clerodendrum henryi,wide-ranged,364,569,0.56,LC,515,0.41,LC,592,0.63,LC
sp2257,Clerodendrum indicum,wide-ranged,547,477,-0.13,NT,388,-0.29,NT,427,-0.22,NT
sp2258,Clerodendrum inerme,wide-ranged,930,1414,0.52,LC,1478,0.59,LC,1497,0.61,LC
sp2259,Clerodendrum intermedium,narrow-ranged,36,101,1.81,LC,98,1.72,LC,250,5.94,LC
sp2260,Clerodendrum japonicum,wide-ranged,3072,3526,0.15,LC,3290,0.07,LC,3264,0.06,LC
sp2261,Clerodendrum kaichianum,wide-ranged,465,260,-0.44,VU,196,-0.58,EN,49,-0.89,CR
sp2262,Clerodendrum kiangsiense,wide-ranged,92,191,1.08,LC,110,0.2,LC,70,-0.24,NT
sp2263,Clerodendrum longilimbum,wide-ranged,611,633,0.04,LC,585,-0.04,NT,607,-0.01,NT
sp2264,Clerodendrum luteopunctatum,wide-ranged,902,578,-0.36,VU,535,-0.41,VU,224,-0.75,EN
sp2265,Clerodendrum mandarinorum,wide-ranged,2605,1789,-0.31,VU,1371,-0.47,VU,1645,-0.37,VU
sp2266,Clerodendrum paniculatum,wide-ranged,719,1051,0.46,LC,987,0.37,LC,896,0.25,LC
sp2267,Clerodendrum peii,wide-ranged,194,28,-0.86,CR,28,-0.86,CR,225,0.16,LC
sp2268,Clerodendrum serratum,wide-ranged,1087,1347,0.24,LC,1311,0.21,LC,1330,0.22,LC
sp2269,Clerodendrum serratum var. amplexifolium,wide-ranged,699,836,0.2,LC,781,0.12,LC,755,0.08,LC
sp2270,Clerodendrum serratum var. herbaceum,wide-ranged,566,812,0.43,LC,730,0.29,LC,791,0.4,LC
sp2271,Clerodendrum serratum var. wallichii,wide-ranged,589,761,0.29,LC,722,0.23,LC,421,-0.29,NT
sp2272,Clerodendrum subscaposum,narrow-ranged,273,42,-0.85,CR,26,-0.9,CR,168,-0.38,VU
sp2273,Clerodendrum trichotomum,wide-ranged,6319,5773,-0.09,NT,5398,-0.15,NT,4999,-0.21,NT
sp2274,Clerodendrum villosum,wide-ranged,41,103,1.51,LC,86,1.1,LC,83,1.02,LC
sp2275,Clerodendrum yunnanense,wide-ranged,1038,374,-0.64,EN,381,-0.63,EN,570,-0.45,VU
sp2276,Clerodendrum yunnanense var. linearilobum,wide-ranged,51,54,0.06,LC,49,-0.04,NT,16,-0.69,EN
sp2277,Clethra barbinervis,wide-ranged,428,227,-0.47,VU,123,-0.71,EN,77,-0.82,CR
sp2278,Clethra bodinieri,wide-ranged,1665,1396,-0.16,NT,1272,-0.24,NT,1605,-0.04,NT
sp2279,Clethra delavayi,wide-ranged,3611,3507,-0.03,NT,3435,-0.05,NT,2859,-0.21,NT
sp2280,Clethra fabri,wide-ranged,1792,1981,0.11,LC,1764,-0.02,NT,1371,-0.23,NT
sp2281,Clethra fargesii,wide-ranged,1656,563,-0.66,EN,280,-0.83,CR,84,-0.95,CR
sp2282,Clethra kaipoensis,wide-ranged,1342,474,-0.65,EN,266,-0.8,CR,123,-0.91,CR
sp2283,Clethra petelotii,narrow-ranged,30,564,17.8,LC,566,17.87,LC,918,29.6,LC
sp2284,Cleyera incornuta,wide-ranged,1343,869,-0.35,VU,826,-0.38,VU,1340,0,NT
sp2285,Cleyera japonica,wide-ranged,3603,3841,0.07,LC,3738,0.04,LC,3616,0,LC
sp2286,Cleyera japonica var. wallichiana,wide-ranged,132,175,0.33,LC,169,0.28,LC,84,-0.36,VU
sp2287,Cleyera lipingensis,wide-ranged,929,816,-0.12,NT,637,-0.31,VU,206,-0.78,EN
sp2288,Cleyera longicarpa,wide-ranged,43,46,0.07,LC,42,-0.02,NT,39,-0.09,NT
sp2289,Cleyera obovata,wide-ranged,104,37,-0.64,EN,49,-0.53,EN,89,-0.14,NT
sp2290,Cleyera obscurinervia,narrow-ranged,261,1951,6.48,LC,1969,6.54,LC,1917,6.34,LC
sp2291,Cleyera pachyphylla,wide-ranged,1633,1937,0.19,LC,1848,0.13,LC,1701,0.04,LC
sp2292,Cleyera parvifolia,wide-ranged,304,179,-0.41,VU,107,-0.65,EN,150,-0.51,EN
sp2293,Cleyera yangchunensis,narrow-ranged,108,743,5.88,LC,780,6.22,LC,941,7.71,LC
sp2294,Clitoria hanceana,wide-ranged,574,520,-0.09,NT,573,0,NT,597,0.04,LC
sp2295,Clitoria mariana,wide-ranged,801,630,-0.21,NT,602,-0.25,NT,641,-0.2,NT
sp2296,Cnesmone hainanensis,wide-ranged,42,38,-0.1,NT,40,-0.05,NT,121,1.88,LC
sp2297,Cnesmone mairei,narrow-ranged,245,60,-0.76,EN,77,-0.69,EN,227,-0.07,NT
sp2298,Cnesmone tonkinensis,wide-ranged,109,114,0.05,LC,130,0.19,LC,267,1.45,LC
sp2299,Cnestis palala,narrow-ranged,21,858,39.86,LC,968,45.1,LC,768,35.57,LC
sp2300,Cocculus laurifolius,wide-ranged,1851,2440,0.32,LC,2504,0.35,LC,2875,0.55,LC
sp2301,Cocculus orbiculatus var. mollis,wide-ranged,2174,2060,-0.05,NT,1992,-0.08,NT,1852,-0.15,NT
sp2302,Colebrookea oppositifolia,wide-ranged,447,489,0.09,LC,475,0.06,LC,468,0.05,LC
sp2303,Coleus xanthanthus,narrow-ranged,41,98,1.39,LC,102,1.49,LC,216,4.27,LC
sp2304,Colona floribunda,wide-ranged,462,602,0.3,LC,552,0.19,LC,490,0.06,LC
sp2305,Colquhounia coccinea,wide-ranged,523,490,-0.06,NT,547,0.05,LC,334,-0.36,VU
sp2306,Colquhounia compta,wide-ranged,117,54,-0.54,EN,46,-0.61,EN,44,-0.62,EN
sp2307,Colquhounia elegans,wide-ranged,226,247,0.09,LC,191,-0.15,NT,160,-0.29,NT
sp2308,Colquhounia seguinii,wide-ranged,1724,234,-0.86,CR,237,-0.86,CR,992,-0.42,VU
sp2309,Colubrina asiatica,wide-ranged,568,655,0.15,LC,441,-0.22,NT,409,-0.28,NT
sp2310,Colutea delavayi,wide-ranged,362,281,-0.22,NT,321,-0.11,NT,269,-0.26,NT
sp2311,Comarum salesovianum,wide-ranged,2167,2328,0.07,LC,2175,0,LC,1851,-0.15,NT
sp2312,Combretum alfredii,wide-ranged,1204,1412,0.17,LC,1299,0.08,LC,1276,0.06,LC
sp2313,Combretum griffithii,wide-ranged,340,380,0.12,LC,361,0.06,LC,384,0.13,LC
sp2314,Combretum griffithii var. yunnanense,wide-ranged,293,458,0.56,LC,435,0.48,LC,376,0.28,LC
sp2315,Combretum latifolium,wide-ranged,65,256,2.94,LC,206,2.17,LC,113,0.74,LC
sp2316,Combretum pilosum,wide-ranged,100,157,0.57,LC,174,0.74,LC,189,0.89,LC
sp2317,Combretum punctatum,wide-ranged,268,316,0.18,LC,328,0.22,LC,357,0.33,LC
sp2318,Combretum punctatum var. squamosum,wide-ranged,67,129,0.93,LC,121,0.81,LC,101,0.51,LC
sp2319,Combretum roxburghii,wide-ranged,411,359,-0.13,NT,354,-0.14,NT,391,-0.05,NT
sp2320,Combretum sundaicum,wide-ranged,238,843,2.54,LC,966,3.06,LC,1219,4.12,LC
sp2321,Combretum wallichii,wide-ranged,1580,1226,-0.22,NT,1007,-0.36,VU,931,-0.41,VU
sp2322,Commersonia bartramia,wide-ranged,177,55,-0.69,EN,64,-0.64,EN,175,-0.01,NT
sp2323,Commicarpus lantsangensis,wide-ranged,132,256,0.94,LC,201,0.52,LC,22,-0.83,CR
sp2324,Congea chinensis,wide-ranged,269,391,0.45,LC,376,0.4,LC,341,0.27,LC
sp2325,Congea tomentosa,wide-ranged,248,345,0.39,LC,327,0.32,LC,303,0.22,LC
sp2326,Connarus paniculatus,wide-ranged,1055,882,-0.16,NT,950,-0.1,NT,1118,0.06,LC
sp2327,Connarus yunnanensis,wide-ranged,127,306,1.41,LC,255,1.01,LC,183,0.44,LC
sp2328,Convolvulus fruticosus,wide-ranged,1707,1364,-0.2,NT,1300,-0.24,NT,1124,-0.34,VU
sp2329,Convolvulus gortschakovii,wide-ranged,3191,2193,-0.31,VU,2001,-0.37,VU,1779,-0.44,VU
sp2330,Convolvulus tragacanthoides,wide-ranged,5739,5646,-0.02,NT,5709,-0.01,NT,5625,-0.02,NT
sp2331,Coptosapelta diffusa,wide-ranged,2666,2543,-0.05,NT,2314,-0.13,NT,1871,-0.3,NT
sp2332,Cordia cochinchinensis,narrow-ranged,66,271,3.11,LC,326,3.94,LC,284,3.3,LC
sp2333,Cordia dichotoma,wide-ranged,2201,2582,0.17,LC,2547,0.16,LC,2446,0.11,LC
sp2334,Cordia furcans,wide-ranged,792,903,0.14,LC,920,0.16,LC,853,0.08,LC
sp2335,Corethrodendron fruticosum,wide-ranged,1509,1037,-0.31,VU,927,-0.39,VU,792,-0.48,VU
sp2336,Corethrodendron fruticosum var. mongolicum,narrow-ranged,799,2592,2.24,LC,2564,2.21,LC,2248,1.81,LC
sp2337,Corethrodendron lignosum,wide-ranged,1187,908,-0.24,NT,862,-0.27,NT,703,-0.41,VU
sp2338,Corethrodendron multijugum,wide-ranged,5601,6226,0.11,LC,5988,0.07,LC,5702,0.02,LC
sp2339,Corethrodendron scoparium,wide-ranged,1264,848,-0.33,VU,725,-0.43,VU,432,-0.66,EN
sp2340,Coriaria intermedia,wide-ranged,60,67,0.12,LC,65,0.08,LC,66,0.1,LC
sp2341,Coriaria nepalensis,wide-ranged,3319,2594,-0.22,NT,2408,-0.27,NT,2125,-0.36,VU
sp2342,Coriaria terminalis,wide-ranged,531,626,0.18,LC,622,0.17,LC,464,-0.13,NT
sp2343,Cornus alba,wide-ranged,2567,2110,-0.18,NT,2151,-0.16,NT,1343,-0.48,VU
sp2344,Cornus austrosinensis,wide-ranged,237,469,0.98,LC,436,0.84,LC,342,0.44,LC
sp2345,Cornus bretschneideri,wide-ranged,2050,1783,-0.13,NT,1667,-0.19,NT,1723,-0.16,NT
sp2346,Cornus capitata,wide-ranged,2620,1889,-0.28,NT,1553,-0.41,VU,829,-0.68,EN
sp2347,Cornus chinensis,wide-ranged,2409,1937,-0.2,NT,1788,-0.26,NT,1249,-0.48,VU
sp2348,Cornus controversa,wide-ranged,4992,4345,-0.13,NT,4094,-0.18,NT,2924,-0.41,VU
sp2349,Cornus coreana,wide-ranged,145,396,1.73,LC,446,2.08,LC,248,0.71,LC
sp2350,Cornus elliptica,wide-ranged,3531,3005,-0.15,NT,2688,-0.24,NT,1875,-0.47,VU
sp2351,Cornus hemsleyi,wide-ranged,2587,2070,-0.2,NT,2027,-0.22,NT,1946,-0.25,NT
sp2352,Cornus hongkongensis,wide-ranged,2474,2250,-0.09,NT,1960,-0.21,NT,1741,-0.3,NT
sp2353,Cornus hongkongensis ssp. elegans,wide-ranged,814,982,0.21,LC,900,0.11,LC,791,-0.03,NT
sp2354,Cornus hongkongensis ssp. ferruginea,wide-ranged,966,994,0.03,LC,643,-0.33,VU,420,-0.57,EN
sp2355,Cornus hongkongensis ssp. gigantea,wide-ranged,765,668,-0.13,NT,520,-0.32,VU,145,-0.81,CR
sp2356,Cornus hongkongensis ssp. melanotricha,wide-ranged,1310,1313,0,LC,1166,-0.11,NT,1102,-0.16,NT
sp2357,Cornus hongkongensis ssp. tonkinensis,wide-ranged,537,98,-0.82,CR,61,-0.89,CR,287,-0.47,VU
sp2358,Cornus koehneana,narrow-ranged,1340,9850,6.35,LC,9927,6.41,LC,11755,7.77,LC
sp2359,Cornus kousa ssp. chinensis,wide-ranged,3122,1950,-0.38,VU,1547,-0.5,EN,1021,-0.67,EN
sp2360,Cornus macrophylla,wide-ranged,1014,616,-0.39,VU,515,-0.49,VU,397,-0.61,EN
sp2361,Cornus macrophylla var. stracheyi,wide-ranged,519,469,-0.1,NT,404,-0.22,NT,243,-0.53,EN
sp2362,Cornus multinervosa,wide-ranged,834,1204,0.44,LC,1021,0.22,LC,323,-0.61,EN
sp2363,Cornus oblonga,wide-ranged,1689,1805,0.07,LC,1656,-0.02,NT,1204,-0.29,NT
sp2364,Cornus oblonga var. glabrescens,wide-ranged,424,220,-0.48,VU,213,-0.5,VU,225,-0.47,VU
sp2365,Cornus oblonga var. griffithii,wide-ranged,869,694,-0.2,NT,667,-0.23,NT,681,-0.22,NT
sp2366,Cornus officinalis,wide-ranged,2252,927,-0.59,EN,681,-0.7,EN,334,-0.85,CR
sp2367,Cornus oligophlebia,narrow-ranged,228,2333,9.23,LC,2355,9.33,LC,2603,10.42,LC
sp2368,Cornus papillosa,narrow-ranged,416,4476,9.76,LC,4512,9.85,LC,3694,7.88,LC
sp2369,Cornus parviflora,wide-ranged,220,292,0.33,LC,246,0.12,LC,189,-0.14,NT
sp2370,Cornus quinquenervis,wide-ranged,790,631,-0.2,NT,566,-0.28,NT,478,-0.39,VU
sp2371,Cornus schindleri,wide-ranged,989,842,-0.15,NT,761,-0.23,NT,438,-0.56,EN
sp2372,Cornus schindleri ssp. poliophylla,wide-ranged,1532,1191,-0.22,NT,1041,-0.32,VU,566,-0.63,EN
sp2373,Cornus ulotricha,wide-ranged,1122,739,-0.34,VU,606,-0.46,VU,300,-0.73,EN
sp2374,Cornus walteri,wide-ranged,3782,2713,-0.28,NT,2389,-0.37,VU,1163,-0.69,EN
sp2375,Cornus wilsoniana,wide-ranged,2653,1356,-0.49,VU,881,-0.67,EN,535,-0.8,EN
sp2376,Corylopsis alnifolia,wide-ranged,51,0,-1,EX,0,-1,EX,12,-0.76,EN
sp2377,Corylopsis brevistyla,wide-ranged,96,44,-0.54,EN,30,-0.69,EN,51,-0.47,VU
sp2378,Corylopsis glandulifera,wide-ranged,406,453,0.12,LC,433,0.07,LC,388,-0.04,NT
sp2379,Corylopsis glaucescens,wide-ranged,362,362,0,LC,365,0.01,LC,330,-0.09,NT
sp2380,Corylopsis henryi,narrow-ranged,245,26,-0.89,CR,13,-0.95,CR,54,-0.78,EN
sp2381,Corylopsis microcarpa,wide-ranged,130,145,0.12,LC,130,0,LC,51,-0.61,EN
sp2382,Corylopsis multiflora,wide-ranged,2665,2392,-0.1,NT,2235,-0.16,NT,2767,0.04,LC
sp2383,Corylopsis multiflora var. nivea,wide-ranged,119,182,0.53,LC,150,0.26,LC,74,-0.38,VU
sp2384,Corylopsis obovata,wide-ranged,71,1,-0.99,CR,1,-0.99,CR,10,-0.86,CR
sp2385,Corylopsis omeiensis,wide-ranged,243,517,1.13,LC,527,1.17,LC,448,0.84,LC
sp2386,Corylopsis pauciflora,narrow-ranged,58,1594,26.48,LC,1556,25.83,LC,555,8.57,LC
sp2387,Corylopsis platypetala,wide-ranged,1788,1248,-0.3,VU,1036,-0.42,VU,425,-0.76,EN
sp2388,Corylopsis rotundifolia,wide-ranged,267,24,-0.91,CR,19,-0.93,CR,49,-0.82,CR
sp2389,Corylopsis sinensis,wide-ranged,2449,2128,-0.13,NT,1881,-0.23,NT,1609,-0.34,VU
sp2390,Corylopsis sinensis var. calvescens,wide-ranged,807,329,-0.59,EN,183,-0.77,EN,86,-0.89,CR
sp2391,Corylopsis stelligera,wide-ranged,941,300,-0.68,EN,194,-0.79,EN,88,-0.91,CR
sp2392,Corylopsis trabeculosa,narrow-ranged,78,58,-0.26,NT,50,-0.36,VU,21,-0.73,EN
sp2393,Corylopsis veitchiana,wide-ranged,630,193,-0.69,EN,108,-0.83,CR,58,-0.91,CR
sp2394,Corylopsis velutina,wide-ranged,80,39,-0.51,EN,36,-0.55,EN,141,0.76,LC
sp2395,Corylopsis willmottiae,wide-ranged,951,934,-0.02,NT,877,-0.08,NT,726,-0.24,NT
sp2396,Corylopsis yui,wide-ranged,31,24,-0.23,NT,19,-0.39,VU,16,-0.48,VU
sp2397,Corylopsis yunnanensis,wide-ranged,476,116,-0.76,EN,103,-0.78,EN,243,-0.49,VU
sp2398,Corylus chinensis,wide-ranged,2090,2151,0.03,LC,2024,-0.03,NT,1112,-0.47,VU
sp2399,Corylus fargesii,wide-ranged,1661,1039,-0.37,VU,863,-0.48,VU,437,-0.74,EN
sp2400,Corylus ferox,wide-ranged,1665,1417,-0.15,NT,1276,-0.23,NT,852,-0.49,VU
sp2401,Corylus ferox var. thibetica,wide-ranged,1508,926,-0.39,VU,793,-0.47,VU,542,-0.64,EN
sp2402,Corylus heterophylla,wide-ranged,3635,3373,-0.07,NT,3317,-0.09,NT,2558,-0.3,NT
sp2403,Corylus heterophylla var. sutchuanensis,wide-ranged,1918,1116,-0.42,VU,882,-0.54,EN,654,-0.66,EN
sp2404,Corylus mandshurica,wide-ranged,2333,2713,0.16,LC,2709,0.16,LC,2381,0.02,LC
sp2405,Corylus yunnanensis,wide-ranged,1525,1079,-0.29,NT,927,-0.39,VU,728,-0.52,EN
sp2406,Cotinus coggygria,wide-ranged,2603,2011,-0.23,NT,1923,-0.26,NT,1623,-0.38,VU
sp2407,Cotinus coggygria var. cinerea,wide-ranged,1211,438,-0.64,EN,373,-0.69,EN,499,-0.59,EN
sp2408,Cotinus coggygria var. glaucophylla,wide-ranged,1762,648,-0.63,EN,624,-0.65,EN,675,-0.62,EN
sp2409,Cotinus nana,wide-ranged,142,171,0.2,LC,201,0.42,LC,163,0.15,LC
sp2410,Cotinus szechuanensis,wide-ranged,111,1,-0.99,CR,0,-1,EX,72,-0.35,VU
sp2411,Cotoneaster acuminatus,wide-ranged,1386,1557,0.12,LC,1531,0.1,LC,1263,-0.09,NT
sp2412,Cotoneaster acutifolius,wide-ranged,3983,3579,-0.1,NT,3511,-0.12,NT,3317,-0.17,NT
sp2413,Cotoneaster acutifolius var. villosulus,wide-ranged,1809,1887,0.04,LC,1746,-0.03,NT,1360,-0.25,NT
sp2414,Cotoneaster adpressus,wide-ranged,2964,2615,-0.12,NT,2445,-0.18,NT,2161,-0.27,NT
sp2415,Cotoneaster affinis,wide-ranged,114,314,1.75,LC,287,1.52,LC,121,0.06,LC
sp2416,Cotoneaster ambiguus,wide-ranged,1627,1302,-0.2,NT,1261,-0.22,NT,914,-0.44,VU
