code,name,level
sp768,Aspidopterys obcordata var. hainanensis,LC
sp769,Aster albescens,DD
sp770,Aster albescens var. discolor,DD
sp771,Aster albescens var. glandulosus,LC
sp772,Aster albescens var. gracilior,DD
sp773,Aster albescens var. levissimus,LC
sp774,Aster albescens var. limprichtii,LC
sp775,Aster albescens var. megaphyllus,DD
sp776,Aster albescens var. pilosus,DD
sp777,Aster albescens var. rugosus,DD
sp778,Aster albescens var. salignus,DD
sp779,Aster argyropholis var. niveus,LC
sp780,Aster argyropholis var. paradoxus,DD
sp781,Aster fulgidulus,DD
sp782,Aster hersileoides,LC
sp783,Aster hypoleucus,DD
sp784,Aster lavandulifolius,DD
sp785,Aster nitidus,LC
sp786,Astragalus arbuscula,LC
sp787,Astragalus dendroides,LC
sp788,Astragalus henryi,VU
sp789,Astronia ferruginea,DD
sp790,Atalantia buxifolia,LC
sp791,Atalantia dasycarpa,LC
sp792,Atalantia fongkaica,CR
sp793,Atalantia guillauminii,VU
sp794,Atalantia henryi,LC
sp795,Atalantia kwangtungensis,NT
sp796,Atraphaxis bracteata,LC
sp797,Atraphaxis canescens,LC
sp798,Atraphaxis compacta,LC
sp799,Atraphaxis decipiens,LC
sp800,Atraphaxis frutescens,LC
sp801,Atraphaxis irtyschensis,VU
sp802,Atraphaxis laetevirens,LC
sp803,Atraphaxis manshurica,LC
sp804,Atraphaxis pungens,LC
sp805,Atraphaxis spinosa,LC
sp806,Atraphaxis virgata,LC
sp807,Atriplex maximowicziana,EN
sp808,Aucuba albopunctifolia,LC
sp809,Aucuba albopunctifolia var. angustula,LC
sp810,Aucuba chinensis,VU
sp811,Aucuba chinensis var. angusta,LC
sp812,Aucuba chlorascens,LC
sp813,Aucuba confertiflora,EN
sp814,Aucuba eriobotryifolia,EN
sp815,Aucuba filicauda,LC
sp816,Aucuba filicauda var. pauciflora,LC
sp817,Aucuba himalaica,LC
sp818,Aucuba himalaica var. dolichophylla,LC
sp819,Aucuba himalaica var. oblanceolata,LC
sp820,Aucuba himalaica var. pilossima,LC
sp821,Aucuba japonica,LC
sp822,Avicennia marina,LC
sp823,Azima sarmentosa,NT
sp824,Baccaurea ramiflora,LC
sp825,Baeckea frutescens,LC
sp826,Balakata baccata,LC
sp827,Baliospermum bilobatum,LC
sp828,Baliospermum calycinum,LC
sp829,Bambusa albolineata,LC
sp830,Bambusa angustiaurita,DD
sp831,Bambusa angustissima,DD
sp832,Bambusa basihirsuta,DD
sp833,Bambusa beecheyana,DD
sp834,Bambusa beecheyana var. pubescens,DD
sp835,Bambusa boniopsis,DD
sp836,Bambusa burmanica,DD
sp837,Bambusa cerosissima,DD
sp838,Bambusa contracta,DD
sp839,Bambusa corniculata,LC
sp840,Bambusa crispiaurita,DD
sp841,Bambusa diaoluoshanensis,DD
sp842,Bambusa duriuscula,DD
sp843,Bambusa emeiensis,LC
sp844,Bambusa flexuosa,DD
sp845,Bambusa funghomii,DD
sp846,Bambusa gibba,LC
sp847,Bambusa gibboides,DD
sp848,Bambusa glabrovagina,LC
sp849,Bambusa grandis,LC
sp850,Bambusa guangxiensis,LC
sp851,Bambusa hainanensis,DD
sp852,Bambusa indigena,DD
sp853,Bambusa insularis,DD
sp854,Bambusa lapidea,LC
sp855,Bambusa longipalea,DD
sp856,Bambusa macrotis,DD
sp857,Bambusa mollis,DD
sp858,Bambusa multiplex var. incana,DD
sp859,Bambusa mutabilis,DD
sp860,Bambusa odashimae,LC
sp861,Bambusa pallida,DD
sp862,Bambusa papillata,DD
sp863,Bambusa pervariabilis,LC
sp864,Bambusa piscatorum,DD
sp865,Bambusa polymorpha,DD
sp866,Bambusa prominens,DD
sp867,Bambusa ramispinosa,DD
sp868,Bambusa remotiflora,LC
sp869,Bambusa rutila,DD
sp870,Bambusa sinospinosa,LC
sp871,Bambusa stenoaurita,DD
sp872,Bambusa subtruncata,DD
sp873,Bambusa surrecta,DD
sp874,Bambusa tulda,DD
sp875,Bambusa variostriata,DD
sp876,Bambusa xiashanensis,DD
sp877,Barleria cristata,LC
sp878,Barleria integrisepala,DD
sp879,Barleria prionitis,LC
sp880,Barleria purpureosepala,LC
sp881,Barringtonia asiatica,LC
sp882,Barringtonia fusicarpa,VU
sp883,Barringtonia racemosa,EN
sp884,Barthea barthei,LC
sp885,Barthea barthei var. valdealata,EN
sp886,Bauhinia acuminata,DD
sp887,Bauhinia apertilobata,NT
sp888,Bauhinia aurea,LC
sp889,Bauhinia bohniana,NT
sp890,Bauhinia brachycarpa,LC
sp891,Bauhinia calciphila,LC
sp892,Bauhinia carcinophylla,NT
sp893,Bauhinia cercidifolia,VU
sp894,Bauhinia chalcophylla,NT
sp895,Bauhinia championii,LC
sp896,Bauhinia coccinea ssp. tonkinensis,LC
sp897,Bauhinia comosa,LC
sp898,Bauhinia corymbosa,LC
sp899,Bauhinia damiaoshanensis,LC
sp900,Bauhinia delavayi,LC
sp901,Bauhinia didyma,NT
sp902,Bauhinia erythropoda,LC
sp903,Bauhinia glauca,LC
sp904,Bauhinia glauca ssp. tenuiflora,LC
sp905,Bauhinia hainanensis,NT
sp906,Bauhinia hirsuta,LC
sp907,Bauhinia hypochrysa,NT
sp908,Bauhinia hypoglauca,NT
sp909,Bauhinia japonica,LC
sp910,Bauhinia khasiana,LC
sp911,Bauhinia nervosa,LC
sp912,Bauhinia ornata,LC
sp913,Bauhinia ornata var. kerrii,LC
sp914,Bauhinia ovatifolia,DD
sp915,Bauhinia paucinervata,DD
sp916,Bauhinia purpurea,LC
sp917,Bauhinia pyrrhoclada,LC
sp918,Bauhinia quinnanensis,NT
sp919,Bauhinia rubrovillosa,LC
sp920,Bauhinia tianlinensis,LC
sp921,Bauhinia tomentosa,LC
sp922,Bauhinia touranensis,LC
sp923,Bauhinia variegata,LC
sp924,Bauhinia variegata var. candida,LC
sp925,Bauhinia venustula,DD
sp926,Bauhinia viridescens,LC
sp927,Bauhinia wallichii,LC
sp928,Bauhinia yunnanensis,LC
sp929,Beaumontia brevituba,LC
sp930,Beaumontia khasiana,VU
sp931,Beaumontia murtonii,LC
sp932,Beaumontia pitardii,VU
sp933,Beccarinda erythrotricha,NT
sp934,Beilschmiedia appendiculata,LC
sp935,Beilschmiedia brachythyrsa,NT
sp936,Beilschmiedia brevipaniculata,VU
sp937,Beilschmiedia cylindrica,CR
sp938,Beilschmiedia delicata,LC
sp939,Beilschmiedia erythrophloia,LC
sp940,Beilschmiedia fasciata,VU
sp941,Beilschmiedia fordii,LC
sp942,Beilschmiedia furfuracea,EN
sp943,Beilschmiedia glauca,LC
sp944,Beilschmiedia glauca var. glaucoides,NT
sp945,Beilschmiedia henghsienensis,EN
sp946,Beilschmiedia intermedia,LC
sp947,Beilschmiedia kweichowensis,LC
sp948,Beilschmiedia laevis,LC
sp949,Beilschmiedia linocieroides,NT
sp950,Beilschmiedia longepetiolata,NT
sp951,Beilschmiedia macropoda,NT
sp952,Beilschmiedia muricata,NT
sp953,Beilschmiedia obconica,NT
sp954,Beilschmiedia obscurinervia,CR
sp955,Beilschmiedia ovoidea,NT
sp956,Beilschmiedia pauciflora,NT
sp957,Beilschmiedia percoriacea,LC
sp958,Beilschmiedia percoriacea var. ciliata,NT
sp959,Beilschmiedia pergamentacea,LC
sp960,Beilschmiedia purpurascens,NT
sp961,Beilschmiedia robusta,LC
sp962,Beilschmiedia roxburghiana,DD
sp963,Beilschmiedia rufohirtella,NT
sp964,Beilschmiedia shangsiensis,CR
sp965,Beilschmiedia tsangii,LC
sp966,Beilschmiedia tungfangensis,CR
sp967,Beilschmiedia wangii,LC
sp968,Beilschmiedia yunnanensis,LC
sp969,Bennettiodendron leprosipes,LC
sp970,Berberis aemulans,LC
sp971,Berberis aggregata,LC
sp972,Berberis agricola,DD
sp973,Berberis alpicola,CR
sp974,Berberis amoena,LC
sp975,Berberis amurensis,LC
sp976,Berberis angulosa,DD
sp977,Berberis aristatoserrulata,VU
sp978,Berberis asmyana,LC
sp979,Berberis atrocarpa,LC
sp980,Berberis batangensis,LC
sp981,Berberis bergmanniae,LC
sp982,Berberis bicolor,DD
sp983,Berberis brachypoda,LC
sp984,Berberis calcipratorum,DD
sp985,Berberis campylotropa,LC
sp986,Berberis candidula,LC
sp987,Berberis centiflora,LC
sp988,Berberis chingii,LC
sp989,Berberis circumserrata,LC
sp990,Berberis concolor,DD
sp991,Berberis crassilimba,LC
sp992,Berberis daiana,DD
sp993,Berberis dasystachya,LC
sp994,Berberis davidii,DD
sp995,Berberis deinacantha,LC
sp996,Berberis derongensis,DD
sp997,Berberis diaphana,LC
sp998,Berberis dictyoneura,LC
sp999,Berberis dictyophylla,LC
sp1000,Berberis dictyophylla var. epruinosa,LC
sp1001,Berberis dielsiana,LC
sp1002,Berberis dubia,LC
sp1003,Berberis dumicola,DD
sp1004,Berberis erythroclada,LC
sp1005,Berberis fallaciosa,LC
sp1006,Berberis fallax,LC
sp1007,Berberis francisci-ferdinandi,LC
sp1008,Berberis fujianensis,LC
sp1009,Berberis gagnepainii,LC
sp1010,Berberis gilgiana,LC
sp1011,Berberis griffithiana,VU
sp1012,Berberis griffithiana var. pallida,DD
sp1013,Berberis guizhouensis,LC
sp1014,Berberis gyalaica,LC
sp1015,Berberis hayatana,LC
sp1016,Berberis hemsleyana,LC
sp1017,Berberis henryana,LC
sp1018,Berberis heteropoda,DD
sp1019,Berberis hobsonii,DD
sp1020,Berberis holocraspedon,LC
sp1021,Berberis hsuyunensis,LC
sp1022,Berberis humidoumbrosa,DD
sp1023,Berberis impedita,DD
sp1024,Berberis insignis ssp. incrassata,LC
sp1025,Berberis insolita,LC
sp1026,Berberis integerrima,LC
sp1027,Berberis jamesiana,LC
sp1028,Berberis jiangxiensis,LC
sp1029,Berberis johannis,DD
sp1030,Berberis julianae,LC
sp1031,Berberis kawakamii,VU
sp1032,Berberis kongboensis,DD
sp1033,Berberis lecomtei,LC
sp1034,Berberis lempergiana,LC
sp1035,Berberis lepidifolia,LC
sp1036,Berberis leptoclada,LC
sp1037,Berberis levis,DD
sp1038,Berberis lijiangensis,LC
sp1039,Berberis lubrica,DD
sp1040,Berberis malipoensis,LC
sp1041,Berberis mekongensis,LC
sp1042,Berberis mianningensis,LC
sp1043,Berberis minutiflora,DD
sp1044,Berberis morrisonensis,LC
sp1045,Berberis mouillacana,LC
sp1046,Berberis multicaulis,DD
sp1047,Berberis multiserrata,DD
sp1048,Berberis nemorosa,DD
sp1049,Berberis nullinervis,LC
sp1050,Berberis oblanceifolia,LC
sp1051,Berberis pallens,DD
sp1052,Berberis papillifera,LC
sp1053,Berberis paraspecta,DD
sp1054,Berberis phanera,LC
sp1055,Berberis platyphylla,LC
sp1056,Berberis poiretii,LC
sp1057,Berberis polyantha,LC
sp1058,Berberis potaninii,LC
sp1059,Berberis prattii,LC
sp1060,Berberis pruinosa,LC
sp1061,Berberis pseudoamoena,DD
sp1062,Berberis pulangensis,LC
sp1063,Berberis purdomii,LC
sp1064,Berberis qiaojiaensis,LC
sp1065,Berberis racemulosa,LC
sp1066,Berberis replicata,LC
sp1067,Berberis salicaria,LC
sp1068,Berberis sanguinea,LC
sp1069,Berberis sargentiana,LC
sp1070,Berberis sherriffii,LC
sp1071,Berberis sibirica,LC
sp1072,Berberis sichuanica,LC
sp1073,Berberis silva-taroucana,LC
sp1074,Berberis silvicola,DD
sp1075,Berberis soulieana,LC
sp1076,Berberis subacuminata,LC
sp1077,Berberis sublevis,LC
sp1078,Berberis taliensis,LC
sp1079,Berberis taronensis,LC
sp1080,Berberis taylorii,LC
sp1081,Berberis tenuipedicellata,DD
sp1082,Berberis tianshuiensis,LC
sp1083,Berberis tomentulosa,DD
sp1084,Berberis triacanthophora,LC
sp1085,Berberis tsarica,DD
sp1086,Berberis tsarongensis,DD
sp1087,Berberis ulicina,LC
sp1088,Berberis umbratica,DD
sp1089,Berberis veitchii,LC
sp1090,Berberis vernae,LC
sp1091,Berberis vernalis,DD
sp1092,Berberis virgetorum,LC
sp1093,Berberis wangii,LC
sp1094,Berberis xanthophlaea,DD
sp1095,Berberis yunnanensis,LC
sp1096,Berberis ziyunensis,LC
sp1097,Berchemia annamensis,LC
sp1098,Berchemia barbigera,EN
sp1099,Berchemia brachycarpa,DD
sp1100,Berchemia edgeworthii,NT
sp1101,Berchemia flavescens,LC
sp1102,Berchemia floribunda,LC
sp1103,Berchemia floribunda var. oblongifolia,LC
sp1104,Berchemia hirtella,LC
sp1105,Berchemia hirtella var. glabrescens,LC
sp1106,Berchemia hispida,LC
sp1107,Berchemia hispida var. glabrata,LC
sp1108,Berchemia huana,LC
sp1109,Berchemia huana var. glabrescens,LC
sp1110,Berchemia kulingensis,LC
sp1111,Berchemia lineata,LC
sp1112,Berchemia longipedicellata,NT
sp1113,Berchemia omeiensis,LC
sp1114,Berchemia polyphylla,LC
sp1115,Berchemia polyphylla var. leioclada,LC
sp1116,Berchemia polyphylla var. trichophylla,LC
sp1117,Berchemia sinica,LC
sp1118,Berchemiella wilsonii,NT
sp1119,Berchemiella wilsonii var. pubipetiolata,LC
sp1120,Berchemiella yunnanensis,CR
sp1121,Berrya cordifolia,LC
sp1122,Betula albosinensis,LC
sp1123,Betula alnoides,LC
sp1124,Betula austrosinensis,LC
sp1125,Betula calcicola,LC
sp1126,Betula chinensis,LC
sp1127,Betula costata,LC
sp1128,Betula cylindrostachya,LC
sp1129,Betula dahurica,LC
sp1130,Betula delavayi,LC
sp1131,Betula delavayi var. microstachya,LC
sp1132,Betula ermanii,VU
sp1133,Betula ermanii var. macrostrobila,DD
sp1134,Betula ermanii var. yingkiliensis,LC
sp1135,Betula fargesii,LC
sp1136,Betula fruticosa,LC
sp1137,Betula gmelinii,LC
sp1138,Betula gynoterminalis,CR
sp1139,Betula halophila,EX
sp1140,Betula humilis,LC
sp1141,Betula insignis,LC
sp1142,Betula jinpingensis,LC
sp1143,Betula luminifera,LC
sp1144,Betula microphylla,LC
sp1145,Betula middendorfii,LC
sp1146,Betula ovalifolia,LC
sp1147,Betula pendula,LC
sp1148,Betula platyphylla,NT
sp1149,Betula potaninii,LC
sp1150,Betula rotundifolia,LC
sp1151,Betula schmidtii,NT
sp1152,Betula tianschanica,LC
sp1153,Betula trichogemma,LC
sp1154,Betula utilis,LC
sp1155,Bhesa robusta,CR
sp1156,Bischofia javanica,LC
sp1157,Bischofia polycarpa,LC
sp1158,Blachia pentzii,LC
sp1159,Blachia siamensis,LC
sp1160,Blastus borneensis,LC
sp1161,Blastus brevissimus,LC
sp1162,Blastus cochinchinensis,LC
sp1163,Blastus mollissimus,LC
sp1164,Blastus pauciflorus,LC
sp1165,Blastus setulosus,LC
sp1166,Blastus tenuifolius,NT
sp1167,Blastus tsaii,NT
sp1168,Blinkworthia convolvuloides,LC
sp1169,Boehmeria clidemioides,LC
sp1170,Boehmeria clidemioides var. diffusa,LC
sp1171,Boehmeria conica,LC
sp1172,Boehmeria densiflora,LC
sp1173,Boehmeria dolichostachya,LC
sp1174,Boehmeria dolichostachya var. mollis,LC
sp1175,Boehmeria glomerulifera,LC
sp1176,Boehmeria hamiltoniana,LC
sp1177,Boehmeria japonica,LC
sp1178,Boehmeria lanceolata,LC
sp1179,Boehmeria lohuiensis,NT
sp1180,Boehmeria macrophylla,LC
sp1181,Boehmeria macrophylla var. canescens,LC
sp1182,Boehmeria macrophylla var. scabrella,LC
sp1183,Boehmeria nivea,LC
sp1184,Boehmeria nivea var. tenacissima,LC
sp1185,Boehmeria pilosiuscula,LC
sp1186,Boehmeria polystachya,LC
sp1187,Boehmeria siamensis,LC
sp1188,Boehmeria tomentosa,LC
sp1189,Boehmeria tricuspis,LC
sp1190,Boehmeria zollingeriana,LC
sp1191,Boehmeria zollingeriana var. blinii,LC
sp1192,Boeica porosa,LC
sp1193,Bombax cambodiense,VU
sp1194,Bombax ceiba,LC
sp1195,Bombax insigne var. tenebrosum,LC
sp1196,Bonia amplexicaulis,VU
sp1197,Bonia levigata,VU
sp1198,Bonia parvifloscula,VU
sp1199,Bonia saxatilis,LC
sp1200,Boniodendron minus,VU
sp1201,Borthwickia trifoliata,EN
sp1202,Bougainvillea glabra,LC
sp1203,Bousigonia angustifolia,LC
sp1204,Bowringia callicarpa,LC
sp1205,Brachytome hainanensis,NT
sp1206,Brachytome hirtellata,DD
sp1207,Brachytome hirtellata var. glabrescens,NT
sp1208,Brainea insignis,VU
sp1209,Brandisia cauliflora,LC
sp1210,Brandisia discolor,LC
sp1211,Brandisia glabrescens var. hypochrysa,NT
sp1212,Brandisia hancei,LC
sp1213,Brandisia kwangsiensis,LC
sp1214,Brandisia racemosa,LC
sp1215,Brandisia rosea,LC
sp1216,Brandisia rosea var. flava,LC
sp1217,Brandisia swinglei,LC
sp1218,Brassaiopsis angustifolia,LC
sp1219,Brassaiopsis chengkangensis,LC
sp1220,Brassaiopsis ciliata,LC
sp1221,Brassaiopsis fatsioides,LC
sp1222,Brassaiopsis ferruginea,DD
sp1223,Brassaiopsis ficifolia,LC
sp1224,Brassaiopsis glomerulata,LC
sp1225,Brassaiopsis gracilis,NT
sp1226,Brassaiopsis hainla,LC
sp1227,Brassaiopsis hispida,LC
sp1228,Brassaiopsis kwangsiensis,LC
sp1229,Brassaiopsis producta,LC
sp1230,Brassaiopsis quercifolia,NT
sp1231,Brassaiopsis shweliensis,LC
sp1232,Brassaiopsis stellata,LC
sp1233,Brassaiopsis tripteris,LC
sp1234,Bredia biglandularis,NT
sp1235,Bredia fordii,LC
sp1236,Bredia hirsuta var. scandens,LC
sp1237,Bredia longiloba,LC
sp1238,Bredia microphylla,LC
sp1239,Bredia quadrangularis,LC
sp1240,Bredia sessilifolia,LC
sp1241,Bredia sinensis,LC
sp1242,Bretschneidera sinensis,NT
sp1243,Breynia fruticosa,LC
sp1244,Breynia retusa,LC
sp1245,Breynia rostrata,LC
sp1246,Breynia vitis-idaea,LC
sp1247,Bridelia affinis,LC
sp1248,Bridelia balansae,LC
sp1249,Bridelia glauca,LC
sp1250,Bridelia stipularis,LC
sp1251,Bridelia tomentosa,LC
sp1252,Broussonetia kaempferi var. australis,LC
sp1253,Broussonetia kazinoki,LC
sp1254,Broussonetia kurzii,LC
sp1255,Broussonetia papyrifera,LC
sp1256,Brucea javanica,LC
sp1257,Brucea mollis,LC
sp1258,Bruinsmia polysperma,EN
sp1259,Buchanania arborescens,LC
sp1260,Buchanania latifolia,LC
sp1261,Buchanania microphylla,LC
sp1262,Buchanania yunnanensis,EN
sp1263,Buckleya graebneriana,LC
sp1264,Buckleya henryi,LC
sp1265,Buddleja albiflora,LC
sp1266,Buddleja alternifolia,LC
sp1267,Buddleja asiatica,LC
sp1268,Buddleja brachystachya,LC
sp1269,Buddleja candida,LC
sp1270,Buddleja colvilei,VU
sp1271,Buddleja crispa,LC
sp1272,Buddleja curviflora,LC
sp1273,Buddleja davidii,LC
sp1274,Buddleja delavayi,VU
sp1275,Buddleja fallowiana,LC
sp1276,Buddleja forrestii,LC
sp1277,Buddleja lindleyana,LC
sp1278,Buddleja macrostachya,LC
sp1279,Buddleja myriantha,LC
sp1280,Buddleja nivea,LC
sp1281,Buddleja officinalis,LC
sp1282,Buddleja paniculata,LC
sp1283,Buddleja yunnanensis,VU
sp1284,Burretiodendron esquirolii,VU
sp1285,Burretiodendron kydiifolium,NT
sp1286,Butea monosperma,LC
sp1287,Buxus austroyunnanensis,EN
sp1288,Buxus hainanensis,EN
sp1289,Buxus harlandii,LC
sp1290,Buxus hebecarpa,EN
sp1291,Buxus henryi,LC
sp1292,Buxus ichangensis,CR
sp1293,Buxus megistophylla,LC
sp1294,Buxus mollicula var. glabra,EN
sp1295,Buxus myrica,LC
sp1296,Buxus myrica var. angustifolia,NT
sp1297,Buxus rugulosa,VU
sp1298,Buxus rugulosa var. rupicola,LC
sp1299,Buxus sinica,LC
sp1300,Buxus sinica var. intermedia,LC
sp1301,Buxus stenophylla,LC
sp1302,Byttneria grandifolia,LC
sp1303,Byttneria integrifolia,LC
sp1304,Caesalpinia bonduc,LC
sp1305,Caesalpinia caesia,VU
sp1306,Caesalpinia cucullata,LC
sp1307,Caesalpinia decapetala,LC
sp1308,Caesalpinia enneaphylla,LC
sp1309,Caesalpinia hymenocarpa,LC
sp1310,Caesalpinia magnifoliolata,LC
sp1311,Caesalpinia millettii,LC
sp1312,Caesalpinia mimosoides,LC
sp1313,Caesalpinia minax,LC
sp1314,Caesalpinia pulcherrima,LC
sp1315,Caesalpinia sappan,LC
sp1316,Caesalpinia sinensis,LC
sp1317,Caesalpinia tortuosa,LC
sp1318,Caesalpinia vernalis,LC
sp1319,Cajanus cajan,NT
sp1320,Cajanus crassus,LC
sp1321,Cajanus grandiflorus,LC
sp1322,Calamus balansaeanus,LC
sp1323,Calamus balansaeanus var. castaneolepis,LC
sp1324,Calamus bonianus,LC
sp1325,Calamus dianbaiensis,VU
sp1326,Calamus distichus var. shangsiensis,VU
sp1327,Calamus egregius,VU
sp1328,Calamus faberi,VU
sp1329,Calamus feanus var. medogensis,VU
sp1330,Calamus flagellum,LC
sp1331,Calamus formosanus,LC
sp1332,Calamus gracilis,LC
sp1333,Calamus guangxiensis,VU
sp1334,Calamus henryanus,LC
sp1335,Calamus hoplites,LC
sp1336,Calamus karinensis,LC
sp1337,Calamus macrorrhynchus,LC
sp1338,Calamus melanochrous,LC
sp1339,Calamus multispicatus,LC
sp1340,Calamus nambariensis,EN
sp1341,Calamus obovoideus,CR
sp1342,Calamus pulchellus,EN
sp1343,Calamus rhabdocladus,LC
sp1344,Calamus simplicifolius,VU
sp1345,Calamus tetradactyloides,EN
sp1346,Calamus tetradactylus,LC
sp1347,Calamus thysanolepis,LC
sp1348,Calamus wailong,CR
sp1349,Calamus walkeri,VU
sp1350,Calamus yangchunensis,VU
sp1351,Calamus yunnanensis,VU
sp1352,Calamus yunnanensis var. intermedius,VU
sp1353,Callerya bonatiana,VU
sp1354,Callerya championii,LC
sp1355,Callerya cinerea,LC
sp1356,Callerya dielsiana var. herterocarpa,LC
sp1357,Callerya dorwardii,LC
sp1358,Callerya eurybotrya,LC
sp1359,Callerya fordii,LC
sp1360,Callerya nitida,LC
sp1361,Callerya nitida var. hirsutissima,LC
sp1362,Callerya nitida var. minor,LC
sp1363,Callerya oosperma,LC
sp1364,Callerya reticulata,LC
sp1365,Callerya reticulata var. stenophylla,LC
sp1366,Callerya sericosema,LC
sp1367,Callerya speciosa,VU
sp1368,Calliandra umbrosa,CR
sp1369,Callicarpa acutifolia,LC
sp1370,Callicarpa anisophylla,LC
sp1371,Callicarpa arborea,LC
sp1372,Callicarpa basitruncata,NT
sp1373,Callicarpa bodinieri,LC
sp1374,Callicarpa bodinieri var. iteophylla,LC
sp1375,Callicarpa bodinieri var. rosthornii,DD
sp1376,Callicarpa brevipes,LC
sp1377,Callicarpa candicans,LC
sp1378,Callicarpa cathayana,LC
sp1379,Callicarpa collina,DD
sp1380,Callicarpa dentosa,LC
sp1381,Callicarpa dichotoma,LC
sp1382,Callicarpa erythrosticta,LC
sp1383,Callicarpa formosana,VU
sp1384,Callicarpa formosana var. longifolia,LC
sp1385,Callicarpa giraldii,LC
sp1386,Callicarpa giraldii var. subcanescens,LC
sp1387,Callicarpa gracilipes,LC
sp1388,Callicarpa hungtaii,DD
sp1389,Callicarpa hypoleucophylla,LC
sp1390,Callicarpa integerrima,LC
sp1391,Callicarpa integerrima var. chinensis,LC
sp1392,Callicarpa japonica,LC
sp1393,Callicarpa japonica var. luxurians,LC
sp1394,Callicarpa kochiana,LC
sp1395,Callicarpa kotoensis,LC
sp1396,Callicarpa kwangtungensis,LC
sp1397,Callicarpa lingii,DD
sp1398,Callicarpa loboapiculata,LC
sp1399,Callicarpa longifolia,NT
sp1400,Callicarpa longifolia var. floccosa,LC
sp1401,Callicarpa longifolia var. lanceolaria,LC
sp1402,Callicarpa longipes,NT
sp1403,Callicarpa longissima,LC
sp1404,Callicarpa luteopunctata,LC
sp1405,Callicarpa macrophylla,LC
sp1406,Callicarpa membranacea,DD
sp1407,Callicarpa minutiflora,DD
sp1408,Callicarpa nudiflora,LC
sp1409,Callicarpa pauciflora,LC
sp1410,Callicarpa peichieniana,LC
sp1411,Callicarpa pilosissima,LC
sp1412,Callicarpa pingshanensis,VU
sp1413,Callicarpa prolifera,NT
sp1414,Callicarpa prolifera var. rubroglandulosa,LC
sp1415,Callicarpa pseudorubella,LC
sp1416,Callicarpa randaiensis,LC
sp1417,Callicarpa remotiserrulata,LC
sp1418,Callicarpa rubella,LC
sp1419,Callicarpa rubella var. subglabra,LC
sp1420,Callicarpa salicifolia,LC
sp1421,Callicarpa tingwuensis,DD
sp1422,Callicarpa yunnanensis,VU
sp1423,Calligonum alashanicum,LC
sp1424,Calligonum aphyllum,EN
