code,Species,Type,Qin,full_rcp26,full_rcp60,full_rcp85,buffer_rcp26,buffer_rcp60,buffer_rcp85,stable_rcp26,stable_rcp60,stable_rcp85,Category
sp5468,Mallotus decipiens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5469,Mallotus dunnii,wide-ranged,LC,EN,EN,CR,EN,CR,CR,CR,CR,CR,Gap
sp5470,Mallotus esquirolii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5471,Mallotus garrettii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5472,Mallotus japonicus,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,NT,Partial gap
sp5473,Mallotus lianus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Covered
sp5474,Mallotus lotingensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,CR,EN,CR,Gap
sp5475,Mallotus metcalfianus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp5476,Mallotus microcarpus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5477,Mallotus millietii,wide-ranged,DD,LC,LC,NT,NT,LC,NT,NT,VU,VU,Covered
sp5478,Mallotus nepalensis,wide-ranged,DD,NT,LC,LC,LC,NT,NT,NT,NT,VU,Covered
sp5479,Mallotus oreophilus,wide-ranged,LC,EX,CR,EX,CR,EX,EX,CR,EX,EX,Gap
sp5480,Mallotus paniculatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5481,Mallotus peltatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5482,Mallotus philippensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5483,Mallotus repandus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5484,Mallotus tenuifolius,wide-ranged,LC,NT,LC,LC,LC,VU,NT,NT,VU,VU,Partial gap
sp5485,Mallotus tetracoccus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5486,Mallotus tiliifolius,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5487,Mallotus yunnanensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,VU,NT,Gap
sp5488,Malus asiatica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5489,Malus baccata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5490,Malus daochengensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,VU,Partial gap
sp5491,Malus doumeri,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,VU,Partial gap
sp5492,Malus halliana,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp5493,Malus honanensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5494,Malus hupehensis,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp5495,Malus kansuensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5496,Malus kansuensis var. calva,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5497,Malus komarovii,wide-ranged,EN,LC,LC,LC,LC,LC,NT,VU,VU,VU,Gap
sp5498,Malus leiocalyca,wide-ranged,DD,NT,LC,NT,LC,NT,NT,NT,NT,VU,Gap
sp5499,Malus mandshurica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5500,Malus muliensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5501,Malus ombrophila,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,VU,VU,Gap
sp5502,Malus prattii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5503,Malus prunifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5504,Malus rockii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5505,Malus sieboldii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5506,Malus sieversii,wide-ranged,DD,LC,LC,LC,NT,LC,LC,EN,VU,NT,Gap
sp5507,Malus sikkimensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5508,Malus spectabilis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5509,Malus toringoides,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,VU,VU,Partial gap
sp5510,Malus transitoria,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5511,Malus transitoria var. glabrescens,narrow-ranged,NT,CR,NT,NT,CR,NT,NT,CR,CR,EX,Gap
sp5512,Malus yunnanensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5513,Malus yunnanensis var. veitchii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5514,Mammea yunnanensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5515,Mananthes amblyosepala,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Partial gap
sp5516,Mananthes kampotiana,narrow-ranged,LC,LC,LC,LC,LC,EX,EX,EX,EX,NT,Partial gap
sp5517,Mananthes microdonta,wide-ranged,LC,LC,LC,LC,VU,NT,VU,CR,CR,EN,Gap
sp5518,Mananthes panduriformis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5519,Mangifera laurina,wide-ranged,LC,LC,EN,EN,CR,LC,CR,CR,EX,NT,Gap
sp5520,Mangifera persiciforma,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5521,Mangifera sylvatica,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5522,Manglietia aromatica,wide-ranged,VU,LC,LC,LC,NT,LC,VU,EN,EN,VU,Gap
sp5523,Manglietia calcarea,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5524,Manglietia caveana,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5525,Manglietia chevalieri,narrow-ranged,DD,LC,LC,VU,LC,NT,VU,NT,EN,NT,Gap
sp5526,Manglietia conifera,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5527,Manglietia crassipes,narrow-ranged,CR,LC,LC,LC,NT,LC,LC,NT,NT,VU,Partial gap
sp5528,Manglietia dandyi,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5529,Manglietia duclouxii,wide-ranged,VU,LC,CR,CR,CR,LC,EX,EX,EX,VU,Gap
sp5530,Manglietia fordiana,wide-ranged,LC,LC,LC,LC,NT,NT,NT,NT,NT,NT,Partial gap
sp5531,Manglietia fordiana var. hainanensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5532,Manglietia forrestii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5533,Manglietia garrettii,narrow-ranged,DD,EX,EN,EX,EX,EN,EX,CR,EX,EX,Gap
sp5534,Manglietia grandis,narrow-ranged,VU,LC,EX,EX,LC,EX,EX,EX,EX,EN,Gap
sp5535,Manglietia hongheensis,narrow-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp5536,Manglietia hookeri,wide-ranged,VU,NT,LC,LC,LC,VU,LC,NT,NT,VU,Gap
sp5537,Manglietia insignis,wide-ranged,VU,LC,LC,NT,NT,NT,NT,VU,VU,VU,Partial gap
sp5538,Manglietia kwangtungensis,wide-ranged,VU,VU,EN,CR,CR,EN,CR,CR,CR,CR,Gap
sp5539,Manglietia oblonga,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,Partial gap
sp5540,Manglietia obovalifolia,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5541,Manglietia ovoidea,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,EN,VU,Gap
sp5542,Manglietia pachyphylla,wide-ranged,VU,NT,NT,NT,VU,EN,VU,EN,EN,EN,Gap
sp5543,Manglietia patungensis,narrow-ranged,VU,CR,CR,CR,CR,CR,CR,CR,CR,CR,Gap
sp5544,Manglietia rufibarbata,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5545,Manglietia sinoconifera,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Partial gap
sp5546,Manglietia szechuanica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,VU,NT,VU,Gap
sp5547,Manglietia ventii,narrow-ranged,EN,LC,CR,CR,LC,CR,EX,EX,EX,NT,Gap
sp5548,Manglietia zhengyiana,narrow-ranged,EN,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp5549,Manilkara hexandra,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5550,Maoutia puya,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5551,Mappianthus iodoides,wide-ranged,LC,NT,LC,NT,NT,NT,NT,VU,VU,VU,Partial gap
sp5552,Margaritaria indica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5553,Markhamia stipulata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5554,Marsdenia griffithii,wide-ranged,LC,LC,LC,LC,LC,NT,LC,VU,EN,CR,Gap
sp5555,Marsdenia koi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp5556,Marsdenia medogensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5557,Marsdenia officinalis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5558,Marsdenia tenacissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5559,Mastixia pentandra ssp. cambodiana,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5560,Mayodendron igneum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5561,Maytenus austroyunnanensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5562,Maytenus confertiflora,wide-ranged,VU,LC,VU,NT,VU,LC,NT,EN,EN,NT,Gap
sp5563,Maytenus guangxiensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5564,Maytenus hainanensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp5565,Maytenus hookeri,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5566,Medinilla arboricola,wide-ranged,NT,LC,NT,LC,NT,LC,LC,EN,NT,NT,Gap
sp5567,Medinilla assamica,wide-ranged,LC,LC,LC,LC,NT,LC,NT,EN,EN,NT,Gap
sp5568,Medinilla fengii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5569,Medinilla formosana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp5570,Medinilla hayatana,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp5571,Medinilla himalayana,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5572,Medinilla lanceata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5573,Medinilla petelotii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5574,Medinilla rubicunda,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5575,Medinilla septentrionalis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5576,Megistostigma yunnanense,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5577,Meiogyne kwangtungensis,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5578,Melanolepis multiglandulosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp5579,Melastoma dodecandrum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5580,Melastoma imbricatum,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,EN,NT,Gap
sp5581,Melastoma intermedium,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5582,Melastoma malabathricum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5583,Melastoma sanguineum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5584,Melastoma sanguineum var. latisepalum,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5585,Melhania hamiltoniana,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5586,Melia azedarach,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5587,Melicope lunu-ankenda,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5588,Melicope patulinervia,wide-ranged,EN,LC,CR,CR,CR,LC,CR,CR,CR,NT,Gap
sp5589,Melicope pteleifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5590,Melicope triphylla,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp5591,Meliosma alba,wide-ranged,DD,NT,LC,LC,LC,NT,LC,NT,VU,VU,Partial gap
sp5592,Meliosma angustifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5593,Meliosma arnottiana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5594,Meliosma cuneifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5595,Meliosma cuneifolia var. glabriuscula,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5596,Meliosma dilleniifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5597,Meliosma dumicola,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5598,Meliosma flexuosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5599,Meliosma fordii,wide-ranged,LC,LC,NT,LC,NT,LC,NT,NT,NT,NT,Partial gap
sp5600,Meliosma fordii var. sinii,narrow-ranged,LC,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp5601,Meliosma glandulosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,EN,Partial gap
sp5602,Meliosma henryi,wide-ranged,LC,VU,EN,EN,EN,VU,EN,CR,CR,CR,Gap
sp5603,Meliosma laui,wide-ranged,LC,LC,VU,NT,VU,LC,NT,EN,EN,VU,Gap
sp5604,Meliosma longipes,wide-ranged,LC,LC,CR,VU,CR,NT,CR,CR,CR,EN,Gap
sp5605,Meliosma myriantha,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp5606,Meliosma myriantha var. discolor,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp5607,Meliosma myriantha var. pilosa,wide-ranged,LC,EN,LC,NT,LC,EN,NT,NT,VU,EN,Gap
sp5608,Meliosma oldhamii,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT,Partial gap
sp5609,Meliosma parviflora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,EN,Gap
sp5610,Meliosma paupera,wide-ranged,LC,LC,LC,LC,LC,VU,LC,NT,VU,EN,Gap
sp5611,Meliosma pinnata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5612,Meliosma rhoifolia,wide-ranged,DD,NT,LC,NT,LC,NT,NT,NT,NT,NT,Gap
sp5613,Meliosma rhoifolia var. barbulata,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp5614,Meliosma rigida,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5615,Meliosma rigida var. pannosa,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp5616,Meliosma squamulata,wide-ranged,LC,NT,LC,NT,NT,VU,NT,NT,NT,VU,Partial gap
sp5617,Meliosma thomsonii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5618,Meliosma thorelii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5619,Meliosma velutina,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5620,Meliosma yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5621,Melliodendron xylocarpum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5622,Melocalamus arrectus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5623,Melocalamus compactiflorus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,CR,Partial gap
sp5624,Melocalamus elevatissimus,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5625,Melodinus angustifolius,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,EN,Gap
sp5626,Melodinus axillaris,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5627,Melodinus chinensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp5628,Melodinus cochinchinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5629,Melodinus fusiformis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5630,Melodinus hemsleyanus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5631,Melodinus khasianus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5632,Melodinus magnificus,wide-ranged,LC,LC,VU,LC,EN,LC,LC,EN,VU,NT,Partial gap
sp5633,Melodinus morsei,wide-ranged,LC,LC,NT,LC,NT,LC,LC,VU,VU,NT,Partial gap
sp5634,Melodinus suaveolens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5635,Melodinus tenuicaudatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp5636,Melodinus yunnanensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5637,Memecylon lanceolatum,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,EN,No protected
sp5638,Merrillanthus hainanensis,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5639,Merrilliopanax alpinus,wide-ranged,LC,VU,LC,LC,NT,VU,LC,NT,NT,VU,Partial gap
sp5640,Merrilliopanax listeri,wide-ranged,DD,LC,LC,LC,LC,NT,LC,VU,VU,VU,Gap
sp5641,Merrilliopanax membranifolius,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5642,Mesua ferrea,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5643,Metadina trichotoma,wide-ranged,LC,NT,VU,VU,VU,NT,VU,EN,EN,VU,Covered
sp5644,Metapanax davidii,wide-ranged,LC,NT,LC,LC,LC,VU,NT,NT,VU,EN,Covered
sp5645,Metapanax delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5646,Metasequoia glyptostroboides,wide-ranged,EN,NT,VU,EN,VU,NT,EN,EN,EN,VU,Gap
sp5647,Meyna hainanensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,VU,NT,NT,Partial gap
sp5648,Michelia angustioblonga,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5649,Michelia baillonii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5650,Michelia balansae,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5651,Michelia cavaleriei,wide-ranged,LC,LC,EN,EN,EN,LC,EN,CR,CR,NT,Partial gap
sp5652,Michelia cavaleriei var. platypetala,wide-ranged,LC,CR,EN,CR,EN,CR,CR,EN,CR,CR,Partial gap
sp5653,Michelia champaca,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp5654,Michelia champaca var. pubinervia,narrow-ranged,VU,CR,LC,EN,CR,LC,EN,EN,CR,EX,Gap
sp5655,Michelia chapensis,wide-ranged,NT,LC,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp5656,Michelia compressa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5657,Michelia crassipes,wide-ranged,EN,NT,LC,LC,LC,NT,LC,NT,VU,VU,Partial gap
sp5658,Michelia doltsopa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5659,Michelia elegans,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5660,Michelia flaviflora,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5661,Michelia floribunda,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp5662,Michelia foveolata,wide-ranged,LC,LC,LC,NT,NT,NT,NT,NT,VU,NT,Partial gap
sp5663,Michelia fujianensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5664,Michelia fulva,wide-ranged,EN,LC,CR,EN,EX,LC,EX,EX,EX,NT,Gap
sp5665,Michelia gioi,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5666,Michelia guangxiensis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5667,Michelia iteophylla,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5668,Michelia kisopa,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp5669,Michelia lacei,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5670,Michelia leveilleana,wide-ranged,LC,CR,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp5671,Michelia macclurei,wide-ranged,LC,LC,EN,EN,CR,LC,CR,CR,CR,VU,Gap
sp5672,Michelia martinii,wide-ranged,NT,VU,NT,VU,NT,EN,VU,VU,EN,EN,Covered
sp5673,Michelia masticata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp5674,Michelia maudiae,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp5675,Michelia mediocris,wide-ranged,LC,LC,EN,EN,EN,NT,EN,CR,CR,EN,Partial gap
sp5676,Michelia odora,wide-ranged,VU,LC,NT,NT,VU,NT,VU,VU,EN,EN,Partial gap
sp5677,Michelia shiluensis,wide-ranged,EN,LC,VU,NT,VU,LC,NT,EN,VU,NT,Gap
sp5678,Michelia skinneriana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5679,Michelia sphaerantha,wide-ranged,VU,CR,NT,NT,NT,CR,NT,EN,EN,CR,Gap
sp5680,Michelia velutina,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5681,Michelia wilsonii,wide-ranged,LC,LC,LC,LC,LC,VU,LC,NT,NT,EN,Gap
sp5682,Michelia wilsonii ssp. szechuanica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp5683,Michelia xanthantha,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5684,Michelia yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5685,Microcos chungii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5686,Microcos paniculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5687,Microdesmis caseariifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5688,Micromelum falcatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5689,Micromelum integerrimum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5690,Microtropis biflora,wide-ranged,DD,LC,LC,LC,LC,EN,LC,NT,NT,EN,Gap
sp5691,Microtropis discolor,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5692,Microtropis fokienensis,wide-ranged,LC,VU,LC,LC,LC,VU,LC,NT,NT,VU,Partial gap
sp5693,Microtropis gracilipes,wide-ranged,LC,LC,LC,NT,LC,NT,NT,NT,VU,NT,Partial gap
sp5694,Microtropis japonica,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,No protected
sp5695,Microtropis macrophylla,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5696,Microtropis obliquinervia,wide-ranged,LC,NT,NT,VU,VU,NT,EN,EN,CR,EN,Gap
sp5697,Microtropis obscurinervia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp5698,Microtropis paucinervia,wide-ranged,LC,LC,EN,EN,EN,LC,EN,EN,EN,EN,Partial gap
sp5699,Microtropis petelotii,wide-ranged,LC,LC,EX,EX,EX,NT,EX,EX,EX,EN,Gap
sp5700,Microtropis reticulata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,CR,Gap
sp5701,Microtropis semipaniculata,narrow-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX,Partial gap
sp5702,Microtropis submembranacea,wide-ranged,LC,LC,LC,LC,VU,LC,VU,EN,EN,NT,Gap
sp5703,Microtropis tetragona,wide-ranged,LC,LC,VU,VU,EN,NT,EN,EN,EN,VU,Partial gap
sp5704,Microtropis thyrsiflora,wide-ranged,VU,LC,EN,NT,EN,NT,CR,CR,CR,CR,Gap
sp5705,Microtropis triflora,wide-ranged,LC,NT,LC,LC,LC,EN,NT,VU,EN,EN,Gap
sp5706,Microtropis yunnanensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,EN,NT,Gap
sp5707,Miliusa prolifica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp5708,Miliusa sinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
