code,name,Type,Qin
sp5289,Lysionotus oblongifolius,narrow-ranged,LC
sp5295,Lysionotus serratus var. pterocaulis,narrow-ranged,LC
sp5297,Lysionotus sulphureus,narrow-ranged,LC
sp5311,Macaranga sinensis,narrow-ranged,EN
sp5323,Machilus cicatricosa,narrow-ranged,NT
sp5324,Machilus daozhenensis,narrow-ranged,NT
sp5334,Machilus gracillima,narrow-ranged,CR
sp5335,Machilus grandibracteata,narrow-ranged,LC
sp5339,Machilus kurzii,narrow-ranged,LC
sp5341,Machilus lenticellata,narrow-ranged,EN
sp5345,Machilus lohuiensis,narrow-ranged,NT
sp5346,Machilus longipes,narrow-ranged,CR
sp5347,Machilus mangdangshanensis,narrow-ranged,VU
sp5348,Machilus melanophylla,narrow-ranged,VU
sp5349,Machilus miaoshanensis,narrow-ranged,NT
sp5356,Machilus nanchuanensis,narrow-ranged,VU
sp5367,Machilus pyramidalis,narrow-ranged,VU
sp5372,Machilus salicoides,narrow-ranged,EX
sp5376,Machilus sichuanensis,narrow-ranged,EN
sp5377,Machilus submultinervia,narrow-ranged,VU
sp5381,Machilus velutinoides,narrow-ranged,NT
sp5382,Machilus verruculosa,narrow-ranged,EN
sp5387,Machilus zuihoensis var. mushaensis,narrow-ranged,LC
sp5394,Macropanax chienii,narrow-ranged,VU
sp5397,Macropanax paucinervis,narrow-ranged,EN
sp5402,Macrosolen robinsonii,narrow-ranged,LC
sp5404,Maddenia fujianensis,narrow-ranged,CR
sp5412,Maesa acuminatissima,narrow-ranged,LC
sp5413,Maesa ambigua,narrow-ranged,NT
sp5415,Maesa brevipaniculata,narrow-ranged,LC
sp5418,Maesa confusa,narrow-ranged,LC
sp5424,Maesa macilenta,narrow-ranged,NT
sp5434,Maesa reticulata,narrow-ranged,NT
sp5436,Maesa salicifolia,narrow-ranged,LC
sp5442,Mahonia decipiens,narrow-ranged,VU
sp5448,Mahonia hancockiana,narrow-ranged,VU
sp5454,Mahonia paucijuga,narrow-ranged,LC
sp5456,Mahonia retinervis,narrow-ranged,VU
sp5457,Mahonia setosa,narrow-ranged,DD
sp5474,Mallotus lotingensis,narrow-ranged,LC
sp5511,Malus transitoria var. glabrescens,narrow-ranged,NT
sp5515,Mananthes amblyosepala,narrow-ranged,LC
sp5516,Mananthes kampotiana,narrow-ranged,LC
sp5518,Mananthes panduriformis,narrow-ranged,LC
sp5523,Manglietia calcarea,narrow-ranged,VU
sp5525,Manglietia chevalieri,narrow-ranged,DD
sp5527,Manglietia crassipes,narrow-ranged,CR
sp5533,Manglietia garrettii,narrow-ranged,DD
sp5534,Manglietia grandis,narrow-ranged,VU
sp5535,Manglietia hongheensis,narrow-ranged,VU
sp5539,Manglietia oblonga,narrow-ranged,DD
sp5540,Manglietia obovalifolia,narrow-ranged,EN
sp5541,Manglietia ovoidea,narrow-ranged,EN
sp5543,Manglietia patungensis,narrow-ranged,VU
sp5544,Manglietia rufibarbata,narrow-ranged,EN
sp5545,Manglietia sinoconifera,narrow-ranged,LC
sp5547,Manglietia ventii,narrow-ranged,EN
sp5548,Manglietia zhengyiana,narrow-ranged,EN
sp5559,Mastixia pentandra ssp. cambodiana,narrow-ranged,LC
sp5570,Medinilla hayatana,narrow-ranged,CR
sp5571,Medinilla himalayana,narrow-ranged,LC
sp5577,Meiogyne kwangtungensis,narrow-ranged,CR
sp5584,Melastoma sanguineum var. latisepalum,narrow-ranged,NT
sp5585,Melhania hamiltoniana,narrow-ranged,EN
sp5590,Melicope triphylla,narrow-ranged,LC
sp5600,Meliosma fordii var. sinii,narrow-ranged,LC
sp5622,Melocalamus arrectus,narrow-ranged,LC
sp5623,Melocalamus compactiflorus,narrow-ranged,LC
sp5625,Melodinus angustifolius,narrow-ranged,DD
sp5627,Melodinus chinensis,narrow-ranged,LC
sp5637,Memecylon lanceolatum,narrow-ranged,VU
sp5647,Meyna hainanensis,narrow-ranged,VU
sp5648,Michelia angustioblonga,narrow-ranged,CR
sp5654,Michelia champaca var. pubinervia,narrow-ranged,VU
sp5660,Michelia flaviflora,narrow-ranged,VU
sp5666,Michelia guangxiensis,narrow-ranged,EN
sp5667,Michelia iteophylla,narrow-ranged,EN
sp5694,Microtropis japonica,narrow-ranged,LC
sp5697,Microtropis obscurinervia,narrow-ranged,LC
sp5701,Microtropis semipaniculata,narrow-ranged,VU
sp5711,Millettia entadoides,narrow-ranged,LC
sp5712,Millettia erythrocalyx,narrow-ranged,LC
sp5714,Millettia macrostachya,narrow-ranged,LC
sp5722,Millettia tetraptera,narrow-ranged,EN
sp5726,Mischocarpus hainanensis,narrow-ranged,VU
sp5735,Morinda brevipes var. stenophylla,narrow-ranged,DD
sp5736,Morinda callicarpaefolia,narrow-ranged,LC
sp5737,Morinda cinnamomifoliata,narrow-ranged,LC
sp5739,Morinda citrina,narrow-ranged,LC
sp5741,Morinda hainanensis,narrow-ranged,LC
sp5742,Morinda leiantha,narrow-ranged,DD
sp5743,Morinda longissima,narrow-ranged,EN
sp5744,Morinda nanlingensis,narrow-ranged,LC
sp5746,Morinda officinalis var. hirsute,narrow-ranged,VU
sp5748,Morinda rugulosa,narrow-ranged,LC
sp5750,Morinda undulata,narrow-ranged,VU
sp5752,Moringa oleifera,narrow-ranged,LC
sp5756,Morus cathayana var. gongshanensis,narrow-ranged,LC
sp5757,Morus liboensis,narrow-ranged,DD
sp5761,Morus serrata,narrow-ranged,LC
sp5767,Mucuna championii,narrow-ranged,LC
sp5778,Murraya crenulata,narrow-ranged,LC
sp5784,Murraya tetramera,narrow-ranged,LC
sp5785,Mussaenda antiloga,narrow-ranged,LC
sp5787,Mussaenda chingii,narrow-ranged,LC
sp5789,Mussaenda densiflora,narrow-ranged,LC
sp5800,Mussaenda inflata,narrow-ranged,LC
sp5804,Mussaenda lotungensis,narrow-ranged,CR
sp5815,Mycetia brevipes,narrow-ranged,LC
sp5819,Mycetia hainanensis,narrow-ranged,LC
sp5839,Myrioneuron effusum,narrow-ranged,LC
sp5859,Natsiatopsis thunbergiifolia,narrow-ranged,VU
sp5860,Natsiatum herpeticum,narrow-ranged,LC
sp5865,Neillia breviracemosa,narrow-ranged,LC
sp5866,Neillia fugongensis,narrow-ranged,LC
sp5883,Neohymenopogon oligocarpus,narrow-ranged,VU
sp5886,Neolitsea aciculata,narrow-ranged,LC
sp5898,Neolitsea chrysotricha,narrow-ranged,LC
sp5901,Neolitsea daibuensis,narrow-ranged,LC
sp5904,Neolitsea hiiranensis,narrow-ranged,LC
sp5912,Neolitsea longipedicellata,narrow-ranged,LC
sp5914,Neolitsea menglaensis,narrow-ranged,VU
sp5915,Neolitsea oblongifolia,narrow-ranged,NT
sp5916,Neolitsea obtusifolia,narrow-ranged,VU
sp5921,Neolitsea pingbienensis,narrow-ranged,NT
sp5925,Neolitsea purpurascens,narrow-ranged,NT
sp5926,Neolitsea sericea,narrow-ranged,EN
sp5929,Neolitsea tomentosa,narrow-ranged,EN
sp5933,Neolitsea villosa,narrow-ranged,LC
sp5940,Neonauclea tsaiana,narrow-ranged,EN
sp5952,Nothaphoebe konishii,narrow-ranged,LC
sp5956,Nothapodytes obtusifolia,narrow-ranged,EN
sp5961,Nyctocalos pinnatum,narrow-ranged,VU
sp5978,Olea laxiflora,narrow-ranged,LC
sp5979,Olea neriifolia,narrow-ranged,LC
sp5981,Olea parvilimba,narrow-ranged,LC
sp5984,Olea tetragonoclada,narrow-ranged,LC
sp5986,Oligostachyum glabrescens,narrow-ranged,DD
sp5987,Oligostachyum gracilipes,narrow-ranged,DD
sp5988,Oligostachyum hupehense,narrow-ranged,DD
sp5989,Oligostachyum lubricum,narrow-ranged,LC
sp5992,Oligostachyum paniculatum,narrow-ranged,DD
sp5993,Oligostachyum puberulum,narrow-ranged,DD
sp5998,Ophiorrhiza lignosa,narrow-ranged,DD
sp5999,Opilia amentacea,narrow-ranged,NT
sp6000,Oplopanax elatus,narrow-ranged,VU
sp6002,Oreocnide frutescens ssp. insignis,narrow-ranged,LC
sp6003,Oreocnide frutescens ssp. occidentalis,narrow-ranged,LC
sp6007,Oreocnide obovata var. paradoxa,narrow-ranged,LC
sp6013,Ormosia apiculata,narrow-ranged,DD
sp6017,Ormosia eugeniifolia,narrow-ranged,CR
sp6018,Ormosia ferruginea,narrow-ranged,DD
sp6020,Ormosia formosana,narrow-ranged,EN
sp6030,Ormosia microphylla var. tomentosa,narrow-ranged,LC
sp6032,Ormosia napoensis,narrow-ranged,DD
sp6040,Ormosia purpureiflora,narrow-ranged,EN
sp6050,Orophea yunnanensis,narrow-ranged,DD
sp6054,Osbeckia nepalensis var. albiflora,narrow-ranged,LC
sp6061,Osmanthus enervius,narrow-ranged,LC
sp6067,Osmanthus lanceolatus,narrow-ranged,VU
sp6072,Osmanthus pubipedicellatus,narrow-ranged,CR
sp6076,Osmanthus urceolatus,narrow-ranged,LC
sp6079,Osmoxylon pectinatum,narrow-ranged,EN
sp6088,Ostrya trichocarpa,narrow-ranged,LC
sp6089,Ostrya yunnanensis,narrow-ranged,CR
sp6099,Oxytropis densiflora var. multiramosa,narrow-ranged,LC
sp6108,Pachylarnax sinica,narrow-ranged,CR
sp6139,Pandanus fibrosus,narrow-ranged,LC
sp6147,Parakmeria kachirachirai,narrow-ranged,LC
sp6168,Passiflora eberhardtii,narrow-ranged,EN
sp6181,Pavieasia kwangsiensis,narrow-ranged,CR
sp6190,Pentapanax glabrifoliolatus,narrow-ranged,DD
sp6193,Pentapanax longipes,narrow-ranged,LC
sp6195,Pentapanax parasiticus var. khasianus,narrow-ranged,LC
sp6197,Pentapanax subcordatus,narrow-ranged,LC
sp6199,Pentapanax tomentellus var. distinctus,narrow-ranged,LC
sp6206,Perilepta ferruginea,narrow-ranged,LC
sp6207,Perilepta longzhouensis,narrow-ranged,LC
sp6216,Pertya angustifolia,narrow-ranged,LC
sp6218,Pertya bodinieri,narrow-ranged,DD
sp6224,Pertya pungens,narrow-ranged,DD
sp6225,Pertya shimozawai,narrow-ranged,LC
sp6227,Pertya tsoongiana,narrow-ranged,VU
sp6242,Philadelphus lushuiensis,narrow-ranged,LC
sp6246,Philadelphus reevesianus,narrow-ranged,DD
sp6250,Philadelphus subcanus var. dubius,narrow-ranged,LC
sp6253,Philadelphus tetragonus,narrow-ranged,LC
sp6261,Phoebe brachythyrsa,narrow-ranged,CR
sp6270,Phoebe hainanensis,narrow-ranged,CR
sp6273,Phoebe hungmoensis,narrow-ranged,VU
sp6279,Phoebe microphylla,narrow-ranged,EN
sp6284,Phoebe neurantha var. cavaleriei,narrow-ranged,NT
sp6292,Phoebe yaiensis,narrow-ranged,EN
sp6297,Photinia anlungensis,narrow-ranged,LC
sp6301,Photinia beckii,narrow-ranged,EN
sp6305,Photinia bergerae,narrow-ranged,LC
sp6306,Photinia blinii,narrow-ranged,LC
sp6311,Photinia chingiana,narrow-ranged,LC
sp6317,Photinia hirsuta var. lobulata,narrow-ranged,NT
sp6328,Photinia parvifolia var. subparvifolia,narrow-ranged,NT
sp6339,Photinia tushanensis,narrow-ranged,NT
sp6345,Phyllagathis fengii,narrow-ranged,LC
sp6348,Phyllagathis longearistata,narrow-ranged,LC
sp6349,Phyllagathis longiradiosa var. pulchella,narrow-ranged,LC
sp6352,Phyllagathis ovalifolia,narrow-ranged,LC
sp6353,Phyllagathis plagiopetala,narrow-ranged,LC
sp6354,Phyllagathis stenophylla,narrow-ranged,NT
sp6355,Phyllagathis ternata,narrow-ranged,LC
sp6356,Phyllagathis velutina,narrow-ranged,LC
sp6359,Phyllanthodendron caudatifolium,narrow-ranged,LC
sp6362,Phyllanthodendron moi,narrow-ranged,LC
sp6363,Phyllanthodendron orbicularifolium,narrow-ranged,LC
sp6364,Phyllanthodendron petraeum,narrow-ranged,LC
sp6365,Phyllanthodendron roseum,narrow-ranged,LC
sp6366,Phyllanthus bodinieri,narrow-ranged,LC
sp6371,Phyllanthus fangchengensis,narrow-ranged,LC
sp6372,Phyllanthus fimbricalyx,narrow-ranged,LC
sp6377,Phyllanthus gracilipes,narrow-ranged,LC
sp6381,Phyllanthus pachyphyllus,narrow-ranged,LC
sp6401,Phyllostachys parvifolia,narrow-ranged,VU
sp6408,Phyllostachys sulphurea var. viridis,narrow-ranged,LC
sp6409,Phyllostachys tianmuensis,narrow-ranged,DD
sp6410,Phyllostachys varioauriculata,narrow-ranged,LC
sp6411,Phyllostachys virella,narrow-ranged,DD
sp6419,Picea farreri,narrow-ranged,DD
sp6433,Picea smithiana,narrow-ranged,EN
sp6443,Pinanga chinensis,narrow-ranged,DD
sp6448,Pinanga tashiroi,narrow-ranged,CR
sp6451,Pinus armandii var. mastersiana,narrow-ranged,VU
sp6462,Pinus kwangtungensis var. varifolia,narrow-ranged,DD
sp6465,Pinus massoniana var. hainanensis,narrow-ranged,VU
sp6466,Pinus massoniana var. shaxianensis,narrow-ranged,DD
sp6471,Pinus squamata,narrow-ranged,CR
sp6488,Piper lingshuiense,narrow-ranged,DD
sp6497,Pipturus arborescens,narrow-ranged,LC
sp6500,Pisonia umbellifera,narrow-ranged,LC
sp6518,Pittosporum heterophyllum var. ledoides,narrow-ranged,LC
sp6520,Pittosporum johnstonianum var. glomerulatum,narrow-ranged,DD
sp6524,Pittosporum kweichowense,narrow-ranged,LC
sp6526,Pittosporum kweichowense var. podocarpifolium,narrow-ranged,DD
sp6540,Pittosporum perryanum var. linearifolium,narrow-ranged,DD
sp6541,Pittosporum planilobum,narrow-ranged,LC
sp6543,Pittosporum podocarpum var. hejiangense,narrow-ranged,DD
sp6544,Pittosporum podocarpum var. molle,narrow-ranged,LC
sp6548,Pittosporum rehderianum var. ternstroemioides,narrow-ranged,LC
sp6550,Pittosporum tobira var. calvescens,narrow-ranged,DD
sp6558,Plagiopteron suaveolens,narrow-ranged,CR
sp6560,Planchonella obovata,narrow-ranged,LC
sp6565,Plectocomia himalayana,narrow-ranged,LC
sp6572,Pleioblastus incarnatus,narrow-ranged,LC
sp6576,Pleioblastus maculosoides,narrow-ranged,LC
sp6578,Pleioblastus rugatus,narrow-ranged,LC
sp6579,Pleioblastus sanmingensis,narrow-ranged,LC
sp6581,Pleioblastus truncatus,narrow-ranged,DD
sp6582,Pleioblastus wuyishanensis,narrow-ranged,NT
sp6588,Podocarpus costalis,narrow-ranged,CR
sp6589,Podocarpus forrestii,narrow-ranged,CR
sp6591,Podocarpus macrophyllus var. angustifolius,narrow-ranged,VU
sp6593,Podocarpus nakaii,narrow-ranged,EN
sp6597,Poikilospermum naucleiflorum,narrow-ranged,LC
sp6600,Polyalthia florulenta,narrow-ranged,VU
sp6601,Polyalthia laui,narrow-ranged,LC
sp6610,Polygala arcuata,narrow-ranged,EN
sp6614,Polygala didyma,narrow-ranged,LC
sp6618,Polygala hainanensis,narrow-ranged,LC
sp6622,Polygala oligosperma,narrow-ranged,VU
sp6623,Polygala resinosa,narrow-ranged,LC
sp6632,Polygonum paronychioides,narrow-ranged,LC
sp6657,Populus charbinensis var. pachydermis,narrow-ranged,LC
sp6659,Populus ciliata var. aurea,narrow-ranged,LC
sp6660,Populus ciliata var. gyirongensis,narrow-ranged,LC
sp6661,Populus ciliata var. weixi,narrow-ranged,LC
sp6680,Populus lasiocarpa var. longiamenta,narrow-ranged,LC
sp6685,Populus minhoensis,narrow-ranged,LC
sp6687,Populus ningshanica,narrow-ranged,LC
sp6696,Populus pseudosimonii var. patula,narrow-ranged,NT
sp6700,Populus qiongdaoensis,narrow-ranged,LC
sp6702,Populus rotundifolia var. bonatii,narrow-ranged,LC
sp6715,Populus tomentosa var. truncata,narrow-ranged,LC
sp6718,Populus trinervis var. shimianica,narrow-ranged,LC
sp6728,Poranopsis paniculata,narrow-ranged,LC
sp6737,Potentilla glabra var. longipetala,narrow-ranged,LC
sp6742,Pothoidium lobbianum,narrow-ranged,LC
sp6746,Pouteria grandifolia,narrow-ranged,EN
sp6752,Premna bracteata,narrow-ranged,LC
sp6761,Premna fordii var. glabra,narrow-ranged,LC
sp6768,Premna laevigata,narrow-ranged,CR
sp6769,Premna latifolia var. cuneata,narrow-ranged,VU
sp6773,Premna octonervia,narrow-ranged,LC
sp6774,Premna odorata,narrow-ranged,LC
sp6776,Premna paisehensis,narrow-ranged,CR
sp6780,Premna puerensis,narrow-ranged,LC
sp6781,Premna punicea,narrow-ranged,VU
sp6782,Premna pyramidata,narrow-ranged,LC
sp6784,Premna rubroglandulosa,narrow-ranged,DD
sp6790,Premna subscandens,narrow-ranged,VU
sp6794,Premna velutina,narrow-ranged,NT
sp6808,Prunus salicina var. pubipes,narrow-ranged,LC
sp6813,Pseudosasa acutivagina,narrow-ranged,LC
sp6816,Pseudosasa gracilis,narrow-ranged,LC
sp6819,Pseudosasa longiligula,narrow-ranged,NT
sp6821,Pseudosasa orthotropa,narrow-ranged,LC
sp6825,Pseudosasa yuelushanensis,narrow-ranged,LC
sp6831,Pseudotsuga sinensis var. wilsoniana,narrow-ranged,EN
sp6836,Psychotria cephalophora,narrow-ranged,LC
sp6837,Psychotria densa,narrow-ranged,LC
sp6842,Psychotria manillensis,narrow-ranged,LC
sp6865,Pterospermum niveum,narrow-ranged,CR
sp6892,Pyrenacantha volubilis,narrow-ranged,EN
sp6897,Pyrenaria kwangsiensis,narrow-ranged,LC
sp6898,Pyrenaria menglaensis,narrow-ranged,CR
sp6901,Pyrenaria oblongicarpa,narrow-ranged,CR
sp6906,Pyrenaria wuana,narrow-ranged,DD
sp6915,Pyrus pashia var. kumaoni,narrow-ranged,LC
sp6916,Pyrus pashia var. obtusata,narrow-ranged,LC
sp6964,Raphistemma hooperianum,narrow-ranged,LC
sp6967,Rauvolfia tiaolushanensis,narrow-ranged,VU
sp6972,Reevesia botingensis,narrow-ranged,EN
sp6975,Reevesia lancifolia,narrow-ranged,CR
sp6976,Reevesia lofouensis,narrow-ranged,CR
sp6978,Reevesia orbicularifolia,narrow-ranged,LC
sp6981,Reevesia pubescens var. xuefengensis,narrow-ranged,CR
sp6983,Reevesia rotundifolia,narrow-ranged,EN
sp6987,Rehderodendron gongshanense,narrow-ranged,DD
sp6993,Reinwardtiodendron humile,narrow-ranged,LC
sp6994,Rhamnella caudata,narrow-ranged,NT
sp7001,Rhamnoneuron balansae,narrow-ranged,LC
sp7009,Rhamnus coriophylla var. acutidens,narrow-ranged,LC
sp7025,Rhamnus hupehensis,narrow-ranged,NT
sp7030,Rhamnus liukiuensis,narrow-ranged,LC
sp7041,Rhamnus rugulosa var. chekiangensis,narrow-ranged,LC
sp7048,Rhamnus tzekweiensis,narrow-ranged,LC
sp7057,Rhamnus wumingensis,narrow-ranged,LC
sp7067,Rhapis robusta,narrow-ranged,LC
sp7069,Rhodamnia dumetorum var. hainanensis,narrow-ranged,LC
sp7071,Rhododendron adenanthum,narrow-ranged,DD
sp7083,Rhododendron amandum,narrow-ranged,DD
sp7087,Rhododendron annae ssp. laxiflorum,narrow-ranged,LC
sp7104,Rhododendron atrovirens,narrow-ranged,NT
sp7112,Rhododendron balangense,narrow-ranged,CR
sp7116,Rhododendron barkamense,narrow-ranged,DD
sp7120,Rhododendron bijiangense,narrow-ranged,DD
sp7125,Rhododendron brachypodum,narrow-ranged,CR
sp7129,Rhododendron breviperulatum,narrow-ranged,LC
sp7130,Rhododendron brevipetiolatum,narrow-ranged,DD
sp7134,Rhododendron callimorphum var. myiagrum,narrow-ranged,LC
sp7141,Rhododendron camelliiflorum,narrow-ranged,LC
sp7155,Rhododendron changii,narrow-ranged,VU
sp7160,Rhododendron chrysocalyx var. xiushanense,narrow-ranged,DD
sp7162,Rhododendron chunii,narrow-ranged,DD
sp7165,Rhododendron ciliicalyx ssp. lyi,narrow-ranged,LC
sp7168,Rhododendron circinnatum,narrow-ranged,DD
sp7172,Rhododendron clementinae ssp. aureodorsale,narrow-ranged,LC
sp7173,Rhododendron codonanthum,narrow-ranged,LC
sp7174,Rhododendron coelicum,narrow-ranged,NT
sp7181,Rhododendron crassistylum,narrow-ranged,DD
sp7182,Rhododendron cretaceum,narrow-ranged,DD
sp7184,Rhododendron crinigerum var. euadenium,narrow-ranged,LC
sp7186,Rhododendron cyanocarpum,narrow-ranged,VU
sp7189,Rhododendron danbaense,narrow-ranged,DD
sp7191,Rhododendron dasypetalum,narrow-ranged,DD
sp7196,Rhododendron declivatum,narrow-ranged,DD
sp7199,Rhododendron decorum ssp. parvistigmatis,narrow-ranged,LC
sp7200,Rhododendron dekatanum,narrow-ranged,LC
sp7203,Rhododendron delavayi var. pilostylum,narrow-ranged,LC
sp7206,Rhododendron densifolium,narrow-ranged,DD
sp7213,Rhododendron dignabile,narrow-ranged,NT
sp7215,Rhododendron ebianense,narrow-ranged,DD
sp7221,Rhododendron erastum,narrow-ranged,LC
sp7224,Rhododendron euchroum,narrow-ranged,NT
sp7232,Rhododendron faberi ssp. prattii,narrow-ranged,LC
sp7235,Rhododendron fangchengense,narrow-ranged,VU
sp7242,Rhododendron flavoflorum,narrow-ranged,DD
sp7247,Rhododendron flumineum,narrow-ranged,DD
sp7253,Rhododendron fuchsiifolium,narrow-ranged,LC
sp7256,Rhododendron fuscipilum,narrow-ranged,LC
sp7261,Rhododendron glanduliferum,narrow-ranged,DD
sp7264,Rhododendron gologense,narrow-ranged,DD
sp7265,Rhododendron gongshanense,narrow-ranged,LC
sp7267,Rhododendron griersonianum,narrow-ranged,CR
sp7270,Rhododendron guizhongense,narrow-ranged,DD
sp7271,Rhododendron guizhouense,narrow-ranged,DD
sp7282,Rhododendron henanense,narrow-ranged,LC
sp7287,Rhododendron hirsutipetiolatum,narrow-ranged,DD
sp7290,Rhododendron hoi,narrow-ranged,LC
sp7292,Rhododendron hookeri,narrow-ranged,LC
sp7294,Rhododendron huguangense,narrow-ranged,LC
sp7295,Rhododendron huidongense,narrow-ranged,VU
sp7301,Rhododendron hyperythrum,narrow-ranged,LC
sp7302,Rhododendron hypoblematosum,narrow-ranged,DD
sp7304,Rhododendron igneum,narrow-ranged,DD
sp7308,Rhododendron invictum,narrow-ranged,VU
sp7311,Rhododendron jasminoides,narrow-ranged,DD
sp7312,Rhododendron jingangshanicum,narrow-ranged,EN
sp7313,Rhododendron jinpingense,narrow-ranged,DD
sp7314,Rhododendron jinxiuense,narrow-ranged,LC
sp7315,Rhododendron joniense,narrow-ranged,DD
sp7331,Rhododendron laojunshanense,narrow-ranged,DD
sp7332,Rhododendron lapponicum,narrow-ranged,LC
sp7334,Rhododendron lateriflorum,narrow-ranged,DD
sp7337,Rhododendron leiboense,narrow-ranged,DD
sp7338,Rhododendron leishanicum,narrow-ranged,DD
sp7339,Rhododendron lepidostylum,narrow-ranged,DD
sp7342,Rhododendron leptocladon,narrow-ranged,DD
sp7349,Rhododendron linearilobum,narrow-ranged,DD
sp7350,Rhododendron litchiifolium,narrow-ranged,DD
sp7353,Rhododendron longifalcatum,narrow-ranged,LC
sp7355,Rhododendron longipes var. chienianum,narrow-ranged,VU
sp7357,Rhododendron loniceriflorum,narrow-ranged,LC
sp7359,Rhododendron luhuoense,narrow-ranged,DD
sp7362,Rhododendron lungchiense,narrow-ranged,DD
sp7368,Rhododendron mallotum,narrow-ranged,EN
sp7374,Rhododendron meddianum var. atrokermesinum,narrow-ranged,LC
sp7383,Rhododendron mengtszense,narrow-ranged,NT
sp7385,Rhododendron meridionale var. minus,narrow-ranged,DD
sp7386,Rhododendron meridionale var. setistylum,narrow-ranged,DD
sp7387,Rhododendron mianningense,narrow-ranged,LC
sp7391,Rhododendron microphyton var. trichanthum,narrow-ranged,DD
sp7393,Rhododendron miniatum,narrow-ranged,LC
sp7398,Rhododendron miyiense,narrow-ranged,DD
sp7399,Rhododendron molle,narrow-ranged,LC
sp7403,Rhododendron morii,narrow-ranged,DD
sp7407,Rhododendron myrsinifolium,narrow-ranged,LC
sp7411,Rhododendron nanjianense,narrow-ranged,LC
sp7414,Rhododendron neriiflorum var. agetum,narrow-ranged,DD
sp7423,Rhododendron nymphaeoides,narrow-ranged,EN
sp7426,Rhododendron oldhamii,narrow-ranged,LC
sp7427,Rhododendron oligocarpum,narrow-ranged,LC
sp7434,Rhododendron orthocladum var. longistylum,narrow-ranged,NT
sp7436,Rhododendron pachyphyllum,narrow-ranged,LC
sp7459,Rhododendron potaninii,narrow-ranged,DD
sp7461,Rhododendron praeteritum,narrow-ranged,NT
sp7463,Rhododendron preptum,narrow-ranged,LC
sp7467,Rhododendron pronum,narrow-ranged,VU
sp7473,Rhododendron pseudochrysanthum,narrow-ranged,LC
sp7476,Rhododendron pubicostatum,narrow-ranged,VU
sp7485,Rhododendron ramsdenianum,narrow-ranged,LC
sp7488,Rhododendron rex ssp. gratum,narrow-ranged,LC
sp7489,Rhododendron rhodanthum,narrow-ranged,DD
sp7490,Rhododendron rhombifolium,narrow-ranged,DD
sp7494,Rhododendron roseatum,narrow-ranged,NT
sp7495,Rhododendron rothschildii,narrow-ranged,VU
sp7526,Rhododendron serotinum,narrow-ranged,DD
sp7530,Rhododendron shimianense,narrow-ranged,DD
sp7531,Rhododendron shweliense,narrow-ranged,LC
sp7536,Rhododendron simiarum var. versicolor,narrow-ranged,DD
sp7542,Rhododendron spadiceum,narrow-ranged,DD
sp7543,Rhododendron spanotrichum,narrow-ranged,DD
sp7544,Rhododendron sparsifolium,narrow-ranged,DD
sp7546,Rhododendron sperabile var. weihsiense,narrow-ranged,LC
sp7552,Rhododendron stamineum var. lasiocarpum,narrow-ranged,DD
sp7556,Rhododendron subcerinum,narrow-ranged,DD
sp7561,Rhododendron taipaoense,narrow-ranged,LC
sp7565,Rhododendron taronense,narrow-ranged,VU
sp7566,Rhododendron tashiroi,narrow-ranged,LC
sp7573,Rhododendron tenue,narrow-ranged,DD
sp7575,Rhododendron tenuilaminare,narrow-ranged,NT
sp7577,Rhododendron thayerianum,narrow-ranged,EN
sp7579,Rhododendron thomsonii ssp. lopsangianum,narrow-ranged,LC
sp7581,Rhododendron tianlinense,narrow-ranged,NT
sp7582,Rhododendron tingwuense,narrow-ranged,DD
sp7587,Rhododendron trichogynum,narrow-ranged,DD
sp7590,Rhododendron trilectorum,narrow-ranged,DD
sp7591,Rhododendron tsaii,narrow-ranged,EN
sp7593,Rhododendron tsinlingense,narrow-ranged,DD
sp7596,Rhododendron tutcherae,narrow-ranged,LC
sp7597,Rhododendron unciferum,narrow-ranged,DD
sp7598,Rhododendron uniflorum,narrow-ranged,LC
sp7599,Rhododendron urophyllum,narrow-ranged,VU
sp7604,Rhododendron venator,narrow-ranged,LC
sp7611,Rhododendron viscidum,narrow-ranged,DD
sp7615,Rhododendron wasonii var. wenchuanense,narrow-ranged,DD
sp7624,Rhododendron xiaoxidongense,narrow-ranged,EX
sp7625,Rhododendron xichangense,narrow-ranged,DD
sp7626,Rhododendron xiguense,narrow-ranged,DD
sp7627,Rhododendron yangmingshanense,narrow-ranged,DD
sp7628,Rhododendron yaogangxianense,narrow-ranged,DD
sp7629,Rhododendron yaoshanicum,narrow-ranged,LC
sp7630,Rhododendron yungchangense,narrow-ranged,LC
sp7634,Rhododendron zaleucum var. pubifolium,narrow-ranged,DD
sp7635,Rhododendron zheguense,narrow-ranged,EN
sp7637,Rhododendron ziyuanense,narrow-ranged,VU
sp7651,Rhus teniana,narrow-ranged,LC
sp7666,Ribes davidii var. lobatum,narrow-ranged,NT
sp7668,Ribes fargesii,narrow-ranged,DD
sp7675,Ribes glabrifolium,narrow-ranged,NT
sp7678,Ribes griffithii var. gongshanense,narrow-ranged,LC
sp7680,Ribes heterotrichum,narrow-ranged,LC
sp7683,Ribes himalense var. pubicalycinum,narrow-ranged,NT
sp7686,Ribes horridum,narrow-ranged,LC
sp7697,Ribes longiracemosum var. pilosum,narrow-ranged,LC
sp7705,Ribes moupinense var. muliense,narrow-ranged,LC
