code,name,Type,Qin
sp4397,Illicium pachyphyllum,wide-ranged,LC
sp4399,Illicium simonsii,wide-ranged,LC
sp4401,Illicium ternstroemioides,wide-ranged,NT
sp4402,Illicium tsaii,wide-ranged,LC
sp4403,Illicium tsangii,wide-ranged,NT
sp4404,Illicium wardii,wide-ranged,DD
sp4405,Illigera aromatica,wide-ranged,LC
sp4406,Illigera brevistaminata,wide-ranged,LC
sp4407,Illigera celebica,wide-ranged,LC
sp4410,Illigera grandiflora,wide-ranged,LC
sp4412,Illigera nervosa,wide-ranged,LC
sp4413,Illigera orbiculata,wide-ranged,NT
sp4414,Illigera parviflora,wide-ranged,LC
sp4416,Illigera rhodantha,wide-ranged,VU
sp4417,Illigera rhodantha var. dunniana,wide-ranged,LC
sp4420,Indigofera amblyantha,wide-ranged,LC
sp4421,Indigofera argutidens,wide-ranged,LC
sp4422,Indigofera atropurpurea,wide-ranged,LC
sp4423,Indigofera balfouriana,wide-ranged,LC
sp4424,Indigofera bungeana,wide-ranged,LC
sp4426,Indigofera calcicola,wide-ranged,LC
sp4427,Indigofera carlesii,wide-ranged,LC
sp4428,Indigofera caudata,wide-ranged,LC
sp4430,Indigofera colutea,wide-ranged,LC
sp4431,Indigofera decora,wide-ranged,LC
sp4433,Indigofera decora var. cooperi,wide-ranged,DD
sp4434,Indigofera decora var. ichangensis,wide-ranged,LC
sp4435,Indigofera delavayi,wide-ranged,LC
sp4436,Indigofera densifructa,wide-ranged,LC
sp4437,Indigofera dolichochaete,wide-ranged,LC
sp4438,Indigofera dumetorum,wide-ranged,LC
sp4439,Indigofera esquirolii,wide-ranged,VU
sp4440,Indigofera fortunei,wide-ranged,LC
sp4441,Indigofera galegoides,wide-ranged,LC
sp4442,Indigofera hancockii,wide-ranged,LC
sp4444,Indigofera henryi,wide-ranged,LC
sp4445,Indigofera heterantha,wide-ranged,LC
sp4446,Indigofera howellii,wide-ranged,LC
sp4449,Indigofera kirilowii,wide-ranged,LC
sp4450,Indigofera lacei,wide-ranged,VU
sp4451,Indigofera lenticellata,wide-ranged,LC
sp4452,Indigofera linifolia,wide-ranged,LC
sp4453,Indigofera mairei,wide-ranged,LC
sp4454,Indigofera myosurus,wide-ranged,LC
sp4455,Indigofera nigrescens,wide-ranged,LC
sp4456,Indigofera pampaniniana,wide-ranged,LC
sp4457,Indigofera parkesii,wide-ranged,LC
sp4458,Indigofera parkesii var. polyphylla,wide-ranged,LC
sp4459,Indigofera pedicellata,wide-ranged,LC
sp4460,Indigofera pendula,wide-ranged,LC
sp4463,Indigofera reticulata,wide-ranged,LC
sp4464,Indigofera rigioclada,wide-ranged,LC
sp4465,Indigofera scabrida,wide-ranged,LC
sp4466,Indigofera sensitiva,wide-ranged,LC
sp4467,Indigofera stachyodes,wide-ranged,LC
sp4469,Indigofera szechuensis,wide-ranged,LC
sp4473,Indigofera wightii,wide-ranged,LC
sp4475,Indocalamus bashanensis,wide-ranged,LC
sp4476,Indocalamus decorus,wide-ranged,VU
sp4477,Indocalamus guangdongensis,wide-ranged,LC
sp4482,Indocalamus hunanensis,wide-ranged,DD
sp4484,Indocalamus latifolius,wide-ranged,LC
sp4485,Indocalamus longiauritus,wide-ranged,LC
sp4486,Indocalamus longiauritus var. hengshanensis,wide-ranged,LC
sp4487,Indocalamus longiauritus var. semifalcatus,wide-ranged,LC
sp4490,Indocalamus tessellatus,wide-ranged,LC
sp4491,Indocalamus victorialis,wide-ranged,LC
sp4492,Indocalamus wilsonii,wide-ranged,LC
sp4493,Indofevillea khasiana,wide-ranged,LC
sp4495,Indosasa crassiflora,wide-ranged,LC
sp4496,Indosasa gigantea,wide-ranged,LC
sp4497,Indosasa glabrata,wide-ranged,LC
sp4498,Indosasa hispida,wide-ranged,LC
sp4499,Indosasa ingens,wide-ranged,LC
sp4501,Indosasa longispicata,wide-ranged,DD
sp4502,Indosasa patens,wide-ranged,NT
sp4503,Indosasa shibataeoides,wide-ranged,LC
sp4504,Indosasa singulispicula,wide-ranged,LC
sp4505,Indosasa spongiosa,wide-ranged,LC
sp4507,Iodes balansae,wide-ranged,LC
sp4508,Iodes cirrhosa,wide-ranged,LC
sp4509,Iodes vitiginea,wide-ranged,LC
sp4510,Isodon barbeyanus,wide-ranged,LC
sp4512,Isodon bulleyanus,wide-ranged,LC
sp4514,Isodon enanderianus,wide-ranged,LC
sp4515,Isodon flexicaulis,wide-ranged,LC
sp4516,Isodon glutinosus,wide-ranged,LC
sp4517,Isodon grandifolius var. atuntzeensis,wide-ranged,LC
sp4519,Isodon irroratus,wide-ranged,LC
sp4520,Isodon leucophyllus,wide-ranged,LC
sp4522,Isodon loxothyrsus,wide-ranged,LC
sp4524,Isodon muliensis,wide-ranged,LC
sp4525,Isodon oresbius,wide-ranged,NT
sp4526,Isodon parvifolius,wide-ranged,LC
sp4527,Isodon pharicus,wide-ranged,LC
sp4528,Isodon phyllostachys,wide-ranged,LC
sp4529,Isodon pleiophyllus,wide-ranged,LC
sp4530,Isodon rubescens,wide-ranged,LC
sp4531,Isodon rugosiformis,wide-ranged,LC
sp4532,Isodon rugosus,wide-ranged,LC
sp4533,Isodon scoparius,wide-ranged,LC
sp4534,Isodon secundiflorus,wide-ranged,VU
sp4535,Isodon setschwanensis,wide-ranged,LC
sp4538,Isodon tenuifolius,wide-ranged,LC
sp4539,Isodon wardii,wide-ranged,LC
sp4540,Isodon wikstroemioides,wide-ranged,LC
sp4542,Itea amoena,wide-ranged,LC
sp4543,Itea chinensis,wide-ranged,LC
sp4544,Itea coriacea,wide-ranged,LC
sp4545,Itea glutinosa,wide-ranged,LC
sp4546,Itea ilicifolia,wide-ranged,LC
sp4547,Itea indochinensis,wide-ranged,LC
sp4548,Itea indochinensis var. pubinervia,wide-ranged,LC
sp4549,Itea kiukiangensis,wide-ranged,LC
sp4551,Itea macrophylla,wide-ranged,LC
sp4553,Itea omeiensis,wide-ranged,LC
sp4554,Itea parviflora,wide-ranged,LC
sp4556,Itea yunnanensis,wide-ranged,LC
sp4557,Iteadaphne caudata,wide-ranged,LC
sp4558,Itoa orientalis,wide-ranged,LC
sp4560,Ixonanthes reticulata,wide-ranged,VU
sp4561,Ixora amplexicaulis,wide-ranged,NT
sp4562,Ixora auricularis,wide-ranged,LC
sp4563,Ixora cephalophora,wide-ranged,LC
sp4564,Ixora chinensis,wide-ranged,LC
sp4565,Ixora effusa,wide-ranged,LC
sp4566,Ixora finlaysoniana,wide-ranged,LC
sp4567,Ixora fulgens,wide-ranged,LC
sp4568,Ixora hainanensis,wide-ranged,LC
sp4569,Ixora henryi,wide-ranged,LC
sp4570,Ixora nienkui,wide-ranged,LC
sp4572,Ixora subsessilis,wide-ranged,LC
sp4574,Ixora yunnanensis,wide-ranged,LC
sp4575,Jasminanthes chunii,wide-ranged,LC
sp4576,Jasminanthes mucronata,wide-ranged,LC
sp4577,Jasminanthes pilosa,wide-ranged,LC
sp4578,Jasminanthes saxatilis,wide-ranged,LC
sp4579,Jasminum attenuatum,wide-ranged,LC
sp4580,Jasminum beesianum,wide-ranged,LC
sp4581,Jasminum cinnamomifolium,wide-ranged,LC
sp4582,Jasminum dispermum,wide-ranged,LC
sp4584,Jasminum fuchsiifolium,wide-ranged,LC
sp4586,Jasminum hongshuihoense,wide-ranged,NT
sp4587,Jasminum humile,wide-ranged,NT
sp4588,Jasminum humile var. microphyllum,wide-ranged,LC
sp4589,Jasminum lang,wide-ranged,LC
sp4591,Jasminum microcalyx,wide-ranged,LC
sp4592,Jasminum nervosum,wide-ranged,LC
sp4593,Jasminum nintooides,wide-ranged,EN
sp4594,Jasminum nudiflorum var. pulvinatum,wide-ranged,LC
sp4595,Jasminum officinale var. piliferum,wide-ranged,LC
sp4596,Jasminum officinale var. tibeticum,wide-ranged,LC
sp4597,Jasminum pentaneurum,wide-ranged,LC
sp4598,Jasminum pierreanum,wide-ranged,LC
sp4599,Jasminum prainii,wide-ranged,LC
sp4602,Jasminum sinense,wide-ranged,LC
sp4603,Jasminum subglandulosum,wide-ranged,LC
sp4604,Jasminum subhumile,wide-ranged,LC
sp4605,Jasminum tonkinense,wide-ranged,LC
sp4606,Jasminum urophyllum,wide-ranged,LC
sp4607,Jasminum wengeri,wide-ranged,LC
sp4609,Jatropha curcas,wide-ranged,LC
sp4610,Juglans mandshurica,wide-ranged,LC
sp4611,Juglans regia,wide-ranged,VU
sp4612,Juglans sigillata,wide-ranged,VU
sp4613,Juniperus baimashanensis,wide-ranged,NT
sp4614,Juniperus centrasiatica,wide-ranged,LC
sp4615,Juniperus chengii,wide-ranged,VU
sp4616,Juniperus chinensis,wide-ranged,VU
sp4618,Juniperus convallium,wide-ranged,LC
sp4619,Juniperus convallium var. microsperma,wide-ranged,LC
sp4620,Juniperus davurica,wide-ranged,DD
sp4621,Juniperus formosana,wide-ranged,LC
sp4622,Juniperus gaussenii,wide-ranged,DD
sp4623,Juniperus indica,wide-ranged,LC
sp4624,Juniperus komarovii,wide-ranged,LC
sp4625,Juniperus pingii,wide-ranged,LC
sp4626,Juniperus pingii var. wilsonii,wide-ranged,LC
sp4628,Juniperus przewalskii,wide-ranged,LC
sp4629,Juniperus pseudosabina,wide-ranged,LC
sp4630,Juniperus pseudosabina var. turkestanica,wide-ranged,LC
sp4631,Juniperus recurva,wide-ranged,LC
sp4632,Juniperus recurva var. coxii,wide-ranged,VU
sp4633,Juniperus rigida,wide-ranged,VU
sp4634,Juniperus sabina,wide-ranged,LC
sp4635,Juniperus saltuaria,wide-ranged,LC
sp4636,Juniperus sibirica,wide-ranged,LC
sp4637,Juniperus squamata,wide-ranged,LC
sp4638,Juniperus tibetica,wide-ranged,VU
sp4639,Kadsura angustifolia,wide-ranged,LC
sp4640,Kadsura coccinea,wide-ranged,VU
sp4641,Kadsura heteroclita,wide-ranged,LC
sp4642,Kadsura induta,wide-ranged,VU
sp4643,Kadsura japonica,wide-ranged,LC
sp4644,Kadsura longipedunculata,wide-ranged,LC
sp4645,Kadsura oblongifolia,wide-ranged,LC
sp4646,Kadsura renchangiana,wide-ranged,DD
sp4647,Kalidium caspicum,wide-ranged,LC
sp4648,Kalidium cuspidatum,wide-ranged,LC
sp4649,Kalidium foliatum,wide-ranged,LC
sp4650,Kalopanax septemlobus,wide-ranged,LC
sp4653,Kerria japonica,wide-ranged,LC
sp4654,Keteleeria davidiana,wide-ranged,LC
sp4655,Keteleeria davidiana var. calcarea,wide-ranged,EN
sp4656,Keteleeria evelyniana,wide-ranged,LC
sp4657,Keteleeria fortunei,wide-ranged,LC
sp4658,Keteleeria fortunei var. cyclolepis,wide-ranged,VU
sp4661,Keteleeria pubescens,wide-ranged,VU
sp4662,Kibatalia macrophylla,wide-ranged,LC
sp4663,Kleinhovia hospita,wide-ranged,LC
sp4664,Knema elegans,wide-ranged,LC
sp4665,Knema globularia,wide-ranged,LC
sp4666,Knema lenta,wide-ranged,DD
sp4667,Knema tenuinervia,wide-ranged,LC
sp4669,Koelreuteria elegans ssp. formosana,wide-ranged,LC
sp4670,Koelreuteria paniculata,wide-ranged,LC
sp4671,Koilodepas hainanense,wide-ranged,LC
sp4672,Kolkwitzia amabilis,wide-ranged,VU
sp4673,Kopsia arborea,wide-ranged,LC
sp4674,Korthalsella japonica,wide-ranged,LC
sp4675,Krascheninnikovia compacta,wide-ranged,LC
sp4676,Krascheninnikovia compacta var. longipilosa,wide-ranged,DD
sp4677,Kydia calycina,wide-ranged,LC
sp4678,Kydia glabrescens,wide-ranged,DD
sp4680,Lagerstroemia balansae,wide-ranged,EN
sp4681,Lagerstroemia caudata,wide-ranged,NT
sp4682,Lagerstroemia excelsa,wide-ranged,LC
sp4683,Lagerstroemia fordii,wide-ranged,NT
sp4684,Lagerstroemia glabra,wide-ranged,NT
sp4686,Lagerstroemia indica,wide-ranged,LC
sp4687,Lagerstroemia intermedia,wide-ranged,VU
sp4688,Lagerstroemia limii,wide-ranged,NT
sp4689,Lagerstroemia subcostata,wide-ranged,LC
sp4691,Lagerstroemia tomentosa,wide-ranged,LC
sp4694,Lannea coromandelica,wide-ranged,LC
sp4695,Laportea violacea,wide-ranged,LC
sp4696,Larix gmelinii,wide-ranged,EN
sp4697,Larix gmelinii var. principis-rupprechtii,wide-ranged,VU
sp4698,Larix griffithii,wide-ranged,LC
sp4701,Larix mastersiana,wide-ranged,VU
sp4703,Larix potaninii,wide-ranged,LC
sp4704,Larix potaninii var. australis,wide-ranged,LC
sp4705,Larix potaninii var. chinensis,wide-ranged,VU
sp4706,Larix sibirica,wide-ranged,VU
sp4707,Larix speciosa,wide-ranged,VU
sp4708,Lasianthus attenuatus,wide-ranged,LC
sp4709,Lasianthus austrosinensis,wide-ranged,EN
sp4710,Lasianthus austroyunnanensis,wide-ranged,LC
sp4711,Lasianthus biermannii,wide-ranged,EN
sp4712,Lasianthus biermannii ssp. crassipedunculatus,wide-ranged,LC
sp4713,Lasianthus biflorus,wide-ranged,DD
sp4714,Lasianthus calycinus,wide-ranged,CR
sp4716,Lasianthus chinensis,wide-ranged,LC
sp4717,Lasianthus chrysoneurus,wide-ranged,LC
sp4718,Lasianthus chunii,wide-ranged,LC
sp4719,Lasianthus curtisii,wide-ranged,LC
sp4720,Lasianthus filipes,wide-ranged,LC
sp4721,Lasianthus fordii,wide-ranged,LC
sp4722,Lasianthus formosensis,wide-ranged,LC
sp4723,Lasianthus henryi,wide-ranged,LC
sp4724,Lasianthus hirsutus,wide-ranged,LC
sp4725,Lasianthus hispidulus,wide-ranged,LC
sp4726,Lasianthus hookeri,wide-ranged,LC
sp4727,Lasianthus hookeri var. dunniana,wide-ranged,LC
sp4728,Lasianthus inodorus,wide-ranged,LC
sp4729,Lasianthus japonicus,wide-ranged,LC
sp4730,Lasianthus japonicus ssp. longicaudus,wide-ranged,LC
sp4731,Lasianthus japonicus var. latifolius,wide-ranged,LC
sp4732,Lasianthus lancifolius,wide-ranged,LC
sp4734,Lasianthus lucidus,wide-ranged,LC
sp4735,Lasianthus micranthus,wide-ranged,LC
sp4736,Lasianthus obscurus,wide-ranged,LC
sp4737,Lasianthus rhinocerotis ssp. pedunculatus,wide-ranged,LC
sp4738,Lasianthus rhinocerotis ssp. xishuangbannaensis,wide-ranged,LC
sp4740,Lasianthus schmidtii,wide-ranged,LC
sp4741,Lasianthus sikkimensis,wide-ranged,LC
sp4742,Lasianthus trichophlebus,wide-ranged,LC
sp4743,Lasianthus trichophlebus var. latifolius,wide-ranged,LC
sp4744,Lasianthus verticillatus,wide-ranged,LC
sp4745,Lasianthus wardii,wide-ranged,EN
sp4746,Laurocerasus aquifolioides,wide-ranged,VU
sp4747,Laurocerasus australis,wide-ranged,VU
sp4749,Laurocerasus fordiana,wide-ranged,LC
sp4750,Laurocerasus hypotricha,wide-ranged,LC
sp4751,Laurocerasus jenkinsii,wide-ranged,LC
sp4752,Laurocerasus marginata,wide-ranged,LC
sp4754,Laurocerasus phaeosticta,wide-ranged,DD
sp4755,Laurocerasus spinulosa,wide-ranged,LC
sp4756,Laurocerasus undulata,wide-ranged,LC
sp4757,Laurocerasus zippeliana,wide-ranged,LC
sp4758,Ledum palustre,wide-ranged,LC
sp4759,Ledum palustre var. decumbens,wide-ranged,DD
sp4760,Ledum palustre var. dilatatum,wide-ranged,DD
sp4761,Leea asiatica,wide-ranged,LC
sp4762,Leea compactiflora,wide-ranged,LC
sp4763,Leea guineensis,wide-ranged,LC
sp4764,Leea indica,wide-ranged,LC
sp4768,Lepisanthes rubiginosa,wide-ranged,LC
sp4769,Lepisanthes senegalensis,wide-ranged,LC
sp4772,Leptoboea multiflora,wide-ranged,LC
sp4774,Leptodermis buxifolia,wide-ranged,VU
sp4775,Leptodermis dielsiana,wide-ranged,NT
sp4776,Leptodermis diffusa,wide-ranged,LC
sp4777,Leptodermis glomerata,wide-ranged,LC
sp4778,Leptodermis gracilis,wide-ranged,DD
sp4780,Leptodermis hirsutiflora,wide-ranged,LC
sp4784,Leptodermis oblonga,wide-ranged,LC
sp4785,Leptodermis ordosica,wide-ranged,VU
sp4786,Leptodermis ovata,wide-ranged,LC
sp4787,Leptodermis parvifolia,wide-ranged,LC
sp4788,Leptodermis pilosa,wide-ranged,LC
sp4789,Leptodermis pumila,wide-ranged,LC
sp4790,Leptodermis purdomii,wide-ranged,LC
sp4792,Leptodermis scabrida,wide-ranged,LC
sp4793,Leptodermis schneideri,wide-ranged,LC
sp4794,Leptodermis scissa,wide-ranged,LC
sp4795,Leptodermis tomentella,wide-ranged,NT
sp4796,Leptodermis tubicalyx,wide-ranged,LC
sp4798,Leptodermis velutiniflora,wide-ranged,LC
sp4800,Leptodermis yui,wide-ranged,NT
sp4801,Leptopus australis,wide-ranged,LC
sp4802,Leptopus chinensis,wide-ranged,LC
sp4803,Leptopus clarkei,wide-ranged,LC
sp4805,Leptopus hainanensis,wide-ranged,LC
sp4806,Lespedeza bicolor,wide-ranged,LC
sp4807,Lespedeza buergeri,wide-ranged,LC
sp4808,Lespedeza chinensis,wide-ranged,LC
sp4809,Lespedeza cuneata,wide-ranged,LC
sp4810,Lespedeza cyrtobotrya,wide-ranged,LC
sp4811,Lespedeza davidii,wide-ranged,DD
sp4812,Lespedeza dunnii,wide-ranged,NT
sp4813,Lespedeza floribunda,wide-ranged,LC
sp4814,Lespedeza fordii,wide-ranged,LC
sp4815,Lespedeza forrestii,wide-ranged,LC
sp4816,Lespedeza inschanica,wide-ranged,LC
sp4817,Lespedeza juncea,wide-ranged,LC
sp4818,Lespedeza maximowiczii,wide-ranged,LC
sp4819,Lespedeza mucronata,wide-ranged,NT
sp4820,Lespedeza potaninii,wide-ranged,LC
sp4821,Lespedeza thunbergii,wide-ranged,DD
sp4822,Lespedeza tomentosa,wide-ranged,LC
sp4823,Lespedeza virgata,wide-ranged,LC
sp4824,Leucomeris decora,wide-ranged,VU
sp4825,Leucosceptrum canum,wide-ranged,LC
sp4828,Leycesteria formosa,wide-ranged,LC
sp4829,Leycesteria glaucophylla,wide-ranged,LC
sp4830,Leycesteria gracilis,wide-ranged,LC
sp4831,Leycesteria sinensis,wide-ranged,LC
sp4834,Licuala fordiana,wide-ranged,LC
sp4835,Licuala spinosa,wide-ranged,DD
sp4837,Ligustrum compactum,wide-ranged,LC
sp4838,Ligustrum compactum var. velutinum,wide-ranged,LC
sp4839,Ligustrum confusum,wide-ranged,LC
sp4840,Ligustrum delavayanum,wide-ranged,LC
sp4841,Ligustrum expansum,wide-ranged,NT
sp4842,Ligustrum gracile,wide-ranged,LC
sp4843,Ligustrum henryi,wide-ranged,LC
sp4844,Ligustrum leucanthum,wide-ranged,LC
sp4845,Ligustrum lianum,wide-ranged,LC
sp4846,Ligustrum longitubum,wide-ranged,LC
sp4847,Ligustrum lucidum,wide-ranged,LC
sp4850,Ligustrum obtusifolium,wide-ranged,LC
sp4852,Ligustrum pedunculare,wide-ranged,LC
sp4853,Ligustrum pricei,wide-ranged,LC
sp4855,Ligustrum quihoui,wide-ranged,LC
sp4856,Ligustrum retusum,wide-ranged,LC
sp4857,Ligustrum robustum ssp. chinense,wide-ranged,LC
sp4858,Ligustrum sempervirens,wide-ranged,VU
sp4859,Ligustrum sinense var. coryanum,wide-ranged,LC
sp4860,Ligustrum sinense var. luodianense,wide-ranged,LC
sp4861,Ligustrum sinense var. myrianthum,wide-ranged,LC
sp4863,Ligustrum sinense var. rugosulum,wide-ranged,LC
sp4864,Ligustrum strongylophyllum,wide-ranged,LC
sp4867,Limonium suffruticosum,wide-ranged,LC
sp4868,Lindera aggregata,wide-ranged,LC
sp4869,Lindera aggregata var. playfairii,wide-ranged,LC
sp4870,Lindera akoensis,wide-ranged,LC
sp4871,Lindera angustifolia,wide-ranged,LC
sp4872,Lindera chienii,wide-ranged,LC
sp4873,Lindera chunii,wide-ranged,LC
sp4874,Lindera communis,wide-ranged,LC
sp4875,Lindera doniana,wide-ranged,LC
sp4876,Lindera erythrocarpa,wide-ranged,LC
sp4877,Lindera floribunda,wide-ranged,LC
sp4879,Lindera fragrans,wide-ranged,LC
sp4880,Lindera glauca,wide-ranged,LC
sp4881,Lindera gracilipes,wide-ranged,VU
sp4882,Lindera kariensis,wide-ranged,LC
sp4883,Lindera kwangtungensis,wide-ranged,LC
sp4884,Lindera latifolia,wide-ranged,LC
sp4885,Lindera limprichtii,wide-ranged,LC
sp4886,Lindera longipedunculata,wide-ranged,VU
sp4887,Lindera lungshengensis,wide-ranged,VU
sp4888,Lindera megaphylla,wide-ranged,LC
sp4890,Lindera metcalfiana,wide-ranged,LC
sp4891,Lindera metcalfiana var. dictyophylla,wide-ranged,LC
sp4892,Lindera motuoensis,wide-ranged,LC
sp4893,Lindera nacusua,wide-ranged,LC
sp4894,Lindera nacusua var. menglungensis,wide-ranged,NT
sp4895,Lindera neesiana,wide-ranged,LC
sp4896,Lindera obtusiloba,wide-ranged,LC
sp4897,Lindera obtusiloba var. heterophylla,wide-ranged,LC
sp4898,Lindera praecox,wide-ranged,LC
sp4899,Lindera pulcherrima,wide-ranged,LC
sp4900,Lindera pulcherrima var. attenuata,wide-ranged,LC
sp4901,Lindera pulcherrima var. hemsleyana,wide-ranged,LC
sp4902,Lindera reflexa,wide-ranged,LC
sp4903,Lindera robusta,wide-ranged,LC
sp4904,Lindera rubronervia,wide-ranged,LC
sp4905,Lindera setchuenensis,wide-ranged,LC
sp4906,Lindera supracostata,wide-ranged,LC
sp4907,Lindera thomsonii,wide-ranged,LC
sp4908,Lindera thomsonii var. velutina,wide-ranged,LC
sp4909,Lindera tienchuanensis,wide-ranged,NT
sp4910,Lindera tonkinensis,wide-ranged,LC
sp4911,Lindera villipes,wide-ranged,NT
sp4912,Linnaea borealis,wide-ranged,NT
sp4913,Liquidambar acalycina,wide-ranged,LC
sp4914,Liquidambar formosana,wide-ranged,LC
sp4916,Lirianthe championii,wide-ranged,EN
sp4917,Lirianthe coco,wide-ranged,EN
sp4918,Lirianthe delavayi,wide-ranged,LC
sp4919,Lirianthe fistulosa,wide-ranged,VU
sp4921,Lirianthe henryi,wide-ranged,EN
sp4922,Lirianthe odoratissima,wide-ranged,CR
sp4923,Liriodendron chinense,wide-ranged,LC
sp4924,Lithocarpus amoenus,wide-ranged,EN
sp4925,Lithocarpus amygdalifolius,wide-ranged,LC
sp4929,Lithocarpus bacgiangensis,wide-ranged,DD
sp4930,Lithocarpus balansae,wide-ranged,LC
sp4933,Lithocarpus brevicaudatus,wide-ranged,LC
sp4935,Lithocarpus calophyllus,wide-ranged,LC
sp4939,Lithocarpus chrysocomus,wide-ranged,LC
sp4941,Lithocarpus cleistocarpus,wide-ranged,LC
sp4942,Lithocarpus cleistocarpus var. omeiensis,wide-ranged,NT
sp4943,Lithocarpus collettii,wide-ranged,EN
sp4944,Lithocarpus confinis,wide-ranged,LC
sp4945,Lithocarpus corneus,wide-ranged,LC
sp4948,Lithocarpus craibianus,wide-ranged,LC
sp4951,Lithocarpus cyrtocarpus,wide-ranged,VU
sp4953,Lithocarpus dealbatus,wide-ranged,LC
sp4955,Lithocarpus echinophorus,wide-ranged,DD
sp4959,Lithocarpus eriobotryoides,wide-ranged,LC
sp4961,Lithocarpus farinulentus,wide-ranged,VU
sp4962,Lithocarpus fenestratus,wide-ranged,LC
sp4963,Lithocarpus fenzelianus,wide-ranged,EN
sp4964,Lithocarpus floccosus,wide-ranged,VU
sp4965,Lithocarpus fohaiensis,wide-ranged,VU
sp4966,Lithocarpus fordianus,wide-ranged,VU
sp4968,Lithocarpus gaoligongensis,wide-ranged,EN
sp4970,Lithocarpus glaber,wide-ranged,LC
sp4971,Lithocarpus grandifolius,wide-ranged,NT
sp4972,Lithocarpus haipinii,wide-ranged,LC
sp4973,Lithocarpus hancei,wide-ranged,LC
sp4975,Lithocarpus harlandii,wide-ranged,LC
sp4976,Lithocarpus henryi,wide-ranged,LC
sp4978,Lithocarpus hypoglaucus,wide-ranged,LC
sp4979,Lithocarpus irwinii,wide-ranged,LC
sp4980,Lithocarpus iteaphyllus,wide-ranged,LC
sp4983,Lithocarpus kawakamii,wide-ranged,LC
sp4984,Lithocarpus konishii,wide-ranged,NT
sp4985,Lithocarpus laoticus,wide-ranged,VU
sp4986,Lithocarpus lepidocarpus,wide-ranged,LC
sp4988,Lithocarpus listeri,wide-ranged,VU
sp4989,Lithocarpus litseifolius,wide-ranged,LC
sp4991,Lithocarpus longanoides,wide-ranged,LC
sp4992,Lithocarpus longipedicellatus,wide-ranged,NT
sp4995,Lithocarpus magneinii,wide-ranged,LC
sp4996,Lithocarpus mairei,wide-ranged,LC
sp4997,Lithocarpus megalophyllus,wide-ranged,NT
sp4998,Lithocarpus mekongensis,wide-ranged,NT
sp5000,Lithocarpus mianningensis,wide-ranged,VU
sp5001,Lithocarpus microspermus,wide-ranged,NT
sp5002,Lithocarpus naiadarum,wide-ranged,NT
sp5003,Lithocarpus nantoensis,wide-ranged,LC
sp5006,Lithocarpus obscurus,wide-ranged,NT
sp5007,Lithocarpus pachylepis,wide-ranged,VU
sp5008,Lithocarpus pachyphyllus,wide-ranged,LC
sp5009,Lithocarpus pachyphyllus var. fruticosus,wide-ranged,LC
sp5010,Lithocarpus paihengii,wide-ranged,NT
sp5012,Lithocarpus paniculatus,wide-ranged,LC
sp5013,Lithocarpus pasania,wide-ranged,VU
sp5014,Lithocarpus petelotii,wide-ranged,NT
sp5016,Lithocarpus pseudoreinwardtii,wide-ranged,NT
sp5017,Lithocarpus pseudoxizangensis,wide-ranged,VU
sp5019,Lithocarpus rhabdostachyus ssp. dakhaensis,wide-ranged,LC
sp5020,Lithocarpus rosthornii,wide-ranged,LC
sp5022,Lithocarpus silvicolarum,wide-ranged,NT
sp5023,Lithocarpus skanianus,wide-ranged,LC
sp5024,Lithocarpus sphaerocarpus,wide-ranged,NT
sp5025,Lithocarpus tabularis,wide-ranged,DD
sp5028,Lithocarpus thomsonii,wide-ranged,DD
sp5029,Lithocarpus trachycarpus,wide-ranged,NT
sp5031,Lithocarpus truncatus,wide-ranged,LC
sp5032,Lithocarpus uvariifolius,wide-ranged,LC
sp5033,Lithocarpus variolosus,wide-ranged,LC
sp5034,Lithocarpus xizangensis,wide-ranged,EN
sp5035,Lithocarpus xylocarpus,wide-ranged,LC
sp5037,Litsea acutivena,wide-ranged,LC
sp5038,Litsea akoensis,wide-ranged,LC
sp5039,Litsea albescens,wide-ranged,LC
sp5040,Litsea auriculata,wide-ranged,VU
sp5041,Litsea balansae,wide-ranged,LC
sp5042,Litsea baviensis,wide-ranged,NT
sp5044,Litsea biflora,wide-ranged,DD
sp5045,Litsea chengshuzhii,wide-ranged,DD
sp5046,Litsea chinpingensis,wide-ranged,NT
sp5047,Litsea chunii,wide-ranged,LC
sp5048,Litsea chunii var. likiangensis,wide-ranged,LC
sp5049,Litsea coelestis,wide-ranged,DD
sp5050,Litsea coreana,wide-ranged,LC
sp5051,Litsea coreana var. lanuginosa,wide-ranged,LC
sp5052,Litsea coreana var. sinensis,wide-ranged,LC
sp5053,Litsea cubeba,wide-ranged,LC
sp5054,Litsea cubeba var. formosana,wide-ranged,LC
sp5055,Litsea depressa,wide-ranged,DD
sp5056,Litsea dilleniifolia,wide-ranged,VU
sp5057,Litsea elongata,wide-ranged,LC
sp5058,Litsea elongata var. faberi,wide-ranged,LC
sp5059,Litsea elongata var. subverticillata,wide-ranged,LC
sp5060,Litsea foveola,wide-ranged,NT
sp5062,Litsea glutinosa,wide-ranged,NT
sp5064,Litsea gongshanensis,wide-ranged,LC
sp5065,Litsea greenmaniana,wide-ranged,LC
sp5066,Litsea honghoensis,wide-ranged,VU
sp5067,Litsea hunanensis,wide-ranged,EN
sp5068,Litsea hupehana,wide-ranged,LC
sp5069,Litsea hypophaea,wide-ranged,LC
sp5070,Litsea kingii,wide-ranged,LC
