code,name,Type,Qin
sp1354,Callerya championii,wide-ranged,LC
sp1355,Callerya cinerea,wide-ranged,LC
sp1356,Callerya dielsiana var. herterocarpa,wide-ranged,LC
sp1357,Callerya dorwardii,wide-ranged,LC
sp1358,Callerya eurybotrya,wide-ranged,LC
sp1359,Callerya fordii,wide-ranged,LC
sp1360,Callerya nitida,wide-ranged,LC
sp1361,Callerya nitida var. hirsutissima,wide-ranged,LC
sp1362,Callerya nitida var. minor,wide-ranged,LC
sp1363,Callerya oosperma,wide-ranged,LC
sp1364,Callerya reticulata,wide-ranged,LC
sp1365,Callerya reticulata var. stenophylla,wide-ranged,LC
sp1366,Callerya sericosema,wide-ranged,LC
sp1367,Callerya speciosa,wide-ranged,VU
sp1369,Callicarpa acutifolia,wide-ranged,LC
sp1370,Callicarpa anisophylla,wide-ranged,LC
sp1371,Callicarpa arborea,wide-ranged,LC
sp1372,Callicarpa basitruncata,wide-ranged,NT
sp1373,Callicarpa bodinieri,wide-ranged,LC
sp1374,Callicarpa bodinieri var. iteophylla,wide-ranged,LC
sp1375,Callicarpa bodinieri var. rosthornii,wide-ranged,DD
sp1376,Callicarpa brevipes,wide-ranged,LC
sp1377,Callicarpa candicans,wide-ranged,LC
sp1378,Callicarpa cathayana,wide-ranged,LC
sp1379,Callicarpa collina,wide-ranged,DD
sp1380,Callicarpa dentosa,wide-ranged,LC
sp1381,Callicarpa dichotoma,wide-ranged,LC
sp1382,Callicarpa erythrosticta,wide-ranged,LC
sp1383,Callicarpa formosana,wide-ranged,VU
sp1385,Callicarpa giraldii,wide-ranged,LC
sp1386,Callicarpa giraldii var. subcanescens,wide-ranged,LC
sp1387,Callicarpa gracilipes,wide-ranged,LC
sp1390,Callicarpa integerrima,wide-ranged,LC
sp1391,Callicarpa integerrima var. chinensis,wide-ranged,LC
sp1392,Callicarpa japonica,wide-ranged,LC
sp1393,Callicarpa japonica var. luxurians,wide-ranged,LC
sp1394,Callicarpa kochiana,wide-ranged,LC
sp1396,Callicarpa kwangtungensis,wide-ranged,LC
sp1397,Callicarpa lingii,wide-ranged,DD
sp1398,Callicarpa loboapiculata,wide-ranged,LC
sp1399,Callicarpa longifolia,wide-ranged,NT
sp1400,Callicarpa longifolia var. floccosa,wide-ranged,LC
sp1401,Callicarpa longifolia var. lanceolaria,wide-ranged,LC
sp1402,Callicarpa longipes,wide-ranged,NT
sp1403,Callicarpa longissima,wide-ranged,LC
sp1404,Callicarpa luteopunctata,wide-ranged,LC
sp1405,Callicarpa macrophylla,wide-ranged,LC
sp1406,Callicarpa membranacea,wide-ranged,DD
sp1408,Callicarpa nudiflora,wide-ranged,LC
sp1409,Callicarpa pauciflora,wide-ranged,LC
sp1410,Callicarpa peichieniana,wide-ranged,LC
sp1411,Callicarpa pilosissima,wide-ranged,LC
sp1413,Callicarpa prolifera,wide-ranged,NT
sp1416,Callicarpa randaiensis,wide-ranged,LC
sp1418,Callicarpa rubella,wide-ranged,LC
sp1419,Callicarpa rubella var. subglabra,wide-ranged,LC
sp1420,Callicarpa salicifolia,wide-ranged,LC
sp1421,Callicarpa tingwuensis,wide-ranged,DD
sp1423,Calligonum alashanicum,wide-ranged,LC
sp1425,Calligonum arborescens,wide-ranged,LC
sp1426,Calligonum calliphysa,wide-ranged,LC
sp1427,Calligonum caput-medusae,wide-ranged,LC
sp1428,Calligonum chinense,wide-ranged,DD
sp1429,Calligonum colubrinum,wide-ranged,LC
sp1432,Calligonum ebinuricum,wide-ranged,EN
sp1433,Calligonum gobicum,wide-ranged,LC
sp1435,Calligonum klementzii,wide-ranged,DD
sp1436,Calligonum korlaense,wide-ranged,LC
sp1437,Calligonum leucocladum,wide-ranged,LC
sp1438,Calligonum mongolicum,wide-ranged,LC
sp1439,Calligonum pumilum,wide-ranged,LC
sp1440,Calligonum rubicundum,wide-ranged,LC
sp1441,Calligonum squarrosum,wide-ranged,VU
sp1443,Calligonum yengisaricum,wide-ranged,LC
sp1444,Calligonum zaidamense,wide-ranged,LC
sp1445,Calocedrus macrolepis,wide-ranged,LC
sp1446,Calocedrus macrolepis var. formosana,wide-ranged,VU
sp1447,Calophaca chinensis,wide-ranged,LC
sp1448,Calophaca sinica,wide-ranged,VU
sp1449,Calophaca soongorica,wide-ranged,NT
sp1450,Calophanoides kwangsiensis,wide-ranged,LC
sp1451,Calophanoides siccanea,wide-ranged,LC
sp1453,Calophanoides xylopoda,wide-ranged,LC
sp1456,Calophyllum inophyllum,wide-ranged,NT
sp1457,Calophyllum membranaceum,wide-ranged,VU
sp1458,Calophyllum polyanthum,wide-ranged,NT
sp1459,Calotropis gigantea,wide-ranged,LC
sp1461,Camellia anlungensis,wide-ranged,LC
sp1463,Camellia assimiloides,wide-ranged,VU
sp1465,Camellia brevistyla,wide-ranged,VU
sp1466,Camellia caudata,wide-ranged,LC
sp1468,Camellia chekiangoleosa,wide-ranged,LC
sp1470,Camellia cordifolia,wide-ranged,LC
sp1472,Camellia costata,wide-ranged,LC
sp1473,Camellia costei,wide-ranged,LC
sp1474,Camellia crapnelliana,wide-ranged,VU
sp1475,Camellia crassicolumna,wide-ranged,LC
sp1477,Camellia cuspidata,wide-ranged,LC
sp1478,Camellia cuspidata var. chekiangensis,wide-ranged,LC
sp1479,Camellia cuspidata var. grandiflora,wide-ranged,LC
sp1480,Camellia cuspidata var. trichandra,wide-ranged,LC
sp1482,Camellia edithae,wide-ranged,LC
sp1485,Camellia euryoides,wide-ranged,NT
sp1486,Camellia euryoides var. nokoensis,wide-ranged,LC
sp1489,Camellia fluviatilis,wide-ranged,LC
sp1490,Camellia forrestii,wide-ranged,LC
sp1491,Camellia forrestii var. acutisepala,wide-ranged,LC
sp1492,Camellia fraterna,wide-ranged,LC
sp1493,Camellia furfuracea,wide-ranged,LC
sp1497,Camellia granthamiana,wide-ranged,VU
sp1498,Camellia grijsii,wide-ranged,NT
sp1499,Camellia gymnogyna,wide-ranged,LC
sp1500,Camellia hongkongensis,wide-ranged,LC
sp1501,Camellia huana,wide-ranged,EN
sp1505,Camellia indochinensis,wide-ranged,LC
sp1507,Camellia japonica,wide-ranged,LC
sp1508,Camellia kissii,wide-ranged,LC
sp1509,Camellia kissii var. confusa,wide-ranged,NT
sp1511,Camellia lawii,wide-ranged,LC
sp1512,Camellia longicalyx,wide-ranged,DD
sp1515,Camellia lutchuensis,wide-ranged,LC
sp1517,Camellia mairei,wide-ranged,LC
sp1518,Camellia mairei var. lapidea,wide-ranged,LC
sp1519,Camellia mairei var. velutina,wide-ranged,LC
sp1523,Camellia oleifera,wide-ranged,LC
sp1525,Camellia parviflora,wide-ranged,EN
sp1526,Camellia parvimuricata,wide-ranged,LC
sp1527,Camellia petelotii,wide-ranged,LC
sp1530,Camellia pitardii,wide-ranged,VU
sp1532,Camellia polyodonta,wide-ranged,LC
sp1533,Camellia polyodonta var. longicaudata,wide-ranged,LC
sp1534,Camellia ptilophylla,wide-ranged,VU
sp1538,Camellia reticulata,wide-ranged,VU
sp1539,Camellia rhytidocarpa,wide-ranged,LC
sp1540,Camellia rhytidocarpa var. microphylla,wide-ranged,NT
sp1541,Camellia rosthorniana,wide-ranged,LC
sp1542,Camellia salicifolia,wide-ranged,LC
sp1543,Camellia saluenensis,wide-ranged,NT
sp1544,Camellia semiserrata,wide-ranged,LC
sp1545,Camellia semiserrata var. magnocarpa,wide-ranged,LC
sp1546,Camellia sinensis,wide-ranged,LC
sp1547,Camellia sinensis var. assamica,wide-ranged,VU
sp1548,Camellia stuartiana,wide-ranged,DD
sp1549,Camellia subintegra,wide-ranged,NT
sp1550,Camellia synaptica,wide-ranged,LC
sp1552,Camellia szemaoensis,wide-ranged,VU
sp1553,Camellia tachangensis,wide-ranged,DD
sp1554,Camellia taliensis,wide-ranged,VU
sp1556,Camellia transarisanensis,wide-ranged,LC
sp1557,Camellia trichoclada,wide-ranged,NT
sp1558,Camellia tsaii,wide-ranged,LC
sp1559,Camellia tsingpienensis,wide-ranged,LC
sp1560,Camellia tsingpienensis var. pubisepala,wide-ranged,NT
sp1561,Camellia tuberculata,wide-ranged,NT
sp1563,Camellia viridicalyx,wide-ranged,LC
sp1565,Camellia wardii,wide-ranged,LC
sp1566,Camellia wardii var. muricatula,wide-ranged,LC
sp1568,Camellia yunnanensis,wide-ranged,LC
sp1569,Camellia yunnanensis var. camellioides,wide-ranged,LC
sp1570,Campsis grandiflora,wide-ranged,LC
sp1571,Camptotheca acuminata,wide-ranged,LC
sp1573,Campylospermum striatum,wide-ranged,LC
sp1574,Campylotropis argentea,wide-ranged,DD
sp1575,Campylotropis brevifolia,wide-ranged,LC
sp1576,Campylotropis capillipes,wide-ranged,LC
sp1577,Campylotropis delavayi,wide-ranged,LC
sp1578,Campylotropis diversifolia,wide-ranged,LC
sp1580,Campylotropis harmsii,wide-ranged,VU
sp1581,Campylotropis henryi,wide-ranged,LC
sp1582,Campylotropis hirtella,wide-ranged,LC
sp1583,Campylotropis latifolia,wide-ranged,LC
sp1584,Campylotropis macrocarpa,wide-ranged,LC
sp1585,Campylotropis macrocarpa var. hupehensis,wide-ranged,LC
sp1587,Campylotropis polyantha,wide-ranged,LC
sp1588,Campylotropis sulcata,wide-ranged,LC
sp1591,Campylotropis trigonoclada,wide-ranged,LC
sp1593,Campylotropis wilsonii,wide-ranged,LC
sp1594,Campylotropis yunnanensis,wide-ranged,LC
sp1595,Campylotropis yunnanensis ssp. filipes,wide-ranged,LC
sp1596,Canarium bengalense,wide-ranged,LC
sp1598,Canarium strictum,wide-ranged,NT
sp1599,Canarium subulatum,wide-ranged,VU
sp1600,Cansjera rheedei,wide-ranged,LC
sp1601,Canthium dicoccum,wide-ranged,LC
sp1602,Canthium horridum,wide-ranged,LC
sp1603,Canthium simile,wide-ranged,NT
sp1604,Capparis acutifolia,wide-ranged,LC
sp1605,Capparis assamica,wide-ranged,LC
sp1606,Capparis bodinieri,wide-ranged,LC
sp1607,Capparis cantoniensis,wide-ranged,LC
sp1608,Capparis chingiana,wide-ranged,LC
sp1609,Capparis dasyphylla,wide-ranged,CR
sp1611,Capparis formosana,wide-ranged,LC
sp1614,Capparis himalayensis,wide-ranged,LC
sp1617,Capparis masaikai,wide-ranged,VU
sp1618,Capparis membranifolia,wide-ranged,LC
sp1619,Capparis micracantha,wide-ranged,LC
sp1620,Capparis multiflora,wide-ranged,LC
sp1621,Capparis pubiflora,wide-ranged,LC
sp1622,Capparis pubifolia,wide-ranged,EN
sp1623,Capparis sabiifolia,wide-ranged,LC
sp1624,Capparis sepiaria,wide-ranged,LC
sp1625,Capparis spinosa,wide-ranged,LC
sp1626,Capparis subsessilis,wide-ranged,EN
sp1628,Capparis urophylla,wide-ranged,LC
sp1629,Capparis versicolor,wide-ranged,LC
sp1631,Capparis zeylanica,wide-ranged,LC
sp1632,Capsicum annuum,wide-ranged,LC
sp1633,Caragana acanthophylla,wide-ranged,LC
sp1634,Caragana aegacanthoides,wide-ranged,VU
sp1635,Caragana arborescens,wide-ranged,LC
sp1636,Caragana aurantiaca,wide-ranged,LC
sp1637,Caragana bicolor,wide-ranged,LC
sp1638,Caragana boisii,wide-ranged,NT
sp1639,Caragana brachypoda,wide-ranged,LC
sp1640,Caragana brevifolia,wide-ranged,LC
sp1641,Caragana changduensis,wide-ranged,LC
sp1642,Caragana chinghaiensis,wide-ranged,LC
sp1643,Caragana chinghaiensis var. minima,wide-ranged,LC
sp1644,Caragana crassispina,wide-ranged,LC
sp1645,Caragana cuneatoalata,wide-ranged,DD
sp1646,Caragana dasyphylla,wide-ranged,LC
sp1647,Caragana davazamcii,wide-ranged,LC
sp1648,Caragana densa,wide-ranged,LC
sp1649,Caragana erinacea,wide-ranged,LC
sp1650,Caragana franchetiana,wide-ranged,LC
sp1651,Caragana franchetiana var. gyirongensis,wide-ranged,LC
sp1652,Caragana frutex,wide-ranged,LC
sp1653,Caragana fruticosa,wide-ranged,NT
sp1654,Caragana jubata,wide-ranged,LC
sp1655,Caragana jubata var. recurva,wide-ranged,LC
sp1656,Caragana junatovii,wide-ranged,DD
sp1657,Caragana kirghisorum,wide-ranged,LC
sp1658,Caragana korshinskii,wide-ranged,LC
sp1659,Caragana kozlowii,wide-ranged,NT
sp1660,Caragana leucophloea,wide-ranged,LC
sp1661,Caragana leucospina,wide-ranged,DD
sp1662,Caragana leveillei,wide-ranged,LC
sp1663,Caragana licentiana,wide-ranged,VU
sp1664,Caragana limprichtii,wide-ranged,DD
sp1665,Caragana litwinowii,wide-ranged,DD
sp1666,Caragana microphylla,wide-ranged,LC
sp1667,Caragana opulens,wide-ranged,LC
sp1668,Caragana oreophila,wide-ranged,DD
sp1669,Caragana pekinensis,wide-ranged,NT
sp1670,Caragana pleiophylla,wide-ranged,LC
sp1671,Caragana polourensis,wide-ranged,LC
sp1672,Caragana pruinosa,wide-ranged,LC
sp1673,Caragana purdomii,wide-ranged,VU
sp1674,Caragana pygmaea,wide-ranged,LC
sp1675,Caragana pygmaea var. angustissima,wide-ranged,LC
sp1676,Caragana pygmaea var. parviflora,wide-ranged,LC
sp1677,Caragana qingheensis,wide-ranged,DD
sp1678,Caragana roborovskyi,wide-ranged,LC
sp1679,Caragana rosea,wide-ranged,LC
sp1681,Caragana sinica,wide-ranged,LC
sp1682,Caragana soongorica,wide-ranged,NT
sp1683,Caragana spinosa,wide-ranged,LC
sp1684,Caragana stenophylla,wide-ranged,LC
sp1685,Caragana stipitata,wide-ranged,EN
sp1686,Caragana tangutica,wide-ranged,NT
sp1687,Caragana tekesiensis,wide-ranged,LC
sp1688,Caragana tibetica,wide-ranged,LC
sp1689,Caragana tragacanthoides,wide-ranged,LC
sp1690,Caragana turfanensis,wide-ranged,NT
sp1691,Caragana turkestanica,wide-ranged,LC
sp1692,Caragana ussuriensis,wide-ranged,LC
sp1693,Caragana versicolor,wide-ranged,LC
sp1694,Caragana zahlbruckneri,wide-ranged,DD
sp1695,Carallia brachiata,wide-ranged,LC
sp1696,Carallia diplopetala,wide-ranged,EN
sp1697,Carallia pectinifolia,wide-ranged,LC
sp1698,Carissa carandas,wide-ranged,LC
sp1700,Carissa macrocarpa,wide-ranged,LC
sp1701,Carissa spinarum,wide-ranged,LC
sp1702,Carmona microphylla,wide-ranged,LC
sp1703,Carpinus chuniana,wide-ranged,LC
sp1704,Carpinus cordata,wide-ranged,LC
sp1705,Carpinus cordata var. chinensis,wide-ranged,LC
sp1706,Carpinus cordata var. mollis,wide-ranged,LC
sp1707,Carpinus fangiana,wide-ranged,LC
sp1708,Carpinus fargesiana,wide-ranged,LC
sp1710,Carpinus henryana,wide-ranged,LC
sp1711,Carpinus hupeana,wide-ranged,LC
sp1712,Carpinus kawakamii,wide-ranged,LC
sp1713,Carpinus kweichowensis,wide-ranged,LC
sp1714,Carpinus londoniana,wide-ranged,LC
sp1717,Carpinus mollicoma,wide-ranged,LC
sp1718,Carpinus monbeigiana,wide-ranged,LC
sp1720,Carpinus polyneura,wide-ranged,LC
sp1721,Carpinus pubescens,wide-ranged,LC
sp1722,Carpinus purpurinervis,wide-ranged,VU
sp1723,Carpinus rankanensis,wide-ranged,LC
sp1725,Carpinus rupestris,wide-ranged,LC
sp1726,Carpinus shensiensis,wide-ranged,LC
sp1727,Carpinus stipulata,wide-ranged,LC
sp1728,Carpinus tsaiana,wide-ranged,LC
sp1729,Carpinus tschonoskii,wide-ranged,LC
sp1731,Carpinus turczaninowii,wide-ranged,LC
sp1732,Carpinus viminea,wide-ranged,NT
sp1733,Carpinus viminea var. chiukiangensis,wide-ranged,LC
sp1734,Carrierea calycina,wide-ranged,LC
sp1736,Carya cathayensis,wide-ranged,LC
sp1737,Carya hunanensis,wide-ranged,VU
sp1738,Carya kweichowensis,wide-ranged,CR
sp1739,Carya tonkinensis,wide-ranged,NT
sp1740,Caryodaphnopsis henryi,wide-ranged,NT
sp1742,Caryodaphnopsis tonkinensis,wide-ranged,NT
sp1743,Caryopteris aureoglandulosa,wide-ranged,LC
sp1744,Caryopteris bicolor,wide-ranged,DD
sp1745,Caryopteris forrestii,wide-ranged,LC
sp1746,Caryopteris forrestii var. minor,wide-ranged,LC
sp1748,Caryopteris jinshajiangensis,wide-ranged,LC
sp1749,Caryopteris mongholica,wide-ranged,LC
sp1750,Caryopteris paniculata,wide-ranged,LC
sp1751,Caryopteris tangutica,wide-ranged,LC
sp1752,Caryopteris terniflora,wide-ranged,LC
sp1753,Caryopteris trichosphaera,wide-ranged,LC
sp1754,Caryota mitis,wide-ranged,LC
sp1755,Caryota monostachya,wide-ranged,LC
sp1756,Caryota ochlandra,wide-ranged,LC
sp1757,Caryota urens,wide-ranged,VU
sp1758,Casearia flexuosa,wide-ranged,LC
sp1759,Casearia glomerata,wide-ranged,LC
sp1760,Casearia graveolens,wide-ranged,NT
sp1762,Casearia membranacea,wide-ranged,LC
sp1763,Casearia tardieuae,wide-ranged,VU
sp1764,Casearia velutina,wide-ranged,LC
sp1765,Cassiope abbreviata,wide-ranged,LC
sp1767,Cassiope fastigiata,wide-ranged,LC
sp1769,Cassiope myosuroides,wide-ranged,VU
sp1770,Cassiope nana,wide-ranged,NT
sp1771,Cassiope palpebrata,wide-ranged,LC
sp1772,Cassiope pectinata,wide-ranged,LC
sp1773,Cassiope selaginoides,wide-ranged,NT
sp1774,Cassiope wardii,wide-ranged,DD
sp1775,Castanea mollissima,wide-ranged,LC
sp1777,Castanopsis argyrophylla,wide-ranged,LC
sp1778,Castanopsis boisii,wide-ranged,NT
sp1779,Castanopsis calathiformis,wide-ranged,LC
sp1780,Castanopsis carlesii,wide-ranged,LC
sp1781,Castanopsis carlesii var. spinulosa,wide-ranged,LC
sp1782,Castanopsis ceratacantha,wide-ranged,LC
sp1783,Castanopsis chinensis,wide-ranged,VU
sp1785,Castanopsis chunii,wide-ranged,LC
sp1786,Castanopsis clarkei,wide-ranged,NT
sp1789,Castanopsis delavayi,wide-ranged,LC
sp1791,Castanopsis echinocarpa,wide-ranged,LC
sp1792,Castanopsis eyrei,wide-ranged,LC
sp1793,Castanopsis fabri,wide-ranged,LC
sp1794,Castanopsis fargesii,wide-ranged,LC
sp1795,Castanopsis ferox,wide-ranged,LC
sp1796,Castanopsis fissa,wide-ranged,LC
sp1797,Castanopsis fleuryi,wide-ranged,NT
sp1798,Castanopsis fordii,wide-ranged,LC
sp1800,Castanopsis hainanensis,wide-ranged,VU
sp1801,Castanopsis hupehensis,wide-ranged,LC
sp1802,Castanopsis hystrix,wide-ranged,LC
sp1803,Castanopsis indica,wide-ranged,LC
sp1805,Castanopsis jucunda,wide-ranged,LC
sp1806,Castanopsis kawakamii,wide-ranged,VU
sp1807,Castanopsis kweichowensis,wide-ranged,NT
sp1808,Castanopsis lamontii,wide-ranged,LC
sp1810,Castanopsis longispina,wide-ranged,DD
sp1812,Castanopsis megaphylla,wide-ranged,NT
sp1813,Castanopsis mekongensis,wide-ranged,LC
sp1814,Castanopsis nigrescens,wide-ranged,LC
sp1816,Castanopsis orthacantha,wide-ranged,LC
sp1817,Castanopsis platyacantha,wide-ranged,LC
sp1818,Castanopsis remotidenticulata,wide-ranged,DD
sp1819,Castanopsis rockii,wide-ranged,VU
sp1820,Castanopsis sclerophylla,wide-ranged,LC
sp1823,Castanopsis tibetana,wide-ranged,LC
sp1824,Castanopsis tonkinensis,wide-ranged,LC
sp1825,Castanopsis tribuloides,wide-ranged,NT
sp1826,Castanopsis uraiana,wide-ranged,LC
sp1827,Castanopsis wattii,wide-ranged,NT
sp1828,Catalpa bungei,wide-ranged,LC
sp1829,Catalpa fargesii,wide-ranged,LC
sp1830,Catalpa ovata,wide-ranged,LC
sp1831,Catalpa tibetica,wide-ranged,EN
sp1832,Cathaya argyrophylla,wide-ranged,EN
sp1833,Catunaregam spinosa,wide-ranged,LC
sp1836,Cayratia geniculata,wide-ranged,LC
sp1837,Cayratia japonica var. mollis,wide-ranged,LC
sp1838,Cayratia japonica var. pseudotrifolia,wide-ranged,LC
sp1839,Cayratia oligocarpa,wide-ranged,LC
sp1840,Cayratia pedata,wide-ranged,LC
sp1841,Cayratia timoriensis var. mekongensis,wide-ranged,LC
sp1842,Cayratia trifolia,wide-ranged,LC
sp1843,Cedrus deodara,wide-ranged,LC
sp1844,Celastrus angulatus,wide-ranged,LC
sp1845,Celastrus cuneatus,wide-ranged,DD
sp1846,Celastrus flagellaris,wide-ranged,LC
sp1847,Celastrus gemmatus,wide-ranged,LC
sp1848,Celastrus glaucophyllus,wide-ranged,LC
sp1849,Celastrus hirsutus,wide-ranged,LC
sp1850,Celastrus hookeri,wide-ranged,LC
sp1851,Celastrus hypoleucoides,wide-ranged,LC
sp1852,Celastrus hypoleucus,wide-ranged,LC
sp1853,Celastrus kusanoi,wide-ranged,LC
sp1854,Celastrus monospermus,wide-ranged,LC
sp1855,Celastrus oblanceifolius,wide-ranged,DD
sp1856,Celastrus orbiculatus,wide-ranged,LC
sp1857,Celastrus paniculatus,wide-ranged,LC
sp1858,Celastrus punctatus,wide-ranged,LC
sp1859,Celastrus rosthornianus,wide-ranged,LC
sp1860,Celastrus rosthornianus var. loeseneri,wide-ranged,LC
sp1861,Celastrus rugosus,wide-ranged,DD
sp1862,Celastrus stylosus,wide-ranged,VU
sp1863,Celastrus stylosus var. puberulus,wide-ranged,LC
sp1864,Celastrus tonkinensis,wide-ranged,DD
sp1865,Celastrus vaniotii,wide-ranged,LC
sp1866,Celastrus virens,wide-ranged,EN
sp1867,Celtis biondii,wide-ranged,LC
sp1868,Celtis bungeana,wide-ranged,LC
sp1869,Celtis cerasifera,wide-ranged,NT
sp1870,Celtis chekiangensis,wide-ranged,EN
sp1871,Celtis julianae,wide-ranged,LC
sp1872,Celtis koraiensis,wide-ranged,LC
sp1873,Celtis philippensis,wide-ranged,LC
sp1874,Celtis philippensis var. wightii,wide-ranged,NT
sp1875,Celtis sinensis,wide-ranged,LC
sp1876,Celtis tetrandra,wide-ranged,DD
sp1877,Celtis timorensis,wide-ranged,LC
sp1878,Celtis vandervoetiana,wide-ranged,LC
sp1879,Cenocentrum tonkinense,wide-ranged,LC
sp1880,Cephaelis laui,wide-ranged,VU
sp1881,Cephalanthus tetrandrus,wide-ranged,LC
sp1882,Cephalomappa sinensis,wide-ranged,VU
sp1883,Cephalostachyum latifolium,wide-ranged,DD
sp1884,Cephalostachyum pallidum,wide-ranged,DD
sp1885,Cephalostachyum pergracile,wide-ranged,LC
sp1886,Cephalotaxus fortunei,wide-ranged,LC
sp1887,Cephalotaxus fortunei var. alpina,wide-ranged,LC
sp1888,Cephalotaxus lanceolata,wide-ranged,CR
sp1889,Cephalotaxus latifolia,wide-ranged,CR
sp1890,Cephalotaxus mannii,wide-ranged,EN
sp1891,Cephalotaxus oliveri,wide-ranged,VU
sp1892,Cephalotaxus sinensis,wide-ranged,LC
sp1893,Cerasus campanulata,wide-ranged,LC
sp1894,Cerasus caudata,wide-ranged,DD
sp1895,Cerasus cerasoides,wide-ranged,LC
sp1896,Cerasus clarofolia,wide-ranged,LC
sp1897,Cerasus conadenia,wide-ranged,LC
sp1898,Cerasus conradinae,wide-ranged,LC
sp1899,Cerasus crataegifolia,wide-ranged,LC
sp1900,Cerasus cyclamina,wide-ranged,LC
sp1902,Cerasus dielsiana,wide-ranged,LC
sp1904,Cerasus discoidea,wide-ranged,NT
sp1906,Cerasus fruticosa,wide-ranged,LC
sp1907,Cerasus glandulosa,wide-ranged,DD
sp1908,Cerasus henryi,wide-ranged,LC
sp1909,Cerasus humilis,wide-ranged,LC
sp1910,Cerasus japonica var. nakaii,wide-ranged,LC
sp1911,Cerasus maximowiczii,wide-ranged,LC
sp1912,Cerasus mugus,wide-ranged,DD
sp1913,Cerasus patentipila,wide-ranged,DD
sp1914,Cerasus pleiocerasus,wide-ranged,DD
sp1915,Cerasus pogonostyla,wide-ranged,LC
sp1916,Cerasus polytricha,wide-ranged,LC
sp1917,Cerasus pseudocerasus,wide-ranged,LC
sp1918,Cerasus schneideriana,wide-ranged,LC
sp1919,Cerasus serrula,wide-ranged,LC
sp1920,Cerasus serrulata,wide-ranged,LC
sp1921,Cerasus serrulata var. pubescens,wide-ranged,LC
sp1922,Cerasus setulosa,wide-ranged,LC
sp1923,Cerasus stipulacea,wide-ranged,LC
sp1924,Cerasus szechuanica,wide-ranged,LC
sp1925,Cerasus tatsienensis,wide-ranged,LC
sp1926,Cerasus tianshanica,wide-ranged,LC
sp1927,Cerasus tomentosa,wide-ranged,LC
sp1928,Cerasus trichantha,wide-ranged,LC
sp1929,Cerasus trichostoma,wide-ranged,LC
sp1930,Cerasus yunnanensis,wide-ranged,LC
sp1931,Ceratostigma griffithii,wide-ranged,LC
sp1932,Ceratostigma minus,wide-ranged,LC
sp1933,Ceratostigma ulicinum,wide-ranged,LC
sp1934,Ceratostigma willmottianum,wide-ranged,LC
sp1935,Cerbera manghas,wide-ranged,LC
sp1936,Cercidiphyllum japonicum,wide-ranged,LC
sp1937,Cercis chinensis,wide-ranged,LC
sp1938,Cercis chingii,wide-ranged,EN
sp1939,Cercis chuniana,wide-ranged,LC
sp1940,Cercis glabra,wide-ranged,DD
sp1941,Cercis racemosa,wide-ranged,LC
sp1943,Chaenomeles cathayensis,wide-ranged,LC
sp1944,Chaenomeles sinensis,wide-ranged,LC
sp1945,Chaenomeles thibetica,wide-ranged,NT
sp1946,Chaetocarpus castanocarpus,wide-ranged,LC
sp1947,Chamaecyparis formosensis,wide-ranged,EN
sp1948,Chamaecyparis obtusa var. formosana,wide-ranged,VU
sp1949,Chamaedaphne calyculata,wide-ranged,NT
sp1950,Chamaerhodos altaica,wide-ranged,LC
sp1952,Chassalia curviflora,wide-ranged,VU
sp1953,Chassalia curviflora var. longifolia,wide-ranged,LC
sp1954,Chelonopsis albiflora,wide-ranged,LC
sp1955,Chelonopsis bracteata,wide-ranged,VU
sp1956,Chelonopsis forrestii,wide-ranged,NT
sp1959,Chelonopsis mollissima,wide-ranged,LC
sp1960,Chelonopsis odontochila,wide-ranged,LC
sp1961,Chelonopsis odontochila var. smithii,wide-ranged,LC
sp1962,Chelonopsis pseudobracteata,wide-ranged,LC
sp1963,Chelonopsis rosea,wide-ranged,NT
sp1965,Chelonopsis souliei,wide-ranged,LC
sp1966,Chengiopanax fargesii,wide-ranged,LC
sp1967,Chesneya crassipes,wide-ranged,VU
sp1968,Chesneya nubigena,wide-ranged,LC
sp1969,Chesneya polystichoides,wide-ranged,LC
sp1970,Chesneya spinosa,wide-ranged,LC
sp1971,Chesniella ferganensis,wide-ranged,VU
sp1972,Chesniella mongolica,wide-ranged,LC
sp1973,Chieniodendron hainanense,wide-ranged,EN
sp1974,Chimonanthus campanulatus,wide-ranged,LC
sp1976,Chimonanthus nitens,wide-ranged,LC
sp1977,Chimonanthus praecox,wide-ranged,LC
sp1978,Chimonanthus salicifolius,wide-ranged,NT
sp1979,Chimonanthus zhejiangensis,wide-ranged,LC
sp1980,Chimonobambusa angustifolia,wide-ranged,LC
sp1981,Chimonobambusa armata,wide-ranged,LC
sp1982,Chimonobambusa communis,wide-ranged,LC
sp1984,Chimonobambusa hejiangensis,wide-ranged,VU
sp1985,Chimonobambusa hirtinoda,wide-ranged,LC
sp1989,Chimonobambusa marmorea,wide-ranged,VU
sp1990,Chimonobambusa metuoensis,wide-ranged,EN
sp1995,Chimonobambusa purpurea,wide-ranged,NT
sp1996,Chimonobambusa quadrangularis,wide-ranged,LC
sp1998,Chimonobambusa sichuanensis,wide-ranged,LC
sp1999,Chimonobambusa tumidissinoda,wide-ranged,LC
sp2002,Chimonocalamus fimbriatus,wide-ranged,LC
sp2003,Chimonocalamus griffithianus,wide-ranged,LC
sp2009,Chionanthus hainanensis,wide-ranged,LC
sp2010,Chionanthus henryanus,wide-ranged,LC
